Feature,26016,31103,33609,33871,34093,37101,37102
高度(mm),1480,1480,1490,1490,1490,1480,1480
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车
驱动电机数,单电机,单电机,单电机,单电机,单电机,单电机,单电机
驱动方式,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱
零胎压继续行驶,-,-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-,-
防紫外线玻璃,-,-,-,-,-,-,-
长度(mm),4740,4740,4740,4740,4740,4740,4740
长*宽*高(mm),4740*1770*1480,4740*1770*1480,4740*1770*1490,4740*1770*1490,4740*1770*1490,4740*1770*1480,4740*1770*1480
铝合金轮圈,●,●,●,●,●,●,●
配气机构,DOHC,DOHC,-,-,-,DOHC,DOHC
遮阳板化妆镜,●,●,●,●,●,●,●
遥控钥匙,●,●,●,●,●,●,●
道路救援呼叫,-,-,●,●,●,-,-
远程启动,-,-,-,-,-,-,●
远光灯,卤素,卤素,卤素,卤素,卤素,卤素,卤素
进气形式,涡轮增压,涡轮增压,-,-,-,涡轮增压,涡轮增压
近光灯,卤素,卤素,卤素,卤素,卤素,卤素,卤素
运动风格座椅,-,-,-,-,-,-,-
运动外观套件,-,-,-,-,-,-,-
轴距(mm),2670,2670,2670,2670,2670,2670,2670
转向辅助灯,-,-,-,-,-,-,-
转向头灯,-,-,-,-,-,-,-
车顶行李架,-,-,-,-,-,-,-
车门数(个),4,4,4,4,4,4,4
车道偏离预警系统,-,-,-,-,-,-,-
车载空气净化器,○,-,●,●,●,-,-
车载电视,-,-,-,-,-,-,-
车载冰箱,-,-,-,-,-,-,-
车身结构_y,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车
车身结构_x,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●
车联网,○,●,●,●,●,●,●
车窗防夹手功能,○,●,●,●,●,●,●
车窗一键升降,(选装全车),全车,全车,全车,全车,全车,全车
车型名称,秦 2017款 1.5T 秦100,秦 2017款 1.5T 尊贵型,秦 2018款 秦EV450 智联尊尚型,秦 2018款 秦EV450 智联锋尚型,秦 2018款 秦EV450 智联时尚型,秦 2018款 1.5T 智联精英型,秦 2018款 1.5T 智联尊贵型
车内空气调节/花粉过滤,○,-,●,●,●,-,-
车内氛围灯,-,-,-,-,-,-,-
车内中控锁,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式
行车电脑显示屏,●,●,●,●,●,●,●
行程(mm),-,-,-,-,-,-,-
行李厢容积(L),450,450,450,450,450,450,450
蓝牙/车载电话,●,●,●,●,●,●,●
自适应远近光,-,-,-,-,-,-,-
自适应巡航,-,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-,-
自动泊车入位,-,-,-,-,-,-,-
自动头灯,●,●,●,●,●,●,●
膝部气囊,○,-,-,-,-,-,-
腰部支撑调节,-,-,-,-,-,-,-
能源类型,插电式混合动力,插电式混合动力,纯电动,纯电动,纯电动,插电式混合动力,插电式混合动力
胎压监测装置,○,●,●,●,●,-,●
肩部支撑调节,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,-,-,-,铝合金,铝合金
缸径(mm),-,-,-,-,-,-,-
缸体材料,铝合金,铝合金,-,-,-,铝合金,铝合金
级别,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车
系统综合扭矩(N·m),-,440,-,-,-,440,440
系统综合功率(kW),-,223,-,-,-,223,223
简称,6挡双离合,6挡双离合,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,6挡双离合,6挡双离合
第二排靠背角度调节,-,-,-,-,-,-,-
第二排独立座椅,-,-,-,-,-,-,-
第二排座椅移动,-,-,-,-,-,-,-
第三排座椅,-,-,-,-,-,-,-
空调控制方式,自动●,自动●,自动●,自动●,自动●,自动●,自动●
空气悬架,-,-,-,-,-,-,-
皮质方向盘,●,●,●,●,●,●,●
百公里耗电量(kWh/100km),-,-,-,-,-,-,-
疲劳驾驶提示,-,-,-,-,-,-,-
电磁感应悬架,-,-,-,-,-,-,-
电池能量(kWh),-,15.2,60.48,60.48,60.48,15.2,15.2
电池组质保,6年或15万公里,8年或15万公里,8年或15万公里,8年或15万公里,8年或15万公里,8年或15万公里,8年或15万公里
电池类型,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池
电机类型,永磁 / 同步,永磁 / 同步,永磁 / 同步,永磁 / 同步,永磁 / 同步,永磁 / 同步,永磁 / 同步
电机布局,前置,前置,前置,前置,前置,前置,前置
电动机总扭矩(N·m),200,200,310,310,310,200,200
电动机总功率(kW),110,110,160,160,160,110,110
电动座椅记忆,○,-,●,-,-,-,-
电动天窗,○,●,●,●,●,-,●
电动吸合门,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-
环保标准,国V,国V,-,-,-,国V,国V
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●
