Feature,1014244
高度(mm),1990
驾驶辅助影像,-
驱动电机数,单电机
驱动方式,后置后驱
陡坡缓降,-
长度(mm),4495
长*宽*高(mm),4495×1680×1990
钥匙类型,
远光灯光源,
近光灯光源,
轴距(mm),2925
轮圈材质,
车门数(个),5
车身结构_y,货车
车身结构_x,货车
车身稳定控制(ESC/ESP/DSC等),-
车窗防夹手功能,-
车型名称,申龙地上铁510 2022款 纯电动厢式运输车
车前雾灯,-
车内环境氛围灯,-
车内化妆镜,-
车内中控锁,●
车体结构,承载式
货箱尺寸(mm),-
行车电脑显示屏幕,
蓝牙/车载电话,-
自适应远近光,-
自动驻车,-
自动头灯,-
能源类型,纯电动
胎压监测功能,-
缺气保用轮胎,-
级别,微面
简称,电动车单速变速箱
第二排座椅调节,-
空调温度控制方式,
百公里耗电量(kWh/100km),13
电池组质保,五年或20万公里
电池类型,磷酸铁锂电池
电池容量(kWh),41.86
电池充电时间,-
电机类型,永磁 / 同步
电机布局,后置
电动机总扭矩(N·m),220
电动机总功率(kW),60
电动机(Ps),82
电动座椅记忆功能,-
电动后备厢,-
牵引力控制(ASR/TCS/TRC等),-
温度分区控制,-
最高车速(km/h),100
最小离地间隙(mm),160
最大载重质量(kg),1050
最大满载质量(kg),-
最大扭矩(N·m),220
最大功率(kW),60
无钥匙进入功能,-
无钥匙启动系统,-
方向盘记忆,-
方向盘材质,
方向盘换挡,-
方向盘加热,-
方向盘位置调节,-
整车质保,三年或8万公里
整备质量(kg),1370
挡位个数,1
扬声器数量,
扬声器品牌名称,-
慢充时间(小时),15
感应雨刷功能,-
快充电量百分比,-
快充电量(%),-
快充时间(小时),1.5
座椅材质,
座位数(个),2
并线辅助,-
工信部续航里程(km),305
工信部纯电续航里程(km),305
巡航系统,-
宽度(mm),1680
安全带未系提醒,
天窗类型,-
大灯高度可调,●
多媒体/充电接口,-
多功能方向盘,-
外后视镜功能,-
后雨刷,-
后轮距(mm),1435
后轮胎规格,175/70 R14
后电动机最大扭矩(N·m),220
后电动机最大功率(kW),60
后排车门开启方式,侧滑门
后排独立空调,-
后排杯架,-
后排座椅放倒形式,-
后悬架类型,板簧式非独立悬架
后座出风口,-
后制动器类型,鼓式
变速箱类型,固定齿比变速箱
厂商指导价(元),13.58万
厂商,申龙汽车
卫星导航系统,-
助力类型,电动助力
副座椅调节方式,
前轮距(mm),1425
前轮胎规格,175/70 R14
前电动机最大扭矩(N·m),-
前电动机最大功率(kW),-
前排座椅功能,-
前悬架类型,麦弗逊式独立悬架
前制动器类型,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-
前/后排侧气囊,-
前/后中央扶手,-
刹车辅助(EBA/BAS/BA等),-
制动力分配(EBD/CBC等),●
准拖挂车总质量(kg),-
内后视镜功能,-
全液晶仪表盘,-
侧滑门形式,
主座椅调节方式,
主/副驾驶座电动调节,-
主/副驾驶座安全气囊,-
中控彩色屏幕,-
上市时间,2022.07
上坡辅助,-
LED日间行车灯,-
ISOFIX儿童座椅接口,-
ABS防抱死,●
