Feature,28580,28943,28944,28945,28946,28947,38058,38059,38061,38062
发动机,1.5T 156马力 L4,1.5T 156马力 L4,1.5T 156马力 L4,1.8L 141马力 L4,1.8L 141马力 L4,1.8L 141马力 L4,1.8L 141马力 L4,1.8L 141马力 L4,1.5T 156马力 L4,1.5T 156马力 L4
压缩比,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6
厂商指导价(元),17.99万,16.59万,15.59万,12.99万,13.99万,14.99万,12.99万,13.99万,15.59万,16.59万
厂商,东风本田,东风本田,东风本田,东风本田,东风本田,东风本田,东风本田,东风本田,东风本田,东风本田
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-
前雾灯,●,●,●,-,●,●,-,●,●,●
前轮距(mm),1534,1534,1534,1534,1534,1534,1534,1534,1534,1534
前轮胎规格,225/45 R18,225/45 R18,215/50 R17,215/50 R17,215/50 R17,215/50 R17,215/50 R17,215/50 R17,215/50 R17,225/45 R18
前桥限滑差速器/差速锁,-,-,-,-,-,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,-,-,前-&nbsp;/&nbsp;后●,-,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,-,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,-
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排座椅通风,-,-,-,-,-,-,-,-,-,-
前/后排座椅按摩,-,-,-,-,-,-,-,-,-,-
前/后排座椅加热,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,-,-,-,-,-,-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,-,-,-,-,-,-,-,-,-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-,-,-,-
内/外后视镜自动防眩目,-,-,-,-,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-
全景摄像头,-,-,-,-,-,-,-,-,-,-
全景天窗,●,●,●,-,-,-,-,●,●,●
倒车视频影像,●,●,-,-,-,-,-,-,-,●
侧滑门,-,-,-,-,-,-,-,-,-,-
供油方式,直喷,直喷,直喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,直喷,直喷
主动降噪,-,-,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,●,-,-,-,-,-,-,-,-,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,-,-,-,-,-,-,-,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-,-,-,-,-,-,-
中控台彩色大屏尺寸,7英寸,7英寸,-,-,-,-,-,-,-,7英寸
中控台彩色大屏,●,●,-,-,-,-,-,-,-,●
中央差速器锁止功能,-,-,-,-,-,-,-,-,-,-
上市时间,2017.01,2017.01,2017.01,2017.01,2017.01,2017.01,2019.03,2019.03,2019.03,2019.03
上坡辅助,●,●,●,-,●,●,-,●,●,●
LED日间行车灯,●,●,-,-,-,-,-,-,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-,-,-,-,-
GPS导航系统,-,-,-,-,-,-,-,-,-,-
CD/DVD,-,-,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-,-,-,-,-
