Feature,52654,52939,52940,52941,52942
车型名称,哈弗H6S 2022款 1.5T DHT智跑版,哈弗H6S 2022款 1.5T DHT悦跑版,哈弗H6S 2022款 2.0T 两驱悦跑版,哈弗H6S 2022款 2.0T 两驱智跑版,哈弗H6S 2022款 2.0T 四驱潮跑版
车前雾灯,,,,,
车内香氛装置,-,-,-,-,-
车内环境氛围灯,,-,-,,
车内化妆镜,,,,,
车内中控锁,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,-,-,-,-,
负离子发生器,-,-,-,-,●
语音识别控制系统,,,,,
触摸式阅读灯,-,-,-,-,-
被动行人保护,-,-,-,-,-
行车电脑显示屏幕,,,,,
行李厢12V电源接口,●,●,●,●,●
蓝牙/车载电话,●,●,●,●,●
自适应远近光,●,-,-,●,●
自动驻车,●,●,●,●,●
自动泊车入位,-,-,-,-,●
自动头灯,●,●,●,●,●
膝部气囊,-,-,-,-,-
能源类型,油电混合,油电混合,汽油,汽油,汽油
胎压监测功能,,,,,
缺气保用轮胎,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV
系统综合扭矩(N·m),530,530,-,-,-
系统综合功率(kW),179,179,-,-,-
系统综合功率(Ps),243,243,-,-,-
简称,2挡DHT,2挡DHT,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合
第二排独立座椅,-,-,-,-,-
第二排座椅调节,-,-,-,-,-
第二排座椅电动调节,-,-,-,-,-
第二排座椅功能,-,-,-,-,-
空调温度控制方式,,,,,
空气悬架,-,-,-,-,-
离去角(°),24,24,24,24,24
百公里耗电量(kWh/100km),-,-,-,-,-
疲劳驾驶提示,●,●,●,●,●
电芯品牌,蜂巢能源,蜂巢能源,-,-,-
电磁感应悬架,-,-,-,-,-
电池能量(kWh),1.69,1.69,-,-,-
电池组质保,八年或15万公里,八年或15万公里,-,-,-
电池类型,三元锂电池,三元锂电池,-,-,-
电机类型,永磁/同步,永磁/同步,-,-,-
电机布局,前置,前置,-,-,-
电动机总扭矩(N·m),300,300,-,-,-
电动机总功率(kW),130,130,-,-,-
电动机总功率(Ps),177,177,-,-,-
电动机(Ps),177,177,-,-,-
电动扰流板,-,-,-,-,-
电动座椅记忆功能,,-,-,,
电动吸合车门,-,-,-,-,-
电动后备厢位置记忆,-,-,-,-,●
电动后备厢,-,-,-,-,●
环保标准_y,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号
燃料形式,油电混合,油电混合,汽油,汽油,汽油
灯光特色功能,-,-,-,-,-
满载最小离地间隙(mm),160,160,160,160,160
温度分区控制,●,●,-,●,●
液晶仪表尺寸,,,,,
油箱容积(L),61,61,61,61,60
气缸数(个),4,4,4,4,4
气缸排列形式,L,L,L,L,L
毫米波雷达数量,,-,-,,
每缸气门数(个),4,4,4,4,4
最高车速(km/h),175,175,200,200,200
最大马力(Ps),150,150,211,211,211
最大满载质量(kg),2170,2170,2010,2010,2075
最大扭矩转速(rpm),1500-4000,1500-4000,1500-4000,1500-4000,1500-4000
最大扭矩(N·m)_y,230,230,325,325,325
最大扭矩(N·m)_x,530,530,325,325,325
最大功率转速(rpm),5500-6000,5500-6000,6000-6300,6000-6300,6000-6300
最大功率(kW)_y,110,110,155,155,155
最大功率(kW)_x,179,179,155,155,155
最大净功率(kW),110,110,150,150,150
无钥匙进入功能,,,,,
无钥匙启动系统,●,●,●,●,●
方向盘记忆,-,-,-,-,-
方向盘材质,,,,,
方向盘换挡,-,-,●,●,●
方向盘加热,-,-,-,-,-
方向盘位置调节,,,,,
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1750,1750,1610,1610,1659
整体主动转向系统,-,-,-,-,-
摄像头数量,-,-,-,-,
接近角(°),19,19,19,19,19
排量(mL),1499,1499,1998,1998,1998
换挡形式,,,,,
挡位个数,2,2,7,7,7
扬声器数量,,,,,
扬声器品牌名称,-,-,-,-,-
手机无线充电功能,,,,,
手机互联/映射,-,-,-,-,-
手机APP远程控制,,,,,
手势控制,-,-,-,-,-
慢充时间(小时),-,-,-,-,-
感应雨刷功能,,,,,
感应后备厢,-,-,-,-,●
快充电量(%),-,-,-,-,-
快充时间(小时),-,-,-,-,-
循迹倒车,-,-,-,-,●
座椅材质,,,,,
座位数(个),5,5,5,5,5
并线辅助,●,-,-,●,●
巡航系统,,,,,
导航路况信息显示,●,●,●,●,●
宽度(mm),1940,1940,1940,1940,1940
官方0-100km/h加速(s),-,-,6.8,6.8,6.8
安全带未系提醒,,,,,
天窗类型,,,,,
大灯高度可调,●,●,●,●,●
大灯清洗装置,-,-,-,-,-
大灯延时关闭,●,●,●,●,●
多层隔音玻璃,-,-,-,-,-
多媒体/充电接口,,,,,
多功能方向盘,●,●,●,●,●
外后视镜功能,,,,,
备胎规格,无,无,非全尺寸,非全尺寸,非全尺寸
四驱形式,-,-,-,-,适时四驱
后风挡遮阳帘,-,-,-,-,-
后雨刷,-,-,-,-,-
后轮距(mm),1640,1640,1640,1640,1640
后轮胎规格,235/55 R19,235/55 R19,235/55 R19,235/55 R19,235/55 R19
后方碰撞预警,●,-,-,●,●
后排独立空调,-,-,-,-,-
后排液晶屏幕,-,-,-,-,-
后排杯架,●,●,●,●,●
后排控制多媒体,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-
后排座椅放倒形式,,,,,
后排小桌板,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-
后排侧窗遮阳帘,-,-,-,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●,●
后备厢容积(L),555-1390,555-1390,555-1390,555-1390,555-1390
后制动器类型,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-
可变悬架功能,-,-,-,-,-
可加热喷水嘴,-,-,-,-,-
变速箱类型,混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT)
变速箱,2挡DHT,2挡DHT,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合
发动机电子防盗,●,●,●,●,●
发动机特有技术,-,-,米勒循环,米勒循环,米勒循环
发动机布局,横置,横置,横置,横置,横置
发动机型号,GW4B15D,GW4B15D,GW4N20,GW4N20,GW4N20
发动机启停技术,-,-,●,●,●
发动机,1.5T 150马力 L4,1.5T 150马力 L4,2.0T 211马力 L4,2.0T 211马力 L4,2.0T 211马力 L4
厂商指导价(元),16.49万,15.49万,13.89万,14.69万,15.99万
厂商,长城汽车,长城汽车,长城汽车,长城汽车,长城汽车
卫星导航系统,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-
副座椅调节方式,,,,,
前轮距(mm),1631,1631,1631,1631,1631
前轮胎规格,235/55 R19,235/55 R19,235/55 R19,235/55 R19,235/55 R19
前电动机最大扭矩(N·m),300,300,-,-,-
前电动机最大功率(kW),130,130,-,-,-
前方碰撞预警,●,-,-,●,●
前排座椅功能,,-,-,,
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●
内置行车记录仪,○,-,-,○,●
内后视镜功能,,,,,
全液晶仪表盘,●,●,●,●,●
倒车车侧预警系统,●,-,-,●,●
供油方式,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,
主动降噪,-,-,-,-,-
主动闭合式进气格栅,-,-,-,-,-
主动刹车/主动安全系统,●,-,-,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,
中控屏幕尺寸,,,,,
中央差速器结构,-,-,-,-,多片离合器
上市时间,2021.10,2021.10,2021.10,2021.10,2021.10
上坡辅助,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●
WLTC综合油耗(L/100km),5.5,5.5,7.16,7.16,7.67
USB/Type-C接口数量,,,,,
OTA升级,●,●,●,●,●
NEDC综合油耗(L/100km),4.9,4.9,6.8,6.8,7.3
LED日间行车灯,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●
HUD抬头数字显示,●,-,-,●,●
DOW开门预警,●,-,-,●,●
ABS防抱死,●,●,●,●,●
4G/5G网络,,,,,
220V/230V电源,-,-,-,-,-
