Feature,12210,12211,12212,12213,31142,31145
外接音源接口,USB+AUX,USB+AUX,USB+AUX,USB+AUX,-,-
备胎规格,无,无,无,无,无,无
后风挡遮阳帘,-,●,●,-,-,-
后雨刷,-,-,-,-,-,-
后轮距(mm),-,-,-,-,-,-
后轮胎规格,285/45 R21,255/50 R21,255/50 R21,285/45 R21,285/40 R22,285/40 R22
后视镜记忆,●,●,●,●,-,-
后视镜电动调节,●,●,●,●,-,-
后视镜电动折叠,●,●,●,●,-,-
后视镜加热,●,●,●,●,-,-
后桥限滑差速器/差速锁,-,-,-,-,-,-
后排独立空调,-,●,●,-,-,-
后排液晶屏,-,●,●,-,-,-
后排杯架,●,●,●,●,-,-
后排座椅电动调节,-,●,●,-,-,-
后排座椅放倒方式,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-
后排侧遮阳帘,-,●,●,-,-,-
后悬架类型,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架
后座出风口,●,●,●,●,-,-
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
可变转向比,-,-,-,-,-,-
可变悬架,软硬+高低调节,软硬+高低调节,软硬+高低调节,软硬+高低调节,-,-
可加热/制冷杯架,-,-,-,-,-,-
变速箱类型,自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT)
变速箱,8挡自动,8挡自动,8挡自动,8挡自动,8挡自动,8挡自动
发动机电子防盗,●,●,●,●,-,-
发动机特有技术,-,-,-,-,-,-
发动机型号,N73B68A,N73B68A,N73B68A,N73B68A,N74B68A,N74B68A
发动机启停技术,-,-,-,-,-,-
发动机,6.7L 460马力 V12,6.7L 460马力 V12,6.7L 460马力 V12,6.7L 460马力 V12,6.7T 571马力 V12,6.7T 571马力 V12
压缩比,11.1,11.1,11.1,11.1,-,-
厂商指导价(元),738.80万,688.00万,798.00万,800.80万,0.00万,0.00万
厂商,劳斯莱斯,劳斯莱斯,劳斯莱斯,劳斯莱斯,劳斯莱斯,劳斯莱斯
助力类型,机械液压助力,机械液压助力,机械液压助力,机械液压助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-
前雾灯,●,●,●,●,-,-
前轮距(mm),-,-,-,-,-,-
前轮胎规格,255/50 R21,255/50 R21,255/50 R21,255/50 R21,255/45 R22,255/45 R22
前桥限滑差速器/差速锁,-,-,-,-,-,-
前悬架类型,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架
前大灯雨雾模式,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,-
前/后排座椅通风,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,-
前/后排座椅按摩,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,-,-
前/后排座椅加热,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,-,-
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,-
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,-
刹车辅助(EBA/BAS/BA等),●,●,●,●,-,-
制动力分配(EBD/CBC等),●,●,●,●,-,-
内置行车记录仪,-,-,-,-,-,-
内/外后视镜自动防眩目,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-,-,-
全液晶仪表盘,-,-,-,-,-,-
全景摄像头,-,●,●,-,-,-
全景天窗,-,-,-,-,-,-
倒车视频影像,●,●,●,●,-,-
侧滑门,-,-,-,-,-,-
供油方式,直喷,直喷,直喷,直喷,直喷,直喷
主动降噪,-,-,-,-,-,-
主动刹车/主动安全系统,-,-,-,-,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,-
中控液晶屏分屏显示,-,-,-,-,-,-
中控台彩色大屏尺寸,-,-,-,-,-,-
中控台彩色大屏,●,●,●,●,-,-
中央差速器锁止功能,-,-,-,-,-,-
上市时间,2012.03,2012.03,2012.03,2012.03,-,-
上坡辅助,●,●,●,●,-,-
LED日间行车灯,●,●,●,●,-,-
ISOFIX儿童座椅接口,●,●,●,●,-,-
HUD抬头数字显示,-,-,-,-,-,-
GPS导航系统,●,●,●,●,-,-
CD/DVD,多碟DVD,多碟DVD,多碟DVD,多碟DVD,-,-
ABS防抱死,●,●,●,●,-,-
220V/230V电源,-,-,-,-,-,-
