Feature,42880,45119
高度(mm),1545,1545
驾驶辅助影像,,-
驾驶模式切换,,
驻车制动类型,电子驻车,电子驻车
驱动电机数,单电机,单电机
驱动方式,前置前驱,前置前驱
面部识别,-,-
隐藏电动门把手,-,-
陡坡缓降,-,-
限滑差速器/差速锁,-,-
长度(mm),4312,4312
长*宽*高(mm),4312*1785*1545,4312*1785*1545
钥匙类型,,
道路救援呼叫,●,-
道路交通标识识别,●,-
远程启动功能,,
远光灯光源,,
近光灯光源,,
运动风格座椅,-,-
运动外观套件,-,-
轴距(mm),2612,2612
轮圈材质,,
转向辅助灯,-,-
转向头灯,-,-
车顶行李架,-,-
车门数(个),5,5
车门开启方式,平开门,平开门
车道偏离预警系统,●,-
车道保持辅助系统,●,-
车载空气净化器,●,-
车载智能系统,,-
车载冰箱,-,-
车载CD/DVD,-,-
车身结构_y,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●
车联网,●,-
车窗防夹手功能,●,●
车窗一键升降功能,,
车型名称,标致e2008 2020款 3D臻尚版,标致e2008 2020款 锋尚版
车前雾灯,-,-
车内香氛装置,-,-
车内环境氛围灯,,-
车内化妆镜,,
车内中控锁,●,●
车内PM2.5过滤装置,●,-
车体结构,承载式,承载式
超声波雷达数量,,
负离子发生器,-,-
语音识别控制系统,,
触摸式阅读灯,-,-
被动行人保护,-,-
行车电脑显示屏幕,,
行李厢12V电源接口,-,-
蓝牙/车载电话,●,●
自适应远近光,●,-
自动驻车,-,-
自动泊车入位,-,-
自动头灯,●,○
膝部气囊,-,-
能源类型,纯电动,纯电动
胎压监测功能,,
缺气保用轮胎,-,-
级别,小型SUV,小型SUV
简称,电动车单速变速箱,电动车单速变速箱
第二排独立座椅,-,-
第二排座椅调节,-,-
第二排座椅电动调节,-,-
第二排座椅功能,-,-
空调温度控制方式,,
空气悬架,-,-
离去角(°),29,29
百公里耗电量(kWh/100km),14.5,14.5
疲劳驾驶提示,●,○
电芯品牌,神龙,神龙
电能当量燃料消耗量(L/100km),1.6,1.6
电磁感应悬架,-,-
电池能量密度(Wh/kg),141,141
电池能量(kWh),45.24,45.24
电池组质保,待查,待查
电池类型,三元锂电池,三元锂电池
电机类型,永磁/同步,永磁/同步
电机布局,前置,前置
电动机总扭矩(N·m),260,260
电动机总功率(kW),120,120
电动机总功率(Ps),163,163
电动机(Ps),163,163
电动扰流板,-,-
电动座椅记忆功能,-,-
电动吸合车门,-,-
电动后备厢位置记忆,-,-
电动后备厢,-,-
牵引力控制(ASR/TCS/TRC等),●,●
灯光特色功能,-,-
温度分区控制,-,-
液晶仪表尺寸,,-
毫米波雷达数量,,-
最高车速(km/h),150,150
最大满载质量(kg),2005,2005
最大扭矩(N·m),260,260
最大功率(kW),120,120
无钥匙进入功能,,
无钥匙启动系统,●,●
方向盘记忆,-,-
方向盘材质,,
方向盘换挡,-,-
方向盘加热,-,-
方向盘位置调节,,
整车质保,三年或10万公里,三年或10万公里
整备质量(kg),1570,1570
整体主动转向系统,-,-
摄像头数量,,
接近角(°),19,19
换电,不支持,不支持
换挡形式,,
挡位个数,1,1
扬声器数量,,
扬声器品牌名称,-,-
手机无线充电功能,-,-
手机互联/映射,,
手机APP远程控制,,
手势控制,-,-
慢充时间(小时)_y,8,8
慢充时间(小时)_x,8,8
感应雨刷功能,,
感应后备厢,-,-
快充电量百分比,80,80
快充电量(%),80,80
快充时间(小时)_y,0.5,0.5
快充时间(小时)_x,0.5,0.5
座椅材质,,
座位数(个),5,5
并线辅助,●,-
巡航系统,,-
导航路况信息显示,●,-
宽度(mm),1785,1785
实测续航里程(km),304,-
实测100-0km/h制动(m),41.33,-
实测0-100km/h加速(s),9.33,-
官方0-100km/h加速(s),-,-
安全带未系提醒,,
天窗类型,,
大灯高度可调,●,●
大灯清洗装置,-,-
大灯延时关闭,●,●
多层隔音玻璃,-,-
多媒体/充电接口,,
多功能方向盘,●,●
外后视镜功能,,
备胎规格,仅补胎工具,仅补胎工具
后风挡遮阳帘,-,-
后雨刷,●,●
后轮距(mm),1547,1547
后轮胎规格,215/55 R18,215/60 R17
后排独立空调,-,-
后排液晶屏幕,-,-
后排杯架,-,-
后排控制多媒体,-,-
后排座椅电动放倒,-,-
后排座椅放倒形式,,
后排小桌板,-,-
后排侧隐私玻璃,-,-
后排侧窗遮阳帘,-,-
后悬架类型,扭力梁式非独立悬架,扭力梁式非独立悬架
后座出风口,-,-
后备厢容积(L),345,345
后制动器类型,盘式,盘式
可变转向比,-,-
可变悬架功能,-,-
可加热喷水嘴,-,-
变速箱类型,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),18.80万,16.60万
厂商,东风标致,东风标致
卫星导航系统,●,-
助力类型,电动助力,电动助力
加热/制冷杯架,-,-
副驾驶位后排可调节按钮,-,-
