Feature,1001453,1001454,1001455,1001456
高度(mm),1875,1875,1950,1950
驱动方式,前置后驱,前置后驱,前置四驱,前置四驱
防紫外线玻璃,-,-,-,-
长度(mm),4949,4949,4949,4949
长*宽*高(mm),4949×1690×1875,4949×1690×1875,4949×1820×1950,4949×1820×1950
铝合金轮圈,●,●,●,●
配气机构,DOHC,DOHC,DOHC,DOHC
遮阳板化妆镜,-,-,-,-
遥控钥匙,○,●,○,●
远光灯,卤素,卤素,卤素,卤素
进气形式,自然吸气,自然吸气,自然吸气,自然吸气
近光灯,卤素,卤素,卤素,卤素
轴距(mm),2950,2950,2950,2950
车顶行李架,-,-,-,-
车门数(个),5,5,5,5
车载电视,-,-,-,-
车载冰箱,-,-,-,-
车身结构_y,皮卡,皮卡,皮卡,皮卡
车身结构_x,皮卡,皮卡,皮卡,皮卡
车身稳定控制(ESC/ESP/DSC等),-,-,-,-
车窗防夹手功能,-,-,-,-
车型名称,日产ZN厢式车 2013款 2.4L两驱标准型5座,日产ZN厢式车 2013款 2.4L两驱豪华型5座,日产ZN厢式车 2013款 2.4L四驱标准型5座,日产ZN厢式车 2013款 2.4L四驱豪华型5座
车内中控锁,●,●,●,●
车体结构,非承载式,非承载式,非承载式,非承载式
货箱尺寸(mm),1265x1390x1100,1265x1390x1100,1265x1390x1100,1265x1390x1100
行车电脑显示屏,-,-,-,-
行程(mm),-,-,-,-
腰部支撑调节,-,-,-,-
能源类型,汽油,汽油,汽油,汽油
胎压监测装置,-,-,-,-
缸盖材料,铝,铝,铝,铝
缸径(mm),-,-,-,-
缸体材料,未知,未知,未知,未知
级别,皮卡,皮卡,皮卡,皮卡
简称,5挡手动,5挡手动,5挡手动,5挡手动
第二排靠背角度调节,-,-,-,-
第二排座椅移动,-,-,-,-
第三排座椅,-,-,-,-
空调控制方式,手动●,手动●,手动●,手动●
皮质方向盘,-,-,-,-
电动天窗,-,-,-,-
电动吸合门,-,-,-,-
电动后备厢,-,-,-,-
环保标准,国IV/国V,国IV/国V,国IV/国V,国IV/国V
牵引力控制(ASR/TCS/TRC等),-,-,-,-
燃油标号,92号,92号,92号,92号
燃料形式,汽油,汽油,汽油,汽油
温度分区控制,-,-,-,-
油箱容积(L),60,60,60,60
气缸数(个),4,4,4,4
气缸排列形式,L,L,L,L
每缸气门数(个),4,4,4,4
最高车速(km/h),-,-,-,-
最小离地间隙(mm),210,210,215,215
最大马力(Ps),150,150,150,150
最大载重质量(kg),-,-,-,-
最大扭矩转速(rpm),3600,3600,3600,3600
最大扭矩(N·m)_y,208,208,208,208
最大扭矩(N·m)_x,208,208,208,208
最大功率转速(rpm),4800,4800,4800,4800
最大功率(kW)_y,110,110,110,110
最大功率(kW)_x,110,110,110,110
无钥匙进入系统,-,-,-,-
无钥匙启动系统,-,-,-,-
方向盘调节,上下调节,上下调节,上下调节,上下调节
方向盘电动调节,-,-,-,-
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),-,-,-,-
排量(mL),2388,2388,2388,2388
挡位个数,5,5,5,5
扬声器品牌,-,-,-,-
扬声器个数,2-3喇叭,2-3喇叭,2-3喇叭,2-3喇叭
座椅高低调节,-,-,-,-
座椅材料,织物,织物,织物,织物
座位数(个),5,5,5,5
工信部综合油耗(L/100km),-,-,-,-
宽度(mm),1690,1690,1820,1820
定速巡航,-,-,-,-
安全带未系提示,-,-,-,-
大灯高度可调,-,-,-,-
多功能方向盘,-,-,-,-
外接音源接口,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽
后风挡遮阳帘,-,-,-,-
后雨刷,-,-,-,-
后轮距(mm),1410,1410,1525,1525
后轮胎规格,215/75 R15,215/75 R15,245/70 R16,245/70 R16
后视镜电动调节,●,●,●,●
后视镜加热,-,-,-,-
后排车门开启方式,平开门,平开门,平开门,平开门
后排独立空调,-,-,-,-
后排液晶屏,-,-,-,-
后排杯架,-,-,-,-
后排座椅电动调节,-,-,-,-
后排座椅放倒方式,-,-,-,-
后排侧遮阳帘,-,-,-,-
后悬架类型,未知,未知,未知,未知
后座出风口,-,-,-,-
后制动器类型,鼓式,鼓式,鼓式,鼓式
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,5挡手动,5挡手动,5挡手动,5挡手动
发动机电子防盗,-,-,-,-
发动机型号,-,-,-,-
发动机,2.4L 150马力 L4,2.4L 150马力 L4,2.4L 150马力 L4,2.4L 150马力 L4
压缩比,-,-,-,-
厂商指导价(元),15.18万~15.48万,16.38万~16.68万,18.68万~18.98万,19.38万~19.68万
厂商,郑州日产,郑州日产,郑州日产,郑州日产
助力类型,液压助力,液压助力,液压助力,液压助力
前雾灯,-,-,-,-
前轮距(mm),1415,1415,1545,1545
前轮胎规格,215/75 R15,215/75 R15,245/70 R16,245/70 R16
前悬架类型,未知,未知,未知,未知
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排座椅加热,-,-,-,-
前/后排头部气囊(气帘),-,-,-,-
前/后排侧气囊,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),-,-,-,-
制动力分配(EBD/CBC等),-,-,-,-
全景天窗,-,-,-,-
倒车视频影像,-,-,-,-
侧滑门,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷
主/副驾驶座电动调节,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-
中控台彩色大屏,-,-,-,-
上市时间,2013.01,2013.01,2013.01,2013.01
LED日间行车灯,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-
GPS导航系统,-,-,-,-
CD/DVD,单碟CD,单碟CD,单碟CD,单碟CD
ABS防抱死,-,●,-,●
220V/230V电源,-,-,-,-
