Feature,57901,57902,57903,57904,57905,57906,57907,57908,61264,62684
高度(mm),1778,1778,1778,1778,1778,1778,1778,1778,1797,1797
驾驶辅助影像,,,,,,,,,,
驾驶模式切换,,,,,,,,,,
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车
驱动方式,前置后驱,前置后驱,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱
首任车主质保政策,-,-,-,-,-,-,-,-,-,-
面部识别,-,-,-,-,-,-,-,-,-,-
隐藏电动门把手,-,-,-,-,-,-,-,-,-,-
陡坡缓降,-,-,●,●,●,●,●,●,●,●
限滑差速器/差速锁,-,-,-,-,-,-,-,-,,
长度(mm),5063,5063,5063,5063,5063,5063,5063,5063,5066,5066
长*宽*高(mm),5063*2004*1778,5063*2004*1778,5063*2004*1778,5063*2004*1778,5063*2004*1778,5063*2004*1778,5063*2004*1778,5063*2004*1778,5066*2004*1797,5066*2004*1797
钥匙类型,,,,,,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
道路救援呼叫,-,-,-,-,-,-,-,-,-,-
道路交通标识识别,●,●,●,●,●,●,●,●,●,●
远程启动功能,,,,,,,,,,
远光灯光源,,,,,,,,,,
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,,,,,,,,
运动风格座椅,-,-,-,-,-,-,-,-,-,-
运动外观套件,-,-,-,-,●,●,-,-,●,●
辅助驾驶系统,,,,,,,,,,
辅助驾驶等级,,,,,,,,,,
轴距(mm),3025,3025,3025,3025,3025,3025,3025,3025,3025,3025
轮圈材质,,,,,,,,,,
转向辅助灯,-,-,-,-,-,-,-,-,-,-
转向头灯,-,-,-,-,-,-,-,-,-,-
车顶行李架,●,●,●,●,●,●,●,●,●,●
车门数(个),5,5,5,5,5,5,5,5,5,5
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门
车道居中保持,●,●,●,●,●,●,●,●,●,●
车道偏离预警系统,●,●,●,●,●,●,●,●,●,●
车道保持辅助系统,●,●,●,●,●,●,●,●,●,●
车载空气净化器,●,●,●,●,●,●,●,●,●,●
车载智能系统,,,,,,,,,,
车载冰箱,-,-,-,-,-,-,-,-,-,-
车载CD/DVD,-,-,-,-,-,-,-,-,-,-
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门6座SUV,5门7座SUV,5门6座SUV,5门7座SUV,5门6座SUV,5门7座SUV,5门6座SUV,5门7座SUV,5门7座SUV,5门6座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●,●
车联网,●,●,●,●,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,,,,
车型名称,探险者 2023款 EcoBoost 285 后驱风尚版 6座,探险者 2023款 EcoBoost 285 后驱风尚版 7座,探险者 2023款 EcoBoost 285 四驱风尚plus版 6座,探险者 2023款 EcoBoost 285 四驱风尚plus版 7座,探险者 2023款 EcoBoost 285 四驱ST-LINE 6座,探险者 2023款 EcoBoost 285 四驱ST-LINE 7座,探险者 2023款 EcoBoost 285 四驱钛金版 6座,探险者 2023款 EcoBoost 285 四驱钛金版 7座,2023款 EcoBoost 285 昆仑巅峰版 7座,探险者 2023款 EcoBoost 285 昆仑巅峰版 6座
车前雾灯,-,-,-,-,-,-,-,-,-,-
车内香氛装置,-,-,-,-,-,-,-,-,-,-
车内环境氛围灯,-,-,-,-,,,,,,
车内化妆镜,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
负离子发生器,-,-,-,-,-,-,-,-,-,-
语音识别控制系统,,,,,,,,,,
触摸式阅读灯,-,-,-,-,-,-,-,-,-,-
被动行人保护,-,-,-,-,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,,,,,
行李厢12V电源接口,●,●,●,●,●,●,●,●,●,●
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●
自适应远近光,●,●,●,●,●,●,●,●,●,●
自动驻车,●,●,●,●,●,●,●,●,●,●
自动泊车入位,-,-,-,-,●,●,●,●,●,●
自动头灯,●,●,●,●,●,●,●,●,●,●
膝部气囊,●,●,●,●,●,●,●,●,●,●
能源类型,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV
简称,10挡自动,10挡自动,10挡自动,10挡自动,10挡手自一体,10挡手自一体,10挡自动,10挡自动,10挡手自一体,10挡手自一体
第二排独立座椅,●,-,●,-,●,-,●,-,-,●
第二排座椅调节,,,,,,,,,,
第二排座椅电动调节,●,-,●,-,●,-,●,-,-,●
第二排座椅功能,-,-,,,,,,,,
空调温度控制方式,,,,,,,,,,
空气悬架,-,-,-,-,-,-,-,-,-,-
离去角(°),23,23,23,23,23,23,23,23,24,24
疲劳驾驶提示,●,●,●,●,●,●,●,●,●,●
电磁感应悬架,-,-,-,-,-,-,-,-,-,-
电动扰流板,-,-,-,-,-,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,,,,,,
电动吸合车门,-,-,-,-,-,-,-,-,-,-
电动后备厢位置记忆,●,●,●,●,●,●,●,●,●,●
电动后备厢,●,●,●,●,●,●,●,●,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
灯光特色功能,-,-,-,-,-,-,-,-,-,-
温度分区控制,●,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,,
油箱容积(L),73,73,73,73,73,73,73,73,73,73
气缸数(个),4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4
最高车速(km/h),200,200,200,200,200,200,200,200,180,180
最小转弯半径(m),5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9
最大马力(Ps),276,276,276,276,276,276,276,276,276,276
最大满载质量(kg),2566,2566,2618,2650,2638,2668,2618,2650,-,-
最大扭矩转速(rpm),3500,3500,3500,3500,3500,3500,3500,3500,3500,3500
最大扭矩(N·m)_y,425,425,425,425,425,425,425,425,425,425
最大扭矩(N·m)_x,425,425,425,425,425,425,425,425,425,425
最大功率转速(rpm),6000,6000,6000,6000,6000,6000,6000,6000,6000,6000
最大功率(kW)_y,203,203,203,203,203,203,203,203,203,203
最大功率(kW)_x,203,203,203,203,203,203,203,203,203,203
最大净功率(kW),201,201,201,201,201,201,201,201,201,201
无钥匙进入功能,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,
方向盘换挡,-,-,-,-,●,●,-,-,●,●
方向盘加热,-,-,●,●,●,●,●,●,●,●
方向盘位置调节,,,,,,,,,,
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),2006,2006,2058,2090,2078,2108,2058,2090,2139,2139
整体主动转向系统,-,-,-,-,-,-,-,-,-,-
接近角(°),22,22,22,22,22,22,22,22,23,23
排量(mL),2261,2261,2261,2261,2261,2261,2261,2261,2261,2261
换挡形式,,,,,,,,,,
挡位个数,10,10,10,10,10,10,10,10,10,10
扬声器数量,,,,,,,,,,
扬声器品牌名称,-,-,-,-,,,,,,
手机无线充电功能,-,-,-,-,,,,,,
手机互联/映射,-,-,-,-,-,-,-,-,-,-
手机APP远程功能,,,,,,,,,,
手势控制,-,-,-,-,-,-,-,-,-,-
感应雨刷功能,,,,,,,,,,
感应后备厢,-,-,-,-,●,●,●,●,●,●
座椅材质,,,,,,,,,,
座椅布局,,,,,,,,,,
座位数(个),6,7,6,7,6,7,6,7,7,6
并线辅助,-,-,-,-,●,●,●,●,●,●
巡航系统,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●
宽度(mm),2004,2004,2004,2004,2004,2004,2004,2004,2004,2004
官方0-100km/h加速(s),7.6,7.6,7.8,7.8,7.8,7.8,7.8,7.8,8,8
安全带未系提醒,,,,,,,,,,
天窗类型,,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-
大灯延时关闭,●,●,●,●,●,●,●,●,●,●
多层隔音玻璃,,,,,,,,,,
多媒体/充电接口,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
地图品牌,,,,,,,,,,
四驱形式,-,-,适时四驱,适时四驱,适时四驱,适时四驱,适时四驱,适时四驱,适时四驱,适时四驱
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-
后雨刷,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1705,1705,1705,1705,1705,1705,1705,1705,1700,1700
后轮胎规格,255/55 R20,255/55 R20,255/55 R20,255/55 R20,275/45 R21,275/45 R21,255/55 R20,255/55 R20,265/65 R18,265/65 R18
后排独立空调,●,●,●,●,●,●,●,●,●,●
后排液晶屏幕,-,-,-,-,-,-,-,-,-,-
后排杯架,-,●,-,●,-,●,-,●,●,-
后排控制多媒体,-,-,-,-,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,●,●,-,-,●,●
后排座椅放倒形式,,,,,,,,,,
后排小桌板,-,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,●,●,●,●,●,●,●,●,●,●
后排侧窗遮阳帘,-,-,-,-,-,-,-,-,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-,-,-,-
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-,-,-,-,-
可变悬架功能,-,-,-,-,-,-,-,-,-,-
可加热喷水嘴,-,-,-,-,-,-,-,-,-,-
变速箱类型,自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),自动变速箱(AT),自动变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,10挡自动,10挡自动,10挡自动,10挡自动,10挡手自一体,10挡手自一体,10挡自动,10挡自动,10挡手自一体,10挡手自一体
