Feature,1002360,1002361,1002362,1002363,1002365,1002366
高度(mm),2050,2130,2060,2140,2060,2140
驱动电机数,-,-,-,-,-,-
驱动方式,前置后驱,前置后驱,前置后驱,前置后驱,前置后驱,前置后驱
零胎压继续行驶,-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-
防紫外线玻璃,-,-,-,-,-,-
长度(mm),4725,4850,5128,5248,5128,5248
长*宽*高(mm),4725×1690×2050,4850×1690×2130,5128×1750×2060,5248×1750×2140,5128×1750×2060,5248×1750×2140
铝合金轮圈,-,-,-,-,-,-
配气机构,SOHC,SOHC,SOHC,SOHC,SOHC,SOHC
遮阳板化妆镜,-,-,-,-,-,-
遥控钥匙,-,-,-,-,-,-
道路救援呼叫,-,-,-,-,-,-
远光灯,卤素,卤素,卤素,卤素,卤素,卤素
进气形式,自然吸气,自然吸气,涡轮增压,涡轮增压,涡轮增压,涡轮增压
近光灯,卤素,卤素,卤素,卤素,卤素,卤素
运动风格座椅,-,-,-,-,-,-
运动外观套件,-,-,-,-,-,-
轴距(mm),2850,2850,3300,3300,3300,3300
转向辅助灯,-,-,-,-,-,-
转向头灯,-,-,-,-,-,-
车顶行李架,-,-,-,-,-,-
车门数(个),2,4,2,4,2,4
车载电视,-,-,-,-,-,-
车载冰箱,-,-,-,-,-,-
车身结构_y,货车,货车,货车,货车,货车,货车
车身结构_x,货车,货车,货车,货车,货车,货车
车身稳定控制(ESC/ESP/DSC等),-,-,-,-,-,-
车窗防夹手功能,-,-,-,-,-,-
车型名称,凌铃 2014款 1.0L短轴版单排LJ465Q-2AE,凌铃 2014款 1.0L短轴版双排LJ465Q-2AE,凌铃 2014款 1.8T长轴版单排4A1-68C43,凌铃 2014款 1.8T长轴版双排4A1-68C43,凌铃 2014款 1.8T长轴版载重型单排4A1-68C43,凌铃 2014款 1.8T长轴版载重型双排4A1-68C43
车内空气调节/花粉过滤,-,-,-,-,-,-
车内氛围灯,-,-,-,-,-,-
车内中控锁,-,-,-,-,-,-
车体结构,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式
货箱尺寸(mm),2800×1560×350,2100×1560×350,3200×1650×350,2500×1650×350,3200×1650×350,2500×1650×350
行车电脑显示屏,-,-,-,-,-,-
行程(mm),78,78,90,90,90,90
蓝牙/车载电话,-,-,-,-,-,-
自适应远近光,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-
自动头灯,-,-,-,-,-,-
膝部气囊,-,-,-,-,-,-
腰部支撑调节,-,-,-,-,-,-
能源类型,汽油,汽油,柴油,柴油,柴油,柴油
胎压监测装置,-,-,-,-,-,-
肩部支撑调节,-,-,-,-,-,-
缸盖材料,铝,铝,铁,铁,铁,铁
缸径(mm),65.5,65.5,80,80,80,80
缸体材料,铁,铁,铁,铁,铁,铁
级别,微卡,微卡,微卡,微卡,微卡,微卡
简称,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
第二排靠背角度调节,-,-,-,-,-,-
第二排座椅移动,-,-,-,-,-,-
第三排座椅,-,-,-,-,-,-
空调控制方式,手动●,手动●,手动●,手动●,手动●,手动●
空气悬架,-,-,-,-,-,-
皮质方向盘,-,-,-,-,-,-
百公里耗电量(kWh/100km),-,-,-,-,-,-
电池组质保,-,-,-,-,-,-
电池类型,-,-,-,-,-,-
电池容量(kWh),-,-,-,-,-,-
电池充电时间,-,-,-,-,-,-
电机类型,-,-,-,-,-,-
电机布局,-,-,-,-,-,-
电动机总扭矩(N·m),-,-,-,-,-,-
电动机总功率(kW),-,-,-,-,-,-
电动座椅记忆,-,-,-,-,-,-
电动天窗,-,-,-,-,-,-
电动吸合门,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-
环保标准,国IV,国IV,国IV,国IV,国IV,国IV
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-
燃油标号,92号,92号,0号,0号,0号,0号
燃料形式,汽油,汽油,柴油,柴油,柴油,柴油
温度分区控制,-,-,-,-,-,-
油箱容积(L),45,45,50,50,50,50
气缸数(个),4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L
每缸气门数(个),4,4,2,2,2,2
最高车速(km/h),90,90,90,90,90,90
最小离地间隙(mm),300,300,170,170,170,170
最大马力(Ps),58,58,68,68,68,68
最大载重质量(kg),867,635,799,710,1690,1490
最大扭矩转速(rpm),3500-4000,3500-4000,1800,1800,1800,1800
最大扭矩(N·m)_y,82.5,82.5,165,165,165,165
最大扭矩(N·m)_x,-,-,-,-,-,-
最大功率转速(rpm),5600,5600,3200,3200,3200,3200
最大功率(kW)_y,42.5,42.5,50,50,50,50
最大功率(kW)_x,-,-,-,-,-,-
无钥匙进入系统,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-
方向盘调节,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-
方向盘电动调节,-,-,-,-,-,-
方向盘换挡,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-
整车质保,两年或6万公里,两年或6万公里,两年或6万公里,两年或6万公里,两年或6万公里,两年或6万公里
整备质量(kg),1240,1280,1430,1530,1430,1530
排量(mL),998,998,1809,1809,1809,1809
挡位个数,5,5,5,5,5,5
扬声器品牌,-,-,-,-,-,-
扬声器个数,2-3喇叭,2-3喇叭,2-3喇叭,2-3喇叭,2-3喇叭,2-3喇叭
感应雨刷,-,-,-,-,-,-
感应后备厢,-,-,-,-,-,-
快充电量(%),-,-,-,-,-,-
座椅高低调节,-,-,-,-,-,-
座椅材料,织物,织物,织物,织物,织物,织物
座位数(个),2,5,2,5,2,5
并线辅助,-,-,-,-,-,-
工信部综合油耗(L/100km),7,7,7.98,7.98,9.2,9.2
工信部续航里程(km),-,-,-,-,-,-
宽度(mm),1690,1690,1750,1750,1750,1750
定速巡航,-,-,-,-,-,-
安全带未系提示,-,-,-,-,-,-
大灯高度可调,-,-,-,-,-,-
大灯清洗装置,-,-,-,-,-,-
多功能方向盘,-,-,-,-,-,-
外接音源接口,-,-,-,-,-,-
后风挡遮阳帘,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-
后轮距(mm),1350,1350,1280,1280,1280,1280
后轮胎规格,185 R14LT,185 R14LT,6.00 R14LT,6.00 R14LT,6.00 R14LT,6.00 R14LT
后视镜记忆,-,-,-,-,-,-
后视镜电动调节,-,-,-,-,-,-
后视镜电动折叠,-,-,-,-,-,-
后视镜加热,-,-,-,-,-,-
后电动机最大扭矩(N·m),-,-,-,-,-,-
后电动机最大功率(kW),-,-,-,-,-,-
后桥限滑差速器/差速锁,-,-,-,-,-,-
后排车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门
后排独立空调,-,-,-,-,-,-
后排液晶屏,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-
后排座椅电动调节,-,-,-,-,-,-
后排座椅放倒方式,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-
后排侧遮阳帘,-,-,-,-,-,-
后悬架类型,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧
后座出风口,-,-,-,-,-,-
后制动器类型,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式
可变转向比,-,-,-,-,-,-
可变悬架,-,-,-,-,-,-
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
发动机电子防盗,-,-,-,-,-,-
发动机型号,LJ465Q-2AE,LJ465Q-2AE,4A1-68C43,4A1-68C43,4A1-68C43,4A1-68C43
发动机启停技术,-,-,-,-,-,-
发动机,1.0L 58马力 L4,1.0L 58马力 L4,1.8L 68马力 L4,1.8L 68马力 L4,1.8L 68马力 L4,1.8L 68马力 L4
压缩比,9.3,9.3,17.5,17.5,17.5,17.5
厂商指导价(元),3.44万,3.65万,3.24万,3.44万,3.24万,3.44万
厂商,江淮汽车,江淮汽车,江淮汽车,江淮汽车,江淮汽车,江淮汽车
助力类型,无助力,无助力,无助力,无助力,无助力,无助力
前雾灯,●,●,●,●,●,●
前轮距(mm),1410,1410,1400,1400,1400,1400
前轮胎规格,185 R14LT,185 R14LT,185 R14LT,185 R14LT,185 R14LT,185 R14LT
前电动机最大扭矩(N·m),-,-,-,-,-,-
前电动机最大功率(kW),-,-,-,-,-,-
前桥限滑差速器/差速锁,-,-,-,-,-,-
前悬架类型,未知,未知,未知,未知,未知,未知
前制动器类型,盘式,盘式,鼓式,鼓式,鼓式,鼓式
前/后驻车雷达,-,-,-,-,-,-
前/后电动车窗,-,-,-,-,-,-
前/后排座椅通风,-,-,-,-,-,-
前/后排座椅按摩,-,-,-,-,-,-
前/后排座椅加热,-,-,-,-,-,-
前/后排头部气囊(气帘),-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-
制动力分配(EBD/CBC等),-,-,-,-,-,-
内/外后视镜自动防眩目,-,-,-,-,-,-
全景摄像头,-,-,-,-,-,-
全景天窗,-,-,-,-,-,-
倒车视频影像,-,-,-,-,-,-
侧滑门,-,-,-,-,-,-
供油方式,多点电喷,多点电喷,直喷,直喷,直喷,直喷
主/副驾驶座电动调节,-,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-,-
中控台彩色大屏,-,-,-,-,-,-
中央差速器锁止功能,-,-,-,-,-,-
上市时间,2014.04,2014.04,2014.04,2014.04,2014.04,2014.04
上坡辅助,-,-,-,-,-,-
LED日间行车灯,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-,-
GPS导航系统,-,-,-,-,-,-
CD/DVD,-,-,-,-,-,-
ABS防抱死,-,-,-,-,-,-
220V/230V电源,-,-,-,-,-,-
