Feature,24680,24851,24852,24853,24854
高度(mm),1710,1710,1710,1710,1710
驻车制动类型,电子驻车,脚刹,脚刹,脚刹,电子驻车
驱动方式,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱
零胎压继续行驶,-,-,-,-,-
陡坡缓降,-,-,-,-,-
防紫外线玻璃,●,●,●,●,●
长度(mm),4940,4940,4940,4940,4940
长*宽*高(mm),4940*1845*1710,4940*1845*1710,4940*1845*1710,4940*1845*1710,4940*1845*1710
铝合金轮圈,●,●,●,●,●
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC
遮阳板化妆镜,●,●,●,●,●
遥控钥匙,●,●,●,●,●
道路救援呼叫,-,-,-,-,-
远程启动,-,-,-,-,-
远光灯,LED,卤素,卤素,卤素,LED
进气形式,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气
近光灯,LED,LED,LED,LED,LED
运动风格座椅,-,-,-,-,-
运动外观套件,-,-,-,-,-
轴距(mm),2900,2900,2900,2900,2900
转向辅助灯,●,-,-,-,●
转向头灯,-,-,-,-,-
车顶行李架,-,-,-,-,-
车门数(个),5,5,5,5,5
车道偏离预警系统,●,-,-,-,-
车载空气净化器,-,-,-,-,-
车载电视,-,-,-,-,-
车载冰箱,-,-,-,-,-
车身结构_y,MPV,MPV,MPV,MPV,MPV
车身结构_x,5门7座MPV,5门7座MPV,5门7座MPV,5门7座MPV,5门7座MPV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●
车联网,-,-,-,-,-
车窗防夹手功能,●,●,●,●,●
车窗一键升降,全车,主驾驶位,主驾驶位,主驾驶位,全车
车型名称,艾力绅 2016款 2.4L 至尊版,艾力绅 2016款 2.4L 经典版,艾力绅 2016款 2.4L 舒适版,艾力绅 2016款 2.4L 风尚版,艾力绅 2016款 2.4L 豪华版
车内空气调节/花粉过滤,-,-,-,-,-
车内氛围灯,●,●,●,●,●
车内中控锁,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式
行车电脑显示屏,●,●,●,●,●
行程(mm),99.1,99.1,99.1,99.1,99.1
行李厢容积(L),-,-,-,-,-
蓝牙/车载电话,●,●,●,●,●
自适应远近光,-,-,-,-,-
自适应巡航,●,-,-,-,-
自动驻车,●,-,-,-,●
自动泊车入位,●,-,-,-,-
自动头灯,●,●,●,●,●
膝部气囊,-,-,-,-,-
腰部支撑调节,-,-,-,-,-
能源类型,汽油,汽油,汽油,汽油,汽油
胎压监测装置,●,-,-,-,●
肩部支撑调节,●,-,-,-,●
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),87,87,87,87,87
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金
