Feature,1009068,1009069,1009070,1009071,1009072,1009073,1009074,1009075
高度(mm),1935,1935,1935,1935,1935,1935,1935,1935
驾驶辅助影像,-,-,-,-,-,-,-,-
驱动方式,中置后驱,中置后驱,中置后驱,中置后驱,中置后驱,中置后驱,中置后驱,中置后驱
陡坡缓降,-,-,-,-,-,-,-,-
限滑差速器/差速锁,-,-,-,-,-,-,-,-
长度(mm),4430,4430,4430,4430,4430,4430,4430,4430
长*宽*高(mm),4430×1655×1935,4430×1655×1935,4430×1655×1935,4430×1655×1935,4430×1655×1935,4430×1655×1935,4430×1655×1935,4430×1655×1935
钥匙类型,,,,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
道路救援呼叫,-,-,-,-,-,-,-,-
远光灯光源,,,,,,,,
进气形式,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气
近光灯光源,,,,,,,,
运动风格座椅,-,-,-,-,-,-,-,-
运动外观套件,-,-,-,-,-,-,-,-
轴距(mm),2800,2800,2800,2800,2800,2800,2800,2800
轮圈材质,,,,,,,,
转向辅助灯,-,-,-,-,-,-,-,-
转向头灯,-,-,-,-,-,-,-,-
车顶行李架,-,-,-,-,-,-,-,-
车门数(个),5,5,5,5,5,5,5,5
车载电视,-,-,-,-,-,-,-,-
车载冰箱,-,-,-,-,-,-,-,-
车载CD/DVD,-,-,-,-,-,-,-,-
车身结构_y,客车,客车,货车,货车,客车,客车,货车,货车
车身结构_x,客车,客车,货车,货车,客车,客车,货车,货车
车身稳定控制(ESC/ESP/DSC等),-,-,-,-,-,-,-,-
车窗防夹手功能,-,-,-,-,-,-,-,-
车型名称,长安之星9 2020款 1.5L 标准型客车5座国VI DAM15KR,长安之星9 2020款 1.5L 标准型客车7座国VI DAM15KR,长安之星9 2020款 1.5L 标准型厢式运输车2座国VI DAM15KR,长安之星9 2020款 1.5L 标准型厢式运输车5座国VI DAM15KR,长安之星9 2020款 1.5L 基本型客车5座国VI DAM15KR,长安之星9 2020款 1.5L 基本型客车7座国VI DAM15KR,长安之星9 2020款 1.5L 基本型厢式运输车2座国VI DAM15KR,长安之星9 2020款 1.5L 基本型厢式运输车5座国VI DAM15KR
车前雾灯,-,-,-,-,-,-,-,-
车内环境氛围灯,-,-,-,-,-,-,-,-
车内化妆镜,-,-,-,-,-,-,-,-
车内中控锁,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
货箱尺寸(mm),-,-,-,-,-,-,-,-
行车电脑显示屏幕,-,-,-,-,-,-,-,-
行程(mm),-,-,-,-,-,-,-,-
蓝牙/车载电话,-,-,-,-,-,-,-,-
自适应远近光,-,-,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-,-,-
自动头灯,-,-,-,-,-,-,-,-
膝部气囊,-,-,-,-,-,-,-,-
