Feature,1001003,1001004
高度(mm),1720,1720
驱动方式,前置后驱,前置后驱
陡坡缓降,-,-
长度(mm),5360,5360
长*宽*高(mm),5360×1760×1720,5360×1760×1720
配气机构,未知,未知
道路救援呼叫,-,-
进气形式,自然吸气,涡轮增压
运动风格座椅,-,-
运动外观套件,-,-
轴距(mm),3380,3380
转向辅助灯,-,-
转向头灯,-,-
车顶行李架,-,-
车门数(个),4,4
车载电视,-,-
车载冰箱,-,-
车身结构_y,皮卡,皮卡
车身结构_x,皮卡,皮卡
车身稳定控制(ESC/ESP/DSC等),-,-
车窗防夹手功能,-,-
车型名称,途腾T1 2012款 2.2L汽油商务版,途腾T1 2012款 2.8T柴油商务版
车内中控锁,●,●
车体结构,非承载式,非承载式
货箱尺寸(mm),1710x1455x475,1710x1455x475
行程(mm),-,-
蓝牙/车载电话,-,-
自适应远近光,-,-
自动驻车,-,-
自动头灯,-,-
膝部气囊,-,-
能源类型,汽油,柴油
缺气保用轮胎,-,-
缸盖材料,未知,未知
缸径(mm),-,-
缸体材料,未知,未知
级别,皮卡,皮卡
简称,5挡手动,5挡手动
空气悬架,-,-
电动后备厢,-,-
环保标准_y,国IV,国III
环保标准_x,国IV,国III
牵引力控制(ASR/TCS/TRC等),-,-
燃油标号,92号,0号
燃料形式,汽油,柴油
温度分区控制,-,-
油箱容积(L),-,-
气缸数(个),4,4
气缸排列形式,L,L
每缸气门数(个),4,未知
最高车速(km/h),140,120
最小离地间隙(mm),185,195
最大马力(Ps),106,95
最大载重质量(kg),495,495
最大扭矩转速(rpm),2400-2800,1700
最大扭矩(N·m)_y,190,-
最大扭矩(N·m)_x,190,-
最大功率转速(rpm),4600,3400
最大功率(kW)_y,78,70
最大功率(kW)_x,78,70
无钥匙启动系统,-,-
方向盘记忆,-,-
方向盘换挡,-,-
方向盘加热,-,-
整车质保,-,-
整备质量(kg),1550,1635
排量(mL),2237,-
挡位个数,5,5
感应后备厢,-,-
座位数(个),5,5
并线辅助,-,-
工信部综合油耗(L/100km),-,-
宽度(mm),1760,1760
大灯高度可调,-,-
大灯清洗装置,-,-
多功能方向盘,-,-
后风挡遮阳帘,-,-
后雨刷,-,-
后轮距(mm),1470,1470
后轮胎规格,225/75 R15,225/75 R15
后排车门开启方式,平开门,平开门
后排独立空调,-,-
后排杯架,-,-
后排座椅电动调节,-,-
后排侧隐私玻璃,-,-
后悬架类型,钢板弹簧非独立悬架,钢板弹簧非独立悬架
后座出风口,-,-
后制动器类型,鼓式,鼓式
可变转向比,-,-
变速箱类型,手动变速箱(MT),手动变速箱(MT)
变速箱,5挡手动,5挡手动
发动机电子防盗,-,-
发动机型号,-,-
发动机启停技术,-,-
发动机,2.2L 106马力 L4,2.8T 95马力 L4
压缩比,-,-
厂商指导价(元),5.98万,6.98万
厂商,恒天汽车,恒天汽车
助力类型,液压助力,液压助力
前轮距(mm),1500,1500
前轮胎规格,225/75 R15,225/75 R15
前悬架类型,双横臂独立悬挂,双横臂独立悬挂
前制动器类型,通风盘式,通风盘式
前/后驻车雷达,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-
前/后排侧气囊,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),-,-
制动力分配(EBD/CBC等),-,-
供油方式,多点电喷,直喷
主/副驾驶座电动调节,-,-
主/副驾驶座安全气囊,-,-
中央差速器锁止功能,-,-
上市时间,2012.04,2012.04
上坡辅助,-,-
LED日间行车灯,-,-
ISOFIX儿童座椅接口,-,-
GPS导航系统,○,○
ABS防抱死,-,-
220V/230V电源,-,-
