Feature,41905,41906,41907
高度(mm),1469,1469,1469
驾驶辅助影像,-,-,-
驾驶模式切换,-,,
驻车制动类型,手刹,手刹,手刹
驱动方式,前置前驱,前置前驱,前置前驱
首任车主质保政策,-,-,-
面部识别,-,-,-
隐藏电动门把手,-,-,-
陡坡缓降,-,-,-
限滑差速器/差速锁,-,-,-
长度(mm),4468,4468,4468
长*宽*高(mm),4468*1765*1469,4468*1765*1469,4468*1765*1469
钥匙类型,,,
配气机构,DOHC,DOHC,DOHC
道路救援呼叫,●,●,●
道路交通标识识别,-,-,-
远程启动功能,-,,
远光灯光源,,,
进气形式,自然吸气,自然吸气,自然吸气
近光灯光源,,,
运动风格座椅,-,-,-
运动外观套件,-,-,-
轴距(mm),2611,2611,2611
轮圈材质,,,
转向辅助灯,-,-,-
转向头灯,-,-,-
车顶行李架,-,-,-
车门数(个),4,4,4
车门开启方式,平开门,平开门,平开门
车道偏离预警系统,-,-,-
车道保持辅助系统,-,-,-
车载空气净化器,-,-,-
车载冰箱,-,-,-
车载CD/DVD,-,-,-
车身结构_y,三厢车,三厢车,三厢车
车身结构_x,4门5座三厢车,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●
车联网,●,●,●
车窗防夹手功能,-,-,-
车窗一键升降功能,-,-,-
车型名称,凯越 2020款 15N 手动精英型,凯越 2020款 15N CVT精英型,凯越 2020款 15N CVT豪华型
车前雾灯,-,-,-
车内香氛装置,-,-,-
车内环境氛围灯,-,-,-
车内化妆镜,,,
车内中控锁,●,●,●
车内PM2.5过滤装置,●,●,●
车体结构,承载式,承载式,承载式
负离子发生器,-,-,-
语音识别控制系统,-,-,-
触摸式阅读灯,-,-,-
被动行人保护,-,-,-
行车电脑显示屏幕,,,
行李厢12V电源接口,-,-,-
蓝牙/车载电话,●,●,●
自适应远近光,-,-,-
自动驻车,-,-,-
自动泊车入位,-,-,-
自动头灯,-,●,●
膝部气囊,-,-,-
能源类型,汽油,汽油,汽油
胎压监测功能,,,
缺气保用轮胎,-,-,-
缸盖材料,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金
级别,紧凑型车,紧凑型车,紧凑型车
简称,5挡手动,CVT无级变速,CVT无级变速
第二排独立座椅,-,-,-
第二排座椅调节,-,-,-
第二排座椅电动调节,-,-,-
第二排座椅功能,-,-,-
空调温度控制方式,,,
空气悬架,-,-,-
离去角(°),15,15,15
疲劳驾驶提示,-,-,-
电磁感应悬架,-,-,-
电动扰流板,-,-,-
电动座椅记忆功能,-,-,-
电动吸合车门,-,-,-
电动后备厢位置记忆,-,-,-
电动后备厢,-,-,-
环保标准_y,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●
燃油标号,92号,92号,92号
燃料形式,汽油,汽油,汽油
灯光特色功能,-,-,-
温度分区控制,-,-,-
液晶仪表尺寸,-,-,
油箱容积(L),40,40,40
气缸数(个),3,3,3
气缸排列形式,L,L,L
每缸气门数(个),4,4,4
最高车速(km/h),170,170,170
最大马力(Ps),107,107,107
最大满载质量(kg),-,1535,1535
最大扭矩转速(rpm),4000,4000,4000
最大扭矩(N·m)_y,133,133,133
最大扭矩(N·m)_x,133,133,133
最大功率转速(rpm),6200,6200,6200
最大功率(kW)_y,79,79,79
最大功率(kW)_x,79,79,79
最大净功率(kW),76,76,76
无钥匙进入功能,-,-,
无钥匙启动系统,-,-,●
方向盘记忆,-,-,-
方向盘材质,,,
方向盘换挡,-,-,-
方向盘加热,-,-,-
方向盘位置调节,,,
整车质保,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1070,1120,1120
整体主动转向系统,-,-,-
接近角(°),15,15,15
排量(mL),1349,1349,1349
换挡形式,,,
挡位个数,5,无级变速,无级变速
扬声器数量,,,
扬声器品牌名称,-,-,-
手机无线充电功能,-,-,-
手机互联/映射,-,-,
手势控制,-,-,-
感应雨刷功能,-,-,-
感应后备厢,-,-,-
座椅材质,,,
座位数(个),5,5,5
并线辅助,-,-,-
巡航系统,-,-,-
导航路况信息显示,-,-,-
宽度(mm),1765,1765,1765
官方0-100km/h加速(s),-,-,-
安全带未系提醒,,,
天窗类型,-,-,
大灯高度可调,●,●,●
大灯清洗装置,-,-,-
大灯延时关闭,●,●,●
多层隔音玻璃,-,-,-
多媒体/充电接口,,,
多功能方向盘,-,-,●
外后视镜功能,,,
备胎规格,非全尺寸,非全尺寸,非全尺寸
四驱形式,-,-,-
后风挡遮阳帘,-,-,-
后雨刷,-,-,-
后轮距(mm),1502,1502,1502
后轮胎规格,185/65 R15,185/65 R15,185/65 R15
后排独立空调,-,-,-
后排液晶屏幕,-,-,-
后排杯架,-,-,-
后排控制多媒体,-,-,-
后排座椅电动放倒,-,-,-
后排座椅放倒形式,-,-,-
后排小桌板,-,-,-
后排侧隐私玻璃,-,-,-
后排侧窗遮阳帘,-,-,-
后悬架类型,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架
后座出风口,-,-,-
后备厢容积(L),491,491,491
后制动器类型,鼓式,鼓式,鼓式
可变转向比,-,-,-
可变悬架功能,-,-,-
可加热喷水嘴,-,-,-
变速箱类型,手动变速箱(MT),无级变速箱(CVT),无级变速箱(CVT)
变速箱,5挡手动,CVT无级变速,CVT无级变速
发动机电子防盗,●,●,●
发动机布局,横置,横置,横置
发动机型号,LGB,LGB,LGB
发动机启停技术,●,●,●
发动机,1.3L 107马力 L3,1.3L 107马力 L3,1.3L 107马力 L3
厂商指导价(元),8.39万,9.39万,9.99万
厂商,上汽通用别克,上汽通用别克,上汽通用别克
卫星导航系统,-,-,-
助力类型,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-
副驾驶位后排可调节按钮,-,-,-
副座椅调节方式,,,
前轮距(mm),1495,1495,1495
前轮胎规格,185/65 R15,185/65 R15,185/65 R15
前排座椅功能,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式
前/后驻车雷达,-,-,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,-,-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●
制动力分配(EBD/CBC等),●,●,●
内置行车记录仪,-,-,-
内后视镜功能,,,
全液晶仪表盘,-,-,-
倒车车侧预警系统,-,-,-
供油方式,多点电喷,多点电喷,多点电喷
主座椅调节方式,,,
主动降噪,-,-,-
主动闭合式进气格栅,-,-,-
主动刹车/主动安全系统,-,-,-
主/副驾驶座电动调节,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,-,-,
