Feature,48493,48494,48495,48496,48497,48498,57303,57579,57612,59857,59858,59872
高度(mm),1450,1447,1447,1447,1447,1447,1450,1447,1450,1447,1447,1447
驾驶辅助影像,-,,,,,,-,,-,,,
驾驶模式切换,,,,,,,,,,,,
驻车制动类型,脚刹,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,脚刹,电子驻车,脚刹,电子驻车,电子驻车,电子驻车
驱动方式,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱
首任车主质保政策,-,-,-,-,-,-,-,-,-,-,-,-
面部识别,-,-,-,-,-,-,-,-,-,-,-,-
隐藏电动门把手,-,-,-,-,-,-,-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-,-,-,-,-,-,-
限滑差速器/差速锁,-,-,-,-,-,-,-,-,-,-,-,-
长度(mm),4901,4901,4901,4901,4901,4901,4901,4906,4906,4906,4906,4906
长*宽*高(mm),4901*1850*1450,4901*1850*1447,4901*1850*1447,4901*1850*1447,4901*1850*1447,4901*1850*1447,4901*1850*1450,4906*1850*1447,4906*1850*1450,4906*1850*1447,4906*1850*1447,4906*1850*1447
钥匙类型,,,,,,,,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
道路救援呼叫,-,-,-,-,-,-,-,-,-,-,-,-
道路交通标识识别,-,-,-,-,-,-,-,-,-,-,-,-
远程启动功能,-,,,,,,-,,-,,,
远光灯光源,,,,,,,,,,,,
进气形式,自然吸气,自然吸气,自然吸气,涡轮增压,涡轮增压,涡轮增压,自然吸气,涡轮增压,自然吸气,自然吸气,涡轮增压,自然吸气
近光灯光源,,,,,,,,,,,,
运动风格座椅,-,-,-,-,-,-,-,-,-,-,-,-
运动外观套件,-,-,-,-,-,-,-,-,-,-,-,-
辅助驾驶系统,-,-,,-,,,-,,-,,,-
辅助驾驶等级,-,-,,-,,,-,,-,,,-
轴距(mm),2825,2825,2825,2825,2825,2825,2825,2825,2825,2825,2825,2825
轮圈材质,,,,,,,,,,,,
转向辅助灯,-,-,-,-,-,-,-,-,-,-,-,-
转向头灯,-,-,-,-,-,-,-,-,-,-,-,-
车顶行李架,-,-,-,-,-,-,-,-,-,-,-,-
车门数(个),4,4,4,4,4,4,4,4,4,4,4,4
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门
车道居中保持,-,-,-,-,-,-,-,●,-,●,●,-
车道偏离预警系统,-,-,●,-,●,●,-,●,-,●,●,-
车道保持辅助系统,-,-,●,-,●,●,-,●,-,●,●,-
车载空气净化器,-,-,-,-,-,-,-,-,-,-,-,-
车载智能系统,-,,,,,,-,,-,,,
车载冰箱,-,-,-,-,-,-,-,-,-,-,-,-
车载CD/DVD,-,-,-,-,-,-,-,-,-,-,-,-
车身结构_y,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车
车身结构_x,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●,●,●,●
车联网,-,●,●,●,●,●,-,●,-,●,●,●
车窗防夹手功能,●,●,●,●,●,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,,,,,,
车型名称,天籁 2021款 2.0L XE 时尚版,天籁 2021款 2.0L XL 舒适版,天籁 2021款 2.0L XL Upper AD1 智行领航版,天籁 2021款 2.0T XL 智进版,天籁 2021款 2.0T XL Upper AD1 智享领航版,天籁 2021款 2.0T XV AD1 智尊领航版,天籁 2021款 2.0L XE 专享版,天籁 2022款 2.0T XV 尊享版,天籁 2022款 2.0L XE 纯享版,天籁 2022款 2.0L XL-Upr 优享版,天籁 2022款 2.0T XL 进享版,天籁 2022款 2.0L XL-TLS 悦享版
车前雾灯,,,,,,,,-,-,-,-,-
车内香氛装置,-,-,-,-,-,-,-,-,-,-,-,-
车内环境氛围灯,-,-,-,-,-,,-,,-,,,-
车内化妆镜,,,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
负离子发生器,-,-,-,-,-,-,-,-,-,-,-,-
语音识别控制系统,-,,,,,,-,,-,,,
触摸式阅读灯,-,-,-,-,-,-,-,-,-,-,-,-
被动行人保护,-,-,-,-,-,-,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,,,,,,,
行李厢12V电源接口,-,-,-,-,-,-,-,-,-,-,-,-
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,-,-,-,-,-,-,-,●,-,●,●,-
自动驻车,-,●,●,●,●,●,-,●,-,●,●,●
自动泊车入位,-,-,-,-,-,●,-,●,-,-,-,-
自动头灯,-,●,●,●,●,●,-,●,●,●,●,●
膝部气囊,-,-,-,-,-,-,-,-,-,-,-,-
能源类型,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车
简称,CVT无级变速,CVT无级变速,CVT无级变速,CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),CVT无级变速,CVT无级变速(模拟8挡),CVT无级变速,CVT无级变速,CVT无级变速,CVT无级变速
第二排独立座椅,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅调节,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅电动调节,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅功能,-,-,-,-,-,-,-,-,-,-,-,-
空载最小离地间隙(mm),132,132,133,129,130,133,132,133,132,133,129,132
空调温度控制方式,,,,,,,,,,,,
