Feature,8591,12239,14391,22656
高度(mm),1343,1353,1353,1343
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车
驱动方式,前置后驱,前置后驱,前置后驱,前置后驱
零胎压继续行驶,-,-,-,-
陡坡缓降,-,-,-,-
防紫外线玻璃,-,-,-,-
长度(mm),4933,4881,4881,4933
长*宽*高(mm),4933*1915*1343,4881*1847*1353,4881*1847*1353,4933*1915*1343
铝合金轮圈,●,●,●,●
配气机构,DOHC,DOHC,DOHC,DOHC
遮阳板化妆镜,●,●,●,●
遥控钥匙,●,●,●,●
道路救援呼叫,-,-,-,-
远程启动,-,-,-,-
远光灯,氙气,氙气,氙气,氙气
进气形式,自然吸气,自然吸气,自然吸气,自然吸气
近光灯,氙气,氙气,氙气,氙气
运动风格座椅,●,●,●,●
运动外观套件,●,●,●,●
轴距(mm),2942,2942,2942,2942
转向辅助灯,-,-,-,-
转向头灯,-,-,-,-
车顶行李架,-,-,-,-
车门数(个),2,2,2,2
车道偏离预警系统,-,-,-,-
车载空气净化器,-,-,-,-
车载电视,-,-,-,-
车载冰箱,-,-,-,-
车身结构_y,硬顶跑车,硬顶跑车,硬顶跑车,硬顶跑车
车身结构_x,2门4座硬顶跑车,2门4座硬顶跑车,2门4座硬顶跑车,2门4座硬顶跑车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●
车联网,-,-,-,-
车窗防夹手功能,●,●,●,●
车窗一键升降,全车,全车,全车,全车
车型名称,GranTurismo 2012款 4.7L MC Stradale,GranTurismo 2013款 4.7L Sport Automatic,GranTurismo 2013款 4.7L Sport F1,GranTurismo 2015款 4.7L MC 百年纪念版
车内空气调节/花粉过滤,-,-,-,-
车内氛围灯,-,-,-,-
车内中控锁,●,●,●,●
车体结构,承载式,承载式,承载式,承载式
行车电脑显示屏,●,●,●,●
行程(mm),84.5,84.5,84.5,84.5
行李厢容积(L),320,260,260,320
蓝牙/车载电话,●,●,●,●
自适应远近光,-,-,-,-
