Feature,60751,60752,60753,60754,62139,62140,62141,62692,62693
车型名称,奔驰S级 2023款 S 400 L 商务型,奔驰S级 2023款 S 400 L 豪华型,奔驰S级 2023款 S 450 L 4MATIC,奔驰S级 2023款 S 500 L 4MATIC,奔驰S级 2023款 改款 S 400 L 商务型,奔驰S级 2023款 改款 S 400 L 豪华型,奔驰S级 2023款 改款 S 450 L 4MATIC,奔驰S级 2023款 S 450 L 4MATIC 匠心高定版,奔驰S级 2023款 S 500 L 4MATIC 匠心高定版
车前雾灯,-,-,-,-,-,-,-,-,-
车内香氛装置,○,●,●,●,○,●,●,●,●
车内环境氛围灯,,,,,,,,,
车内化妆镜,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
负离子发生器,○,●,●,●,○,●,●,●,●
语音识别控制系统,,,,,,,,,
触摸式阅读灯,●,●,●,●,●,●,●,●,●
被动行人保护,●,●,●,●,●,●,●,●,●
行车电脑显示屏幕,,,,,,,,,
行李厢12V电源接口,●,●,●,●,●,●,●,●,●
蓝牙/车载电话,●,●,●,●,●,●,●,●,●
自适应远近光,●,●,●,●,●,●,●,●,●
自动驻车,●,●,●,●,●,●,●,●,●
自动泊车入位,●,●,●,●,●,●,●,●,●
自动头灯,●,●,●,●,●,●,●,●,●
自动变道辅助,○,○,●,●,○,○,●,●,●
膝部气囊,-,-,-,-,-,-,-,-,-
能量回收系统,●,●,●,●,●,●,●,●,●
能源类型,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统
胎压监测功能,,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,大型车,大型车,大型车,大型车,大型车,大型车,大型车,大型车,大型车
简称,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体
第二排独立座椅,-,-,-,○,-,-,-,-,○
第二排座椅调节,,,,,,,,,
第二排座椅电动调节,○,●,●,●,○,●,●,●,●
第二排座椅功能,,,,,,,,,
空调温度控制方式,,,,,,,,,
空气悬架,●,●,●,●,●,●,●,●,●
离去角(°),15.9,15.9,15.6,15.6,15.9,15.9,15.6,15.6,15.6
疲劳驾驶提示,●,●,●,●,●,●,●,●,●
电磁感应悬架,-,-,-,-,-,-,-,-,-
电动扰流板,-,-,-,-,-,-,-,-,-
电动座椅记忆功能,,,,,,,,,
电动吸合车门,,,,,,,,,
电动后备厢位置记忆,-,-,-,-,-,-,-,-,-
电动后备厢,●,●,●,●,●,●,●,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号,95号,95号,95号
燃料形式,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统
灯光特色功能,,,,,,,,,
温度分区控制,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,
油箱容积(L),76,76,76,76,76,76,76,76,76
气缸数(个),6,6,6,6,6,6,6,6,6
气缸排列形式,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4
最高车速(km/h),250,250,250,250,250,250,250,250,250
最大马力(Ps),313,313,367,435,313,313,367,367,435
最大满载质量(kg),2795,2795,2820,2820,2795,2795,2820,2820,2820
最大扭矩转速(rpm),1800-4500,1800-4500,2000-4000,1800-5800,1800-4500,1800-4500,2000-4000,2000-4000,1800-5800
最大扭矩(N·m)_y,450,450,500,520,450,450,500,500,520
最大扭矩(N·m)_x,450,450,500,520,450,450,500,500,520
最大功率转速(rpm),5500,5500,6000,6100,5500,5500,6000,6000,6100
最大功率(kW)_y,230,230,270,320,230,230,270,270,320
最大功率(kW)_x,230,230,270,320,230,230,270,270,320
最大净功率(kW),230,230,270,320,230,230,270,270,320
无钥匙进入功能,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●
方向盘记忆,-,●,●,●,-,●,●,●,●
方向盘材质,,,,,,,,,
方向盘换挡,●,●,●,●,●,●,●,●,●
方向盘加热,-,-,-,○,-,-,-,-,○
方向盘位置调节,,,,,,,,,
整车质保,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里
整备质量(kg),2065,2130,2210,2230,2065,2130,2210,2210,2230
整体主动转向系统,-,-,○,○,-,-,○,○,○
接近角(°),14.7,14.7,13.6,13.6,14.7,14.7,13.6,13.6,13.6
排量(mL),2498,2498,2498,2999,2498,2498,2498,2498,2999
换挡形式,,,,,,,,,
挡位个数,9,9,9,9,9,9,9,9,9
扬声器数量,,,,,,,,,
扬声器品牌名称,-,,,,-,,,,
手机无线充电功能,,,,,,,,,
手机互联/映射,,,,,,,,,
手机APP远程功能,,,,,,,,,
手势控制,○,○,○,●,○,○,○,○,●
感应雨刷功能,,,,,,,,,
感应后备厢,○,○,○,○,○,○,○,○,○
座椅材质,,,,,,,,,
座位数(个),5,5,5,5,5,5,5,5,5
并线辅助,●,●,●,●,●,●,●,●,●
巡航系统,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●
宽度(mm),1921,1921,1921,1921,1921,1921,1921,1921,1921
官方0-100km/h加速(s),5.9,5.9,5.6,5.5,5.9,5.9,5.6,5.6,5.5
安全带未系提醒,,,,,,,,,
天窗类型,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-
大灯延时关闭,●,●,●,●,●,●,●,●,●
多层隔音玻璃,-,-,-,,-,-,-,-,
多媒体/充电接口,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,
备胎规格,无,无,无,无,无,无,无,无,无
地图品牌,,,,,,,,,
四驱形式,-,-,全时四驱,全时四驱,-,-,全时四驱,全时四驱,全时四驱
后风挡遮阳帘,●,●,●,●,●,●,●,●,●
后雨刷,-,-,-,-,-,-,-,-,-
后轮距(mm),1651,1651,1651,1651,1651,1651,1651,1651,1651
后轮胎规格,255/45 R19,255/45 R19,285/35 R20,285/35 R20,255/45 R19,255/45 R19,285/35 R20,285/35 R20,285/35 R20
后排独立空调,●,●,●,●,●,●,●,●,●
后排液晶屏幕,-,,,,-,,,,
后排正向安全气囊,○,○,○,○,○,○,○,○,○
后排杯架,●,●,●,●,●,●,●,●,●
后排控制多媒体,○,●,●,●,○,●,●,●,●
后排座椅电动放倒,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-,-,-,-
后排小桌板,-,-,-,○,-,-,-,-,○
后排侧隐私玻璃,-,-,-,-,-,-,-,-,-
后排侧窗遮阳帘,,,,,,,,,
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●,●,●,●,●,●
后备厢容积(L),550,550,550,550,550,550,550,550,550
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
可变转向比,●,●,●,●,●,●,●,●,●
可变悬架功能,,,,,,,,,
可加热喷水嘴,-,-,●,●,-,-,●,●,●
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体
发动机电子防盗,●,●,●,●,●,●,●,●,●
发动机布局,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置
发动机型号,256 925,256 925,256 925,256 930,256 925,256 925,256 925,256 925,256 930
发动机启停技术,●,●,●,●,●,●,●,●,●
发动机,2.5T 313马力 L6,2.5T 313马力 L6,2.5T 367马力 L6,3.0T 435马力 L6,2.5T 313马力 L6,2.5T 313马力 L6,2.5T 367马力 L6,2.5T 367马力 L6,3.0T 435马力 L6
厂商指导价(元),94.72万,107.85万,128.45万,184.53万,96.26万,110.68万,130.26万,144.18万,200.20万
厂商,奔驰(进口),奔驰(进口),奔驰(进口),奔驰(进口),奔驰(进口),奔驰(进口),奔驰(进口),奔驰(进口),奔驰(进口)
卫星导航系统,●,●,●,●,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,●,●,-,-,●,●,●
副座椅调节方式,,,,,,,,,
前轮距(mm),1655,1655,1655,1655,1655,1655,1655,1655,1655
前轮胎规格,255/45 R19,255/45 R19,255/40 R20,255/40 R20,255/45 R19,255/45 R19,255/40 R20,255/40 R20,255/40 R20
前方碰撞预警,●,●,●,●,●,●,●,●,●
前排座椅功能,,,,,,,,,
前悬架类型,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●
内置行车记录仪,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●
倒车车侧预警系统,-,-,-,-,-,-,-,-,-
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,
主动降噪,-,-,-,-,-,-,-,-,-
主动闭合式进气格栅,-,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,●,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,
中控屏幕尺寸,,,,,,,,,
中央差速器结构,-,-,待查,待查,-,-,待查,待查,待查
上市时间,2022.12,2022.12,2022.12,2022.12,2023.03,2023.03,2023.03,2023.04,2023.04
上坡辅助,●,●,●,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),7.9,7.9,8.5,8.7,7.9,7.9,8.5,8.5,8.7
USB/Type-C接口数量,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,○,●,●,●,○,●,●,●,●
ETC装置,○,○,○,○,○,○,○,○,○
AR实景导航,●,●,●,●,●,●,●,●,●
ABS防抱死,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,
220V/230V电源,-,-,-,-,-,-,-,-,-
