Feature,42954,46259,46260,46261
高度(mm),1505,1505,1505,1505
驾驶辅助影像,,-,,
驾驶模式切换,,,,
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车
驱动方式,前置前驱,前置前驱,前置前驱,前置前驱
陡坡缓降,-,-,-,-
长度(mm),5003,5003,5003,5003
长*宽*高(mm),5003*1868*1505,5003*1868*1505,5003*1868*1505,5003*1868*1505
钥匙类型,,,,
配气机构,DOHC,DOHC,DOHC,DOHC
道路救援呼叫,●,-,-,●
远程启动功能,,-,-,
远光灯光源,,,,
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,,
辅助驾驶等级,,-,-,
轴距(mm),2900,2900,2900,2900
轮圈材质,,,,
车门数(个),4,4,4,4
车门开启方式,平开门,平开门,平开门,平开门
车道居中保持,●,-,-,●
车道偏离预警系统,●,-,-,●
车道保持辅助系统,●,-,-,●
车载空气净化器,●,●,●,●
车载智能系统,,-,-,
车身结构_y,三厢车,三厢车,三厢车,三厢车
车身结构_x,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●
车联网,●,-,-,●
车窗防夹手功能,●,-,●,●
车窗一键升降功能,,-,,
车型名称,传祺GA8 2020款 390T 至尊版,传祺GA8 2020款 390T 尊享版,传祺GA8 2020款 390T 尊荣版,传祺GA8 2020款 390T 尊贵版
车前雾灯,-,-,-,-
车内环境氛围灯,,-,,
车内化妆镜,,,,
车内中控锁,●,●,●,●
车内PM2.5过滤装置,●,●,●,●
车体结构,承载式,承载式,承载式,承载式
负离子发生器,●,●,●,●
语音识别控制系统,,-,-,
触摸式阅读灯,●,●,●,●
行车电脑显示屏幕,,,,
蓝牙/车载电话,●,●,●,●
自适应远近光,●,-,-,●
自动驻车,●,●,●,●
自动泊车入位,●,-,-,-
自动头灯,●,-,●,●
能源类型,汽油,汽油,汽油,汽油
胎压监测功能,,,,
缺气保用轮胎,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金
缸体材料,铸铁,铸铁,铸铁,铸铁
级别,中大型车,中大型车,中大型车,中大型车
简称,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体
第二排座椅调节,-,-,-,-
空调温度控制方式,,,,
离去角(°),15,15,15,15
疲劳驾驶提示,-,-,-,-
电动座椅记忆功能,,-,,
电动后备厢,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●
燃油标号,95号,95号,95号,95号
