Feature,1005778,1005779,1005780,1005781
高度(mm),1875,1870,1875,1870
驱动方式,中置后驱,中置后驱,中置后驱,中置后驱
零胎压继续行驶,-,-,-,-
陡坡缓降,-,-,-,-
防紫外线玻璃,-,-,-,-
长度(mm),4550,4560,4550,4560
长*宽*高(mm),4550×1610×1875,4560×1610×1870,4550×1610×1875,4560×1610×1870
铝合金轮圈,-,-,-,-
配气机构,DOHC,DOHC,DOHC,DOHC
遮阳板化妆镜,-,-,-,-
遥控钥匙,-,-,-,-
道路救援呼叫,-,-,-,-
远光灯,卤素,卤素,卤素,卤素
进气形式,自然吸气,自然吸气,自然吸气,自然吸气
近光灯,卤素,卤素,卤素,卤素
运动风格座椅,-,-,-,-
运动外观套件,-,-,-,-
轴距(mm),3050,3050,3050,3050
转向辅助灯,-,-,-,-
转向头灯,-,-,-,-
车顶行李架,-,-,-,-
车门数(个),4,2,4,2
车载电视,-,-,-,-
车载冰箱,-,-,-,-
车身结构_y,货车,货车,货车,货车
车身结构_x,货车,货车,货车,货车
车身稳定控制(ESC/ESP/DSC等),-,-,-,-
车窗防夹手功能,-,-,-,-
车型名称,五菱荣光小卡 2017款 1.2L双排基本型LSI,五菱荣光小卡 2017款 1.2L单排基本型LSI,五菱荣光小卡 2017款 1.5L双排基本型L3C,五菱荣光小卡 2017款 1.5L单排基本型L3C
车内空气调节/花粉过滤,-,-,-,-
车内氛围灯,-,-,-,-
车内中控锁,-,-,-,-
车体结构,承载式,承载式,承载式,承载式
货箱尺寸(mm),2000x1520x325,2710x1520x325,2000x1520x325,2710x1520x325
行车电脑显示屏,-,-,-,-
行程(mm),-,-,-,-
蓝牙/车载电话,-,-,-,-
自适应远近光,-,-,-,-
自动驻车,-,-,-,-
自动头灯,-,-,-,-
膝部气囊,-,-,-,-
腰部支撑调节,-,-,-,-
能源类型,汽油,汽油,汽油,汽油
胎压监测装置,-,-,-,-
肩部支撑调节,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金
缸径(mm),-,-,-,-
缸体材料,未知,未知,未知,未知
级别,微卡,微卡,微卡,微卡
简称,5挡手动,5挡手动,5挡手动,5挡手动
第二排靠背角度调节,-,-,-,-
第二排座椅移动,-,-,-,-
第三排座椅,-,-,-,-
空调控制方式,-,-,-,-
空气悬架,-,-,-,-
皮质方向盘,-,-,-,-
电动座椅记忆,-,-,-,-
电动天窗,-,-,-,-
电动吸合门,-,-,-,-
电动后备厢,-,-,-,-
环保标准,国V,国V,国V,国V
牵引力控制(ASR/TCS/TRC等),-,-,-,-
燃油标号,92号,92号,92号,92号
燃料形式,汽油,汽油,汽油,汽油
温度分区控制,-,-,-,-
油箱容积(L),45,45,45,45
气缸数(个),4,4,4,4
气缸排列形式,L,L,L,L
每缸气门数(个),4,4,4,4
最高车速(km/h),120,120,120,135
最小离地间隙(mm),-,-,-,-
最大马力(Ps),82,82,107,107
最大载重质量(kg),-,-,-,-
最大扭矩转速(rpm),3600-4000,3600-4000,3600-4000,3600-4000
最大扭矩(N·m)_y,115,115,145,145
最大扭矩(N·m)_x,115,115,145,145
最大功率转速(rpm),5600,5600,5400,5400
最大功率(kW)_y,60.3,60.3,79,79
最大功率(kW)_x,60.3,60.3,79,79
无钥匙进入系统,-,-,-,-
无钥匙启动系统,-,-,-,-
方向盘调节,-,-,-,-
方向盘记忆,-,-,-,-
方向盘电动调节,-,-,-,-
方向盘换挡,-,-,-,-
方向盘加热,-,-,-,-
整车质保,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里
整备质量(kg),-,-,-,-
排量(mL),1206,1206,1485,1485
挡位个数,5,5,5,5
扬声器品牌,-,-,-,-
扬声器个数,2-3喇叭,2-3喇叭,2-3喇叭,2-3喇叭
感应雨刷,-,-,-,-
感应后备厢,-,-,-,-
座椅高低调节,-,-,-,-
座椅材料,织物,织物,织物,织物
座位数(个),5,2,5,2
并线辅助,-,-,-,-
工信部综合油耗(L/100km),-,-,-,-
宽度(mm),1610,1610,1610,1610
定速巡航,-,-,-,-
安全带未系提示,-,-,-,-
大灯高度可调,-,-,-,-
大灯清洗装置,-,-,-,-
多功能方向盘,-,-,-,-
外接音源接口,AUX,AUX,AUX,AUX
后风挡遮阳帘,-,-,-,-
后雨刷,-,-,-,-
后轮距(mm),1408,1408,1408,1408
后轮胎规格,175/70 R14,175/70 R14,175/75 R14,175/75 R14
后视镜记忆,-,-,-,-
后视镜电动调节,-,-,-,-
后视镜电动折叠,-,-,-,-
后视镜加热,-,-,-,-
后桥限滑差速器/差速锁,-,-,-,-
后排车门开启方式,平开门,-,平开门,-
后排独立空调,-,-,-,-
后排液晶屏,-,-,-,-
后排杯架,-,-,-,-
后排座椅电动调节,-,-,-,-
后排座椅放倒方式,-,-,-,-
后排侧隐私玻璃,-,-,-,-
后排侧遮阳帘,-,-,-,-
后悬架类型,纵置钢板弹簧,纵置钢板弹簧,纵置钢板弹簧,纵置钢板弹簧
后座出风口,-,-,-,-
后制动器类型,鼓式,鼓式,鼓式,鼓式
可变转向比,-,-,-,-
可变悬架,-,-,-,-
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,5挡手动,5挡手动,5挡手动,5挡手动
发动机电子防盗,-,-,-,-
发动机型号,LSI,LSI,L3C,L3C
发动机启停技术,-,-,-,-
发动机,1.2L 82马力 L4,1.2L 82马力 L4,1.5L 107马力 L4,1.5L 107马力 L4
压缩比,10.2,10.2,10.2,10.2
厂商指导价(元),3.79万,3.46万,4.09万,3.71万
厂商,上汽通用五菱,上汽通用五菱,上汽通用五菱,上汽通用五菱
助力类型,无助力,无助力,无助力,无助力
前雾灯,-,-,-,-
前轮距(mm),1386,1386,1386,1386
前轮胎规格,175/70 R14,175/70 R14,175/75 R14,175/75 R14
前桥限滑差速器/差速锁,-,-,-,-
前悬架类型,麦弗逊式独立悬挂,麦弗逊式独立悬挂,麦弗逊式独立悬挂,麦弗逊式独立悬挂
前制动器类型,盘式,盘式,盘式,盘式
前/后驻车雷达,-,-,-,-
前/后电动车窗,-,-,-,-
前/后排座椅通风,-,-,-,-
前/后排座椅按摩,-,-,-,-
前/后排座椅加热,-,-,-,-
前/后排头部气囊(气帘),-,-,-,-
前/后排侧气囊,-,-,-,-
前/后中央扶手,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-
制动力分配(EBD/CBC等),-,-,-,-
内/外后视镜自动防眩目,-,-,-,-
全景摄像头,-,-,-,-
全景天窗,-,-,-,-
倒车视频影像,-,-,-,-
侧滑门,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷
主/副驾驶座电动调节,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-
中控台彩色大屏,-,-,-,-
中央差速器锁止功能,-,-,-,-
上市时间,-,-,-,-
上坡辅助,-,-,-,-
LED日间行车灯,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-
GPS导航系统,-,-,-,-
CD/DVD,-,-,-,-
ABS防抱死,-,-,-,-
220V/230V电源,-,-,-,-
