Feature,58002,58003
高度(mm),1938,1938
驾驶辅助影像,,
驾驶模式切换,,
驻车制动类型,电子驻车,电子驻车
驱动电机数,单电机,单电机
驱动方式,后置后驱,后置后驱
面部识别,-,-
隐藏电动门把手,-,-
陡坡缓降,-,-
限滑差速器/差速锁,-,-
长度(mm),5225,5225
长*宽*高(mm),5225*1980*1938,5225*1980*1938
钥匙类型,,
配气机构,-,-
道路救援呼叫,-,-
道路交通标识识别,-,-
远程启动功能,-,-
远光灯光源,,
进气形式,-,-
近光灯光源,,
运动风格座椅,-,-
运动外观套件,-,-
轴距(mm),3198,3198
轮圈材质,,
转向辅助灯,-,-
转向头灯,-,-
车顶行李架,-,-
车门数(个),5,5
车门开启方式,平开门+侧滑门,平开门+侧滑门
车道偏离预警系统,●,●
车道保持辅助系统,-,-
车载空气净化器,-,-
车载智能系统,,
车载冰箱,-,-
车载CD/DVD,-,-
车身结构_y,MPV,MPV
车身结构_x,5门7座MPV,5门7座MPV
车身稳定控制(ESC/ESP/DSC等),●,●
车联网,●,●
车窗防夹手功能,●,●
车窗一键升降功能,,
车型名称,上汽大通MAXUS MIFA氢 2022款 豪华版,上汽大通MAXUS MIFA氢 2022款 旗舰版
车前雾灯,-,-
车内香氛装置,-,-
车内环境氛围灯,-,
车内化妆镜,,
车内中控锁,●,●
车内PM2.5过滤装置,-,-
车体结构,承载式,承载式
负离子发生器,-,-
语音识别控制系统,,
触摸式阅读灯,-,-
被动行人保护,-,-
行车电脑显示屏幕,,
行李厢12V电源接口,-,-
蓝牙/车载电话,●,●
自适应远近光,-,-
自动驻车,●,●
自动泊车入位,-,-
自动头灯,●,●
膝部气囊,-,-
能源类型,氢燃料,氢燃料
胎压监测功能,,
缺气保用轮胎,-,-
缸盖材料,-,-
缸体材料,-,-
级别,中大型MPV,中大型MPV
简称,电动车单速变速箱,电动车单速变速箱
第二排独立座椅,●,●
第二排座椅调节,,
第二排座椅电动调节,-,-
第二排座椅功能,-,-
空调温度控制方式,,
空气悬架,-,-
离去角(°),16,16
百公里耗电量(kWh/100km),-,-
疲劳驾驶提示,-,-
电芯品牌,上汽时代,上汽时代
电磁感应悬架,-,-
电池能量(kWh),-,-
电池组质保,待查,待查
电池类型,三元锂电池,三元锂电池
电池冷却方式,液冷,液冷
电机类型,永磁/同步,永磁/同步
电机布局,后置,后置
电动机总扭矩(N·m),310,310
电动机总功率(kW),150,150
电动机总功率(Ps),204,204
