Feature,17036,17037,19448,21321,21322,25887,25888,25889,25890,33851,33852,34698
高度(mm),1889,1889,1889,1889,1889,1890,1890,1890,1890,1890,1890,1980
驻车制动类型,脚刹,脚刹,脚刹,脚刹,脚刹,脚刹,脚刹,脚刹,脚刹,脚刹,脚刹,脚刹
驱动方式,前置四驱,前置四驱,前置四驱,前置后驱,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱
零胎压继续行驶,-,-,-,-,-,-,-,-,-,-,-,-
陡坡缓降,●,●,●,●,●,-,-,-,-,-,-,-
防紫外线玻璃,●,●,●,●,●,●,●,●,●,●,●,●
长度(mm),5300,5700,5700,5300,5700,5179,5697,5179,5697,5179,5700,5941
长*宽*高(mm),5300*2032*1889,5700*2032*1889,5700*2032*1889,5300*2032*1889,5700*2032*1889,5179*2045*1890,5697*2045*1890,5179*2045*1890,5697*2045*1890,5179*2045*1890,5700*2045*1890,5941*2045*1980
铝合金轮圈,●,●,●,●,●,●,●,●,●,●,●,●
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
遮阳板化妆镜,-,-,-,-,-,●,●,●,●,●,●,●
遥控钥匙,●,●,●,-,-,●,●,●,●,●,●,●
道路救援呼叫,●,●,●,-,-,-,-,-,-,●,●,-
远程启动,-,-,-,-,-,-,-,-,-,-,-,●
远光灯,卤素,卤素,卤素,卤素,卤素,卤素,卤素,氙气,氙气,氙气,氙气,卤素
进气形式,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气
近光灯,氙气,氙气,氙气,卤素,卤素,卤素,卤素,氙气,氙气,氙气,氙气,氙气
运动风格座椅,-,-,-,-,-,●,●,●,●,●,●,-
运动外观套件,-,-,-,-,-,-,-,-,-,-,-,-
轴距(mm),3302,3302,3302,3302,3302,2946,3302,2946,3302,2946,3302,3708
转向辅助灯,●,●,●,●,●,●,●,●,●,●,●,●
转向头灯,-,-,-,-,-,-,-,-,-,-,-,●
车顶行李架,●,●,●,●,●,●,●,●,●,●,●,-
车门数(个),5,5,5,5,5,5,5,5,5,5,5,4
车道偏离预警系统,●,●,●,●,●,●,●,●,●,●,●,-
车载空气净化器,-,-,-,-,-,-,-,-,-,-,-,-
车载电视,-,-,-,-,-,-,-,-,-,-,-,●
车载冰箱,●,●,●,-,-,-,-,-,-,-,-,●
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门7座SUV,5门7座SUV,5门7座SUV,5门7座SUV,5门7座SUV,5门7座SUV,5门7座SUV,5门7座SUV,5门7座SUV,5门7座SUV,5门7座SUV,4门6座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●,●,●,●
车联网,-,-,-,-,-,-,-,-,-,●,●,●
车窗防夹手功能,●,●,●,●,●,●,●,●,●,●,●,●
车窗一键升降,-,-,-,-,-,-,-,-,-,全车,全车,全车
