Feature,35085,37694
高度(mm),1194,1196
驻车制动类型,电子驻车,电子驻车
驱动方式,中置后驱,中置后驱
长度(mm),4604,4604
长*宽*高(mm),4604*1930*1194,4604*1930*1196
配气机构,DOHC,DOHC
进气形式,双涡轮增压,双涡轮增压
轴距(mm),2670,2670
车顶行李架,-,-
车门数(个),2,2
车载空气净化器,-,-
车身结构_y,硬顶跑车,硬顶敞篷车
车身结构_x,2门2座硬顶跑车,2门2座硬顶敞篷车
车联网,-,-
车型名称,迈凯伦600LT 2018款 3.8T Coupe,迈凯伦600LT 2019款 3.8T Spider
车体结构,承载式,承载式
行程(mm),-,-
行李厢容积(L),150,150
自适应远近光,-,-
能源类型,汽油,汽油
缸盖材料,铝合金,铝合金
缸径(mm),-,-
缸体材料,铝合金,铝合金
级别,跑车,跑车
简称,7挡双离合,7挡双离合
第二排独立座椅,-,-
疲劳驾驶提示,-,-
电磁感应悬架,-,-
环保标准,欧VI,欧VI
燃油标号,95号,95号
燃料形式,汽油,汽油
油箱容积(L),72,72
气缸数(个),8,8
气缸排列形式,V,V
每缸气门数(个),4,4
最高车速(km/h),328,324
最小离地间隙(mm),-,-
最大马力(Ps),600,600
最大扭矩转速(rpm),5500-6500,5500-6500
最大扭矩(N·m)_y,620,620
最大扭矩(N·m)_x,620,620
最大功率转速(rpm),7500,7500
最大功率(kW)_y,441,441
最大功率(kW)_x,441,441
方向盘记忆,-,-
整车质保,三年不限公里,三年不限公里
整备质量(kg),1247,1297
排量(mL),3799,3799
挡位个数,7,7
感应后备厢,-,-
座位数(个),2,2
工信部综合油耗(L/100km),-,12.2
宽度(mm),1930,1930
实测油耗(L/100km),-,-
实测100-0km/h制动(m),-,-
实测0-100km/h加速(s),-,-
官方0-100km/h加速(s),2.9,2.9
备胎规格,无,无
后轮距(mm),-,-
后轮胎规格,285/35 R20,285/35 R20
后悬架类型,双横臂式独立悬架,双横臂式独立悬架
后制动器类型,陶瓷通风盘式,陶瓷通风盘式
变速箱类型,双离合变速箱(DCT),双离合变速箱(DCT)
变速箱,7挡双离合,7挡双离合
发动机特有技术,-,-
发动机型号,M838TE,M838TE
发动机,3.8T 600马力 V8,3.8T 600马力 V8
压缩比,-,-
厂商指导价(元),292.30万,319.50万
厂商,迈凯伦,迈凯伦
助力类型,电子液压助力,电子液压助力
副驾驶位后排可调节按钮,-,-
前轮距(mm),-,-
前轮胎规格,225/35 R19,225/35 R19
前悬架类型,双横臂式独立悬架,双横臂式独立悬架
前大灯雨雾模式,-,-
前制动器类型,陶瓷通风盘式,陶瓷通风盘式
内置行车记录仪,-,-
全液晶仪表盘,-,-
供油方式,直喷,直喷
主动降噪,-,-
上市时间,2018.06,2019.04
220V/230V电源,-,-
