Feature,33798,33799
高度(mm),1992,1992
驻车制动类型,脚刹,脚刹
驱动方式,前置四驱,前置四驱
零胎压继续行驶,-,-
陡坡缓降,●,●
防紫外线玻璃,-,-
长度(mm),5910,5910
长*宽*高(mm),5910*2192*1992,5910*2192*1992
铝合金轮圈,●,●
配气机构,DOHC,DOHC
遮阳板化妆镜,●,●
遥控钥匙,●,●
道路救援呼叫,-,-
远程启动,-,●
远光灯,氙气,氙气
进气形式,双涡轮增压,双涡轮增压
近光灯,氙气,氙气
运动风格座椅,●,●
运动外观套件,-,-
轴距(mm),3708,3708
转向辅助灯,-,-
转向头灯,-,-
车顶行李架,-,-
车门数(个),4,4
车道偏离预警系统,-,●
车载空气净化器,-,-
车载电视,-,-
车载冰箱,-,-
车身结构_y,皮卡,皮卡
车身结构_x,4门5座皮卡,4门5座皮卡
车身稳定控制(ESC/ESP/DSC等),●,●
车联网,-,-
车窗防夹手功能,●,●
车窗一键升降,前排,前排
车型名称,福特F-150 2018款 3.5T 猛禽性能版,福特F-150 2018款 3.5T 猛禽性能劲化版
车内空气调节/花粉过滤,-,-
车内氛围灯,-,●
车内中控锁,●,●
车体结构,非承载式,非承载式
行车电脑显示屏,●,●
行程(mm),-,-
行李厢容积(L),-,-
蓝牙/车载电话,●,●
自适应远近光,-,●
自适应巡航,-,●
自动驻车,-,-
自动泊车入位,-,-
自动头灯,●,●
膝部气囊,-,-
腰部支撑调节,●,●
能源类型,汽油,汽油
胎压监测装置,●,●
肩部支撑调节,-,-
缸盖材料,铝合金,铝合金
缸径(mm),-,-
缸体材料,铝合金,铝合金
级别,皮卡,皮卡
简称,10挡手自一体,10挡手自一体
第二排靠背角度调节,-,-
第二排独立座椅,-,-
第二排座椅移动,-,-
第三排座椅,-,-
空调控制方式,手动●,自动●
空气悬架,-,-
皮质方向盘,●,●
疲劳驾驶提示,-,-
电磁感应悬架,-,-
电动座椅记忆,●,●
电动天窗,-,-
电动吸合门,-,-
电动后备厢,-,-
环保标准,国V,国V
牵引力控制(ASR/TCS/TRC等),●,●
燃油标号,92号,92号
燃料形式,汽油,汽油
温度分区控制,-,●
流媒体车内后视镜,-,-
油箱容积(L),136,136
气缸数(个),6,6
气缸排列形式,V,V
每缸气门数(个),4,4
最高车速(km/h),-,-
最小离地间隙(mm),-,-
最大马力(Ps),422,422
最大扭矩转速(rpm),3750,3750
最大扭矩(N·m)_y,678,678
最大扭矩(N·m)_x,678,678
最大功率转速(rpm),6000,6000
最大功率(kW)_y,310,310
最大功率(kW)_x,310,310
无钥匙进入系统,●,●
无钥匙启动系统,-,●
方向盘调节,上下+前后调节,上下+前后调节
方向盘记忆,-,●
方向盘电动调节,-,●
方向盘换挡,●,●
方向盘加热,-,●
整车质保,待查,待查
