Feature,44835,46629,51870
高度(mm),1745,1745,1770
驾驶辅助影像,,,
驾驶模式切换,,,-
驻车制动类型,脚刹,脚刹,电子驻车
驱动电机数,-,-,-
驱动方式,前置前驱,前置四驱,前置四驱
面部识别,-,-,-
隐藏电动门把手,-,-,-
陡坡缓降,-,-,-
限滑差速器/差速锁,-,-,-
长度(mm),5094,5094,5034
长*宽*高(mm),5094*1960*1745,5094*1960*1745,5034*1981*1770
钥匙类型,,,
配气机构,DOHC,DOHC,DOHC
道路救援呼叫,-,-,●
道路交通标识识别,-,-,●
远程启动功能,-,-,
远光灯光源,,,
进气形式,机械增压,机械增压,自然吸气
近光灯光源,,,
运动风格座椅,-,-,-
运动外观套件,-,-,-
轴距(mm),2900,2900,2900
轮圈材质,,,
转向辅助灯,-,-,-
转向头灯,-,-,-
车顶行李架,●,●,●
车门数(个),5,5,5
车道偏离预警系统,-,●,●
车道保持辅助系统,-,●,●
车载空气净化器,-,●,●
车载冰箱,-,-,-
车载CD/DVD,,,-
车身结构_y,SUV,SUV,SUV
车身结构_x,5门7座SUV,5门7座SUV,5门6座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●
车联网,-,-,●
车窗防夹手功能,●,●,●
车窗一键升降功能,,,
车型名称,英菲尼迪QX60(进口) 2020款 2.5 S/C Hybrid 两驱卓越版,英菲尼迪QX60(进口) 2020款 2.5 S/C Hybrid 四驱全能版,英菲尼迪QX60(进口) 2022款 3.5L V6 Autograph AWD 美国版
车前雾灯,,,-
车内香氛装置,-,-,-
车内环境氛围灯,-,-,
车内化妆镜,,,
车内中控锁,●,●,●
车内PM2.5过滤装置,●,●,●
车体结构,承载式,承载式,承载式
负离子发生器,-,●,-
语音识别控制系统,,,
触摸式阅读灯,-,-,-
被动行人保护,-,-,-
行车电脑显示屏幕,,,
行李厢12V电源接口,●,●,●
蓝牙/车载电话,●,●,●
自适应远近光,-,●,●
自动驻车,-,-,●
自动泊车入位,-,-,-
自动头灯,●,●,●
膝部气囊,-,-,-
能源类型,油电混合,油电混合,汽油
胎压监测功能,,,
缺气保用轮胎,-,-,-
缸盖材料,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金
级别,中大型SUV,中大型SUV,中大型SUV
简称,CVT无级变速(模拟7挡),CVT无级变速(模拟7挡),9挡手自一体
第二排独立座椅,-,-,●
第二排座椅调节,,,
第二排座椅电动调节,-,-,-
第二排座椅功能,-,,
空调温度控制方式,,,
空气悬架,-,-,-
百公里耗电量(kWh/100km),-,-,-
疲劳驾驶提示,-,-,-
电磁感应悬架,-,-,-
电池能量(kWh),-,-,-
电池组质保,待查,待查,-
电池类型,-,-,-
电机类型,-,-,-
电机布局,-,-,-
电动机总扭矩(N·m)_y,160,160,-
电动机总扭矩(N·m)_x,160,160,-
电动机总功率(kW)_y,15,15,-
电动机总功率(kW)_x,15,15,-
电动机(Ps),20,20,-
电动扰流板,-,-,-
电动座椅记忆功能,,,
电动吸合车门,-,-,-
电动后备厢位置记忆,●,●,●
电动后备厢,●,●,●
环保标准_y,国VI,国VI,-
环保标准_x,国VI,国VI,-
牵引力控制(ASR/TCS/TRC等),●,●,●
燃油标号,92号,92号,95号
燃料形式,油电混合,油电混合,汽油
灯光特色功能,-,-,-
温度分区控制,●,●,●
液晶仪表尺寸,-,-,
油箱容积(L),74,74,70
气缸数(个),4,4,6
气缸排列形式,L,L,V
每缸气门数(个),4,4,4
最高车速(km/h),-,-,-
最大马力(Ps),234,231,299
最大满载质量(kg),2751,2751,-
最大扭矩转速(rpm),3600,3600,4800
最大扭矩(N·m),330,329,366
最大功率转速(rpm),5600,5600,6400
最大功率(kW),172,170,220
最大净功率(kW),172,170,-
无钥匙进入功能,,,
无钥匙启动系统,●,●,●
方向盘记忆,●,●,●
方向盘材质,,,
方向盘换挡,-,-,●
方向盘加热,-,-,●
方向盘位置调节,,,
整车质保,四年或10万公里,四年或10万公里,四年或6万英里
整备质量(kg),2104,2195,2112
整体主动转向系统,-,-,-
排量(mL),2488,2488,3498
换挡形式,,,-
挡位个数,7,7,9
扬声器数量,,,
扬声器品牌名称,,,
手机无线充电功能,-,-,
手机互联/映射,-,-,
手势控制,-,-,-
慢充时间(小时),-,-,-
感应雨刷功能,,,
感应后备厢,-,●,●
快充电量(%),-,-,-
快充时间(小时),-,-,-
座椅材质,,,
座椅布局,,,
座位数(个),7,7,6
并线辅助,-,●,●
巡航系统,,,
导航路况信息显示,-,-,●
宽度(mm),1960,1960,1981
官方0-100km/h加速(s),-,-,-
安全带未系提醒,,,-
天窗类型,,,
大灯高度可调,●,●,●
大灯清洗装置,●,●,-
大灯延时关闭,●,●,●
多层隔音玻璃,,,-
多媒体/充电接口,,,
多功能方向盘,●,●,●
外后视镜功能,,,
备胎规格,非全尺寸,非全尺寸,无
四驱形式,-,适时四驱,适时四驱
后风挡遮阳帘,-,-,-
后雨刷,●,●,●
后轮距(mm),1670,1670,1699
后轮胎规格,235/55 R20,235/55 R20,255/50 R20
后排独立空调,●,●,●
后排液晶屏幕,-,,-
后排杯架,●,●,●
后排控制多媒体,-,-,-
后排座椅电动放倒,-,-,●
后排座椅放倒形式,,,
后排小桌板,-,-,-
后排侧隐私玻璃,●,●,●
后排侧窗遮阳帘,-,-,
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●
后备厢容积(L),447-2144,447-2144,411-2135
后制动器类型,通风盘式,通风盘式,通风盘式
可变转向比,-,-,-
可变悬架功能,-,-,-
可加热喷水嘴,-,-,-
变速箱类型,无级变速箱(CVT),无级变速箱(CVT),手自一体变速箱(AT)
变速箱,CVT无级变速(模拟7挡),CVT无级变速(模拟7挡),9挡手自一体
发动机电子防盗,●,●,●
发动机特有技术,连续可变气门正时控制系统,连续可变气门正时控制系统,连续可变气门正时控制系统
发动机最大扭矩(N·m),330,329,366
发动机最大功率(kW),172,170,220
发动机布局,横置,横置,横置
发动机型号,QR25,QR25,VQ35
发动机启停技术,-,-,●
发动机,2.5T 234马力 L4,2.5T 231马力 L4,3.5L 299马力 V6
厂商指导价(元),47.98万,56.98万,0.00万
厂商,英菲尼迪(进口),英菲尼迪(进口),英菲尼迪(进口)
卫星导航系统,●,●,●
助力类型,电子液压助力,电子液压助力,电动助力
加热/制冷杯架,-,-,-
副驾驶位后排可调节按钮,-,-,-
副座椅调节方式,,,
前轮距(mm),1670,1670,1699
前轮胎规格,235/55 R20,235/55 R20,255/50 R20
前电动机最大扭矩(N·m),160,160,-
前电动机最大功率(kW),15,15,-
前排座椅功能,,,
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●
制动力分配(EBD/CBC等),●,●,●
内置行车记录仪,-,-,-
内后视镜功能,,,
全液晶仪表盘,-,-,●
倒车车侧预警系统,-,●,●
供油方式,多点电喷,多点电喷,直喷
主座椅调节方式,,,
主动降噪,●,●,-
主动闭合式进气格栅,-,-,-
主动刹车/主动安全系统,-,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,
中控屏幕尺寸,,,
中央差速器结构,-,多片离合器,多片离合器
上市时间,2020.04,2020.07,-
上坡辅助,●,●,●
USB/Type-C接口数量,,,
OTA升级,-,-,-
NEDC综合油耗(L/100km),7.9,8.7,10.7
LED日间行车灯,●,●,●
ISOFIX儿童座椅接口,●,●,●
HUD抬头数字显示,-,-,●
ABS防抱死,●,●,●
220V/230V电源,-,-,●
