Feature,1009249,1009250,1009264,1009265,1009266,1009267,1009268,1009269,1009270,1009271,1009900,1009901
高度(mm),2080,2080,2260,2260,2260,2260,1980,1980,1980,1980,2080,2080
驾驶辅助影像,,,,,,,,,,,,
驱动电机数,单电机,单电机,单电机,单电机,单电机,单电机,单电机,单电机,单电机,单电机,单电机,单电机
驱动方式,后置后驱,后置后驱,后置后驱,后置后驱,后置后驱,后置后驱,后置后驱,后置后驱,后置后驱,后置后驱,后置后驱,后置后驱
陡坡缓降,-,-,-,-,-,-,-,-,-,-,-,-
限滑差速器/差速锁,-,-,-,-,-,-,-,-,-,-,-,-
长度(mm),5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200
长*宽*高(mm),5200×1700×2080,5200×1700×2080,5200×1700×2260,5200×1700×2260,5200×1700×2260,5200×1700×2260,5200×1700×1980,5200×1700×1980,5200×1700×1980,5200×1700×1980,5200×1700×2080,5200×1700×2080
钥匙类型,,,,,,,,,,,,
道路救援呼叫,-,-,-,-,-,-,-,-,-,-,-,-
远光灯光源,,,,,,,,,,,,
近光灯光源,,,,,,,,,,,,
运动风格座椅,-,-,-,-,-,-,-,-,-,-,-,-
运动外观套件,-,-,-,-,-,-,-,-,-,-,-,-
轴距(mm),2890,2890,2890,2890,2890,2890,2890,2890,2890,2890,2890,2890
轮圈材质,,,,,,,,,,,,
转向辅助灯,-,-,-,-,-,-,-,-,-,-,-,-
转向头灯,-,-,-,-,-,-,-,-,-,-,-,-
车顶行李架,-,-,-,-,-,-,-,-,-,-,-,-
车门数(个),4,4,4,4,4,4,4,4,4,4,4,4
车载电视,-,-,-,-,-,-,-,-,-,-,-,-
车载冰箱,-,-,-,-,-,-,-,-,-,-,-,-
车载CD/DVD,-,-,-,-,-,-,-,-,-,-,-,-
车身结构_y,客车,客车,货车,货车,货车,货车,货车,货车,货车,货车,货车,货车
车身结构_x,客车,客车,货车,货车,货车,货车,货车,货车,货车,货车,货车,货车
车身稳定控制(ESC/ESP/DSC等),-,-,-,-,-,-,-,-,-,-,-,-
车窗防夹手功能,●,●,●,●,●,●,●,●,●,●,●,●
车型名称,开沃D10 2020款 纯电动客车50.23kWh,开沃D10 2020款 纯电动客车52.48kWh,开沃D10 2020款 电动厢式运输车高顶49.2kWh,开沃D10 2020款 电动厢式运输车高顶52.48kWh,开沃D10 2020款 电动厢式运输车高顶50.23kWh,开沃D10 2020款 电动厢式运输车高顶48.6kWh,开沃D10 2020款 电动厢式运输车低顶49.2kWh,开沃D10 2020款 电动厢式运输车低顶52.48kWh,开沃D10 2020款 电动厢式运输车低顶50.23kWh,开沃D10 2020款 电动厢式运输车低顶48.6kWh,开沃D10 2020款 电动厢式运输车中顶50.23kWh,开沃D10 2020款 电动厢式运输车中顶48.6kWh
车前雾灯,,,,,,,,,,,,
车内环境氛围灯,-,-,-,-,-,-,-,-,-,-,-,-
车内化妆镜,-,-,-,-,-,-,-,-,-,-,-,-
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
货箱尺寸(mm),-,-,-,-,-,-,-,-,-,-,-,-
行车电脑显示屏幕,-,-,-,-,-,-,-,-,-,-,-,-
蓝牙/车载电话,-,-,-,-,-,-,-,-,-,-,-,-
自适应远近光,-,-,-,-,-,-,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-,-,-,-,-,-,-
自动头灯,-,-,-,-,-,-,-,-,-,-,-,-
膝部气囊,-,-,-,-,-,-,-,-,-,-,-,-
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,-,-,-,-,-,-,-,-,-,-,-,-
