Feature,61564,61565,61566
高度(mm),1725,1725,1725
驾驶辅助影像,-,-,-
驾驶模式切换,-,-,-
驻车制动类型,电子驻车,电子驻车,电子驻车
驱动电机数,单电机,单电机,单电机
驱动方式,前置前驱,前置前驱,前置前驱
首任车主质保政策,-,-,-
面部识别,-,-,-
隐藏电动门把手,-,-,-
陡坡缓降,-,-,-
限滑差速器/差速锁,-,-,-
长度(mm),4758,4758,4758
长*宽*高(mm),4758*1895*1725,4758*1895*1725,4758*1895*1725
钥匙类型,-,-,-
配气机构,DOHC,DOHC,DOHC
道路救援呼叫,-,-,-
道路交通标识识别,-,-,-
远程启动功能,-,-,-
远光灯光源,-,-,-
进气形式,涡轮增压,涡轮增压,自然吸气
近光灯光源,-,-,-
运动风格座椅,-,-,-
运动外观套件,-,-,-
轴距(mm),2800,2800,2800
轮圈材质,-,-,-
转向辅助灯,-,-,-
转向头灯,-,-,-
车顶行李架,-,-,-
车门数(个),5,5,5
车门开启方式,平开门,平开门,平开门
车道偏离预警系统,-,-,-
车道保持辅助系统,-,-,-
车载空气净化器,-,-,-
车载冰箱,-,-,-
车载CD/DVD,-,-,-
车身结构_y,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),-,-,-
车联网,-,-,-
车窗防夹手功能,-,-,-
车窗一键升降功能,-,-,-
车型名称,枭龙MAX 2023款 1.5T DHT-PHEV 基本型 磷酸铁锂,枭龙MAX 2023款 1.5T DHT-PHEV 基本型 三元锂,枭龙MAX 2023款 1.5L DHT-PHEV 基本型 三元锂
车前雾灯,-,-,-
车内香氛装置,-,-,-
车内环境氛围灯,-,-,-
车内化妆镜,-,-,-
车内中控锁,-,-,-
车内PM2.5过滤装置,-,-,-
车体结构,承载式,承载式,承载式
负离子发生器,-,-,-
语音识别控制系统,-,-,-
触摸式阅读灯,-,-,-
被动行人保护,-,-,-
行车电脑显示屏幕,-,-,-
行李厢12V电源接口,-,-,-
蓝牙/车载电话,-,-,-
自适应远近光,-,-,-
自动驻车,-,-,-
自动泊车入位,-,-,-
自动头灯,-,-,-
膝部气囊,-,-,-
能源类型,插电式混合动力,插电式混合动力,插电式混合动力
胎压监测功能,-,-,-
缺气保用轮胎,-,-,-
缸盖材料,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV
简称,2挡DHT,2挡DHT,2挡DHT
第二排独立座椅,-,-,-
第二排座椅调节,-,-,-
第二排座椅电动调节,-,-,-
第二排座椅功能,-,-,-
空调温度控制方式,-,-,-
空气悬架,-,-,-
离去角(°),25,25,25
百公里耗电量(kWh/100km),-,-,-
疲劳驾驶提示,-,-,-
电芯品牌,蜂巢能源,蜂巢能源/国轩高科,国轩高科
电磁感应悬架,-,-,-
电池能量(kWh),-,-,-
电池组质保,-,-,-
电池类型,磷酸铁锂电池,三元锂电池,三元锂电池
电池冷却方式,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置
电动机总扭矩(N·m),-,-,-
电动机总功率(kW),-,-,-
电动机总功率(Ps),-,-,-
电动机(Ps),-,-,-
电动扰流板,-,-,-
电动座椅记忆功能,-,-,-
电动吸合车门,-,-,-
电动后备厢位置记忆,-,-,-
电动后备厢,-,-,-
环保标准_y,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),-,-,-
燃油标号,92号,92号,92号
燃料形式,插电式混合动力,插电式混合动力,插电式混合动力
灯光特色功能,-,-,-
温度分区控制,-,-,-
液晶仪表尺寸,-,-,-
油箱容积(L),-,-,-
气缸数(个),4,4,4
气缸排列形式,L,L,L
每缸气门数(个),4,4,4
最高车速(km/h),180,180,180
最大马力(Ps),154,154,116
最大满载质量(kg),2265,2345,2405
最大扭矩转速(rpm),-,-,-
最大扭矩(N·m)_y,-,-,-
最大扭矩(N·m)_x,-,-,-
最大功率转速(rpm),-,-,-
最大功率(kW)_y,113,113,85
最大功率(kW)_x,-,-,-
最大净功率(kW),110,110,80
无钥匙进入功能,-,-,-
无钥匙启动系统,-,-,-
方向盘记忆,-,-,-
方向盘材质,-,-,-
方向盘换挡,-,-,-
方向盘加热,-,-,-
方向盘位置调节,-,-,-
整车质保,-,-,-
整备质量(kg),1840,1920,1980
整体主动转向系统,-,-,-
接近角(°),20,20,20
排量(mL),1499,1499,1498
挡位个数,2,2,2
扬声器数量,-,-,-
扬声器品牌名称,-,-,-
手机无线充电功能,-,-,-
手机互联/映射,-,-,-
手势控制,-,-,-
慢充时间(小时)_y,-,-,-
慢充时间(小时)_x,-,-,-
感应雨刷功能,-,-,-
感应后备厢,-,-,-
快充电量百分比,-,-,-
快充电量(%),-,-,-
快充时间(小时)_y,-,-,-
快充时间(小时)_x,-,-,-
快充功能,-,-,-
座椅材质,-,-,-
座位数(个),5,5,5
并线辅助,-,-,-
巡航系统,-,-,-
导航路况信息显示,-,-,-
宽度(mm),1895,1895,1895
官方0-100km/h加速(s),-,-,-
安全带未系提醒,-,-,-
天窗类型,-,-,-
大灯高度可调,-,-,-
大灯清洗装置,-,-,-
大灯延时关闭,-,-,-
多层隔音玻璃,-,-,-
多媒体/充电接口,-,-,-
多功能方向盘,-,-,-
外后视镜功能,-,-,-
备胎规格,待查,待查,待查
四驱形式,-,-,-
后风挡遮阳帘,-,-,-
后雨刷,-,-,-
后轮距(mm),1630,1630,1630
后轮胎规格,235/55 R19,235/55 R19,235/55 R19
后排独立空调,-,-,-
后排液晶屏幕,-,-,-
后排杯架,-,-,-
后排控制多媒体,-,-,-
后排座椅电动放倒,-,-,-
后排座椅放倒形式,-,-,-
后排小桌板,-,-,-
后排侧隐私玻璃,-,-,-
后排侧窗遮阳帘,-,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,-,-,-
后备厢容积(L),-,-,-
后制动器类型,盘式,盘式,盘式
可变转向比,-,-,-
可变悬架功能,-,-,-
可加热喷水嘴,-,-,-
变速箱类型,混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT)
变速箱,2挡DHT,2挡DHT,2挡DHT
发动机电子防盗,-,-,-
发动机布局,横置,横置,横置
发动机型号,GW4B15D,GW4B15D,GW4B15H
发动机启停技术,-,-,-
发动机,1.5T 154马力 L4,1.5T 154马力 L4,1.5L 116马力 L4
厂商指导价(元),0.00万,0.00万,0.00万
厂商,长城汽车,长城汽车,长城汽车
卫星导航系统,-,-,-
