Feature,60268,62690
高度(mm),1930,2034
驾驶辅助影像,,
驾驶模式切换,,
驻车制动类型,电子驻车,电子驻车
驱动电机数,四电机,四电机
驱动方式,前置四驱,前置四驱
首任车主质保政策,-,-
面部识别,-,-
隐藏电动门把手,●,●
陡坡缓降,●,●
限滑差速器/差速锁,-,-
长度(mm),5319,5259
长*宽*高(mm),5319*2050*1930,5259*2095*2034
钥匙类型,,
配气机构,DOHC,DOHC
道路救援呼叫,-,-
道路交通标识识别,-,-
透明底盘/540度影像,●,●
远程启动功能,,
远光灯光源,,
进气形式,涡轮增压,涡轮增压
近光灯光源,,
运动风格座椅,-,-
运动外观套件,-,-
轴距(mm),3050,3050
轮圈材质,,
转向辅助灯,-,-
转向头灯,-,-
车顶行李架,-,-
车门数(个),-,-
车道偏离预警系统,-,-
车道保持辅助系统,-,-
车载空气净化器,●,●
车载智能系统,,
车载冰箱,●,●
车载CD/DVD,-,-
车身结构_y,-,-
车身结构_x,-,-
车身稳定控制(ESC/ESP/DSC等),●,●
车联网,●,●
车窗防夹手功能,●,●
车窗一键升降功能,,
车型名称,2023款 豪华版,2023款 越野玩家版
车前雾灯,-,-
车内香氛装置,●,●
车内环境氛围灯,,
车内化妆镜,-,-
车内中控锁,●,●
车内PM2.5过滤装置,●,●
车侧脚踏板,,
车体结构,非承载式,非承载式
超声波雷达数量,,-
负离子发生器,●,●
语音识别控制系统,-,-
触摸式阅读灯,-,-
被动行人保护,-,-
行车电脑显示屏幕,,
行李厢12V电源接口,●,●
蠕行模式,●,●
蓝牙/车载电话,●,●
自适应远近光,●,-
自动驻车,●,●
自动泊车入位,-,-
自动头灯,-,-
膝部气囊,●,●
能量回收系统,●,●
能源类型,增程式,增程式
胎压监测功能,,
缺气保用轮胎,-,-
缸盖材料,铝合金,铝合金
缸体材料,铝合金,铝合金
级别,大型SUV,大型SUV
系统综合扭矩(N·m),1280,1280
系统综合功率(kW),880,880
系统综合功率(Ps),1197,1197
简称,电动车单速变速箱,电动车单速变速箱
第二排独立座椅,-,-
第二排座椅调节,,
第二排座椅电动调节,●,●
第二排座椅功能,,
空调温度控制方式,,
空气悬架,-,-
百公里耗电量(kWh/100km),-,-
疲劳驾驶提示,●,●
电磁感应悬架,-,-
电池能量(kWh),49.05,49.05
电池组质保,-,-
电池类型,磷酸铁锂电池,磷酸铁锂电池
电机类型,-,-
电机布局,前置+后置,前置+后置
电动机总扭矩(N·m),1280,1280
电动机总功率(kW),880,880
电动机总功率(Ps),1197,1197
电动机(Ps),1197,1197
电动扰流板,-,-
电动座椅记忆功能,,
电动吸合车门,,
电动后备厢位置记忆,-,-
电动后备厢,-,-
环保标准_y,国VI,国VI
环保标准_x,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●
燃油标号,92号,92号
燃料形式,增程式,增程式
热泵空调,●,●
灯光特色功能,,
激光雷达数量,,-
温度分区控制,●,●
液晶仪表尺寸,,
涉水感应系统,●,●
油箱容积(L),75,75
气缸数(个),4,4
气缸排列形式,L,L
毫米波雷达数量,,-
每缸气门数(个),4,4
最高车速(km/h),-,-
最小转弯半径(m),5.76,-
最大马力(Ps),-,-
最大涉水深度(mm),1000,1400
最大扭矩转速(rpm),-,-
最大扭矩(N·m)_y,-,-
最大扭矩(N·m)_x,-,-
最大功率转速(rpm),-,-
最大功率(kW)_y,-,-
最大功率(kW)_x,-,-
最大净功率(kW),-,-
星空天窗,●,-
无钥匙进入功能,,
无钥匙启动系统,●,●
方向盘记忆,●,●
方向盘材质,-,-
方向盘换挡,-,-
方向盘加热,●,●
方向盘位置调节,,
整车质保,-,-
整备质量(kg),-,-
整体主动转向系统,-,-
摄像头数量,,-
排量(mL),1999,1999
换挡形式,,
挡位个数,1,1
扬声器数量,,
扬声器品牌名称,,
手机无线充电功能,,
手机互联/映射,-,-
手势控制,-,-
慢充时间(小时)_y,-,-
慢充时间(小时)_x,-,-
感应雨刷功能,-,-
感应后备厢,-,-
快充电量百分比,80,80
快充电量(%),80,80
快充时间(小时)_y,0.3,0.3
快充时间(小时)_x,0.3,0.3
快充功能,支持,支持
座椅材质,,
座位数(个),-,-
并线辅助,●,-
巡航系统,-,-
导航路况信息显示,●,●
对外放电,●,●
宽度(mm),2050,2095
官方0-100km/h加速(s),3.6,-
安全带未系提醒,,
天窗类型,-,
大灯高度可调,●,●
大灯清洗装置,-,-
大灯延时关闭,-,-
夜视系统,-,●
多层隔音玻璃,,
多媒体/充电接口,,
多功能方向盘,●,●
外后视镜功能,-,-
备胎规格,全尺寸,全尺寸
坦克转弯,●,●
四驱形式,电动四驱,电动四驱
哨兵模式/千里眼,●,●
后风挡遮阳帘,-,-
后雨刷,-,●
后轮距(mm),-,-
后轮胎规格,275/50 R22,未知
后电动机最大功率(kW),440,440
后排独立空调,●,●
后排液晶屏幕尺寸,,
后排液晶屏幕,,
后排杯架,-,-
后排控制多媒体,●,●
后排座椅电动放倒,●,●
后排座椅放倒形式,,
后排小桌板,-,-
后排侧隐私玻璃,●,●
后排侧窗遮阳帘,-,-
后悬架类型,双叉臂式独立悬架,双叉臂式独立悬架
后座出风口,●,●
后备厢容积(L),-,-
后制动器类型,通风盘式,通风盘式
可变转向比,-,-
可变悬架功能,,
可加热喷水嘴,-,-
变速箱类型,固定齿比变速箱,固定齿比变速箱
变速箱,电动车单速变速箱,电动车单速变速箱
发动机电子防盗,●,●
发动机布局,横置,横置
发动机型号,-,-
发动机启停技术,-,-
发动机,-,-
厂商指导价(元),109.80万,109.80万
厂商,仰望,仰望
卫星导航系统,●,●
助力类型,电动助力,电动助力
加热/制冷杯架,-,-
副驾驶位后排可调节按钮,●,●
副座椅调节方式,,
前轮距(mm),-,-
前轮胎规格,275/50 R22,未知
前电动机最大功率(kW),440,440
前排座椅功能,,
前悬架类型,双叉臂式独立悬架,双叉臂式独立悬架
前大灯雨雾模式,-,-
前制动器类型,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
