Feature,48161,48162,48163,48164
自动头灯,-,●,●,●
能源类型,汽油,汽油,汽油+48V轻混系统,汽油+48V轻混系统
胎压监测功能,,,,
缺气保用轮胎,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金
级别,中型SUV,中型SUV,中型SUV,中型SUV
简称,7挡干式双离合,7挡干式双离合,7挡干式双离合,7挡干式双离合
第二排独立座椅,-,-,-,-
第二排座椅调节,-,-,-,-
第二排座椅电动调节,-,-,-,-
第二排座椅功能,-,-,-,-
空调温度控制方式,,,,
空气悬架,-,-,-,-
离去角(°),18,18,17,18
疲劳驾驶提示,-,-,-,-
电磁感应悬架,-,-,-,-
电动扰流板,-,-,-,-
电动座椅记忆功能,-,-,-,-
电动吸合车门,-,-,-,-
电动后备厢位置记忆,-,-,-,●
电动后备厢,-,-,-,●
环保标准_y,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●
燃油标号,92号,92号,92号,92号
燃料形式,汽油,汽油,汽油+48V轻混系统,汽油+48V轻混系统
灯光特色功能,,,,
满载最小离地间隙(mm),182,176,169,173
温度分区控制,●,●,●,●
液晶仪表尺寸,-,-,,
油箱容积(L),65,65,65,65
气缸数(个),4,4,4,4
气缸排列形式,L,L,L,L
每缸气门数(个),4,4,4,4
最高车速(km/h),190,190,190,190
最大马力(Ps),190,190,190,190
最大满载质量(kg),1910,1910,1990,1990
最大扭矩转速(rpm),1500-4500,1500-4500,1500-4500,1500-4500
最大扭矩(N·m)_y,260,260,260,260
最大扭矩(N·m)_x,260,260,260,260
最大功率转速(rpm),5500,5500,5500,5500
最大功率(kW)_y,140,140,140,140
最大功率(kW)_x,140,140,140,140
最大净功率(kW),130,130,130,130
无钥匙进入功能,,,,
无钥匙启动系统,●,●,●,●
方向盘记忆,-,-,-,-
方向盘材质,,,,
方向盘换挡,-,-,-,-
方向盘加热,-,-,-,-
方向盘位置调节,,,,
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1493,1517,1566,1599
接近角(°),16,16,15,16
排量(mL),1480,1480,1480,1480
换挡形式,,,,
挡位个数,7,7,7,7
扬声器数量,,,,
扬声器品牌名称,-,-,-,-
手机无线充电功能,-,-,-,
手机互联/映射,-,-,-,-
手机APP远程功能,-,-,,
手势控制,-,-,-,-
感应雨刷功能,,,,
感应后备厢,-,-,-,●
座椅材质,,,,
座位数(个),5,5,5,5
并线辅助,-,-,-,●
巡航系统,-,-,,
导航路况信息显示,-,●,●,●
宽度(mm),1865,1865,1865,1865
官方0-100km/h加速(s),9.9,9.9,9.9,9.9
安全带未系提醒,,,,
天窗类型,-,,,
大灯高度可调,●,●,●,●
大灯清洗装置,-,-,-,-
大灯延时关闭,-,●,●,●
多层隔音玻璃,-,-,-,-
多媒体/充电接口,-,,,
多功能方向盘,●,●,●,●
外后视镜功能,,,,
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸
后风挡遮阳帘,-,-,-,-
后雨刷,-,-,-,-
后轮距(mm),1605,1615,1615,1605
后轮胎规格,215/60 R17,215/55 R18,215/55 R18,235/45 R19
后排独立空调,-,-,-,-
后排液晶屏幕,-,-,-,-
后排杯架,-,-,●,●
后排控制多媒体,-,-,-,-
后排座椅电动放倒,-,-,-,-
后排座椅放倒形式,,,,
后排小桌板,-,-,-,-
后排侧隐私玻璃,-,-,-,-
后排侧窗遮阳帘,-,-,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●
后备厢容积(L),628-1648,628-1648,628-1648,628-1648
后制动器类型,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-
可变悬架功能,-,-,-,-
可加热喷水嘴,-,-,-,-
变速箱类型,干式双离合变速箱(DCT),干式双离合变速箱(DCT),干式双离合变速箱(DCT),干式双离合变速箱(DCT)
变速箱,7挡干式双离合,7挡干式双离合,7挡干式双离合,7挡干式双离合
发动机电子防盗,●,●,●,●
发动机布局,横置,横置,横置,横置
发动机型号,A415TD,A415TD,A415TD,A415TD
发动机启停技术,-,-,-,-
发动机,1.5T 190马力 L4,1.5T 190马力 L4,1.5T 190马力 L4,1.5T 190马力 L4
压缩比,9.5,9.5,9.5,9.5
厂商指导价(元),11.88万,12.78万,13.78万,15.48万
厂商,东风日产,东风日产,东风日产,东风日产
卫星导航系统,-,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-
副座椅调节方式,,,,
前轮距(mm),1600,1610,1610,1600
前轮胎规格,215/60 R17,215/55 R18,215/55 R18,235/45 R19
前方碰撞预警,-,-,-,●
前排座椅功能,-,-,-,
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,-,-,-,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,前●&nbsp;/&nbsp;后●
前/后排侧气囊,-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●
内置行车记录仪,-,-,-,●
内后视镜功能,,,,
全液晶仪表盘,-,-,●,●
倒车车侧预警系统,-,-,-,-
供油方式,直喷,直喷,直喷,直喷
主座椅调节方式,,,,
主动降噪,-,-,-,-
主动闭合式进气格栅,-,-,-,-
主动刹车/主动安全系统,-,-,-,●
主/副驾驶座电动调节,-,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,-,,,
中控屏幕尺寸,-,,,
上市时间,2020.10,2020.10,2020.10,2020.10
上坡辅助,●,●,●,●
Wi-Fi热点,-,-,●,●
USB/Type-C接口数量,-,,,
OTA升级,-,●,●,●
NEDC综合油耗(L/100km),6.5,6.5,6.1,6.1
LED日间行车灯,-,●,●,●
ISOFIX儿童座椅接口,●,●,●,●
HUD抬头数字显示,-,-,-,-
ABS防抱死,●,●,●,●
4G/5G网络,-,-,,
220V/230V电源,-,-,-,-
