Feature,34678,34680
高度(mm),1837,1837
驻车制动类型,电子驻车,电子驻车
驱动方式,前置四驱,前置四驱
长度(mm),5341,5341
长*宽*高(mm),5341*2000*1837,5341*2000*1837
配气机构,DOHC,DOHC
进气形式,双涡轮增压,双涡轮增压
轴距(mm),3295,3295
车顶行李架,-,-
车门数(个),5,5
车载空气净化器,-,-
车身结构_y,SUV,SUV
车身结构_x,5门5座SUV,5门4座SUV
车联网,-,-
车型名称,库里南 2018款 五座版,库里南 2018款 四座版
车体结构,承载式,承载式
行程(mm),84.6,84.6
行李厢容积(L),560-1930,560-1930
自适应远近光,-,-
能源类型,汽油,汽油
缸盖材料,铝合金,铝合金
缸径(mm),92,92
缸体材料,铝合金,铝合金
级别,大型SUV,大型SUV
简称,8挡自动,8挡自动
第二排独立座椅,-,-
疲劳驾驶提示,-,-
电磁感应悬架,-,-
环保标准,国V,国V
燃油标号,95号,95号
燃料形式,汽油,汽油
油箱容积(L),-,-
气缸数(个),12,12
气缸排列形式,V,V
每缸气门数(个),4,4
最高车速(km/h),250,250
最小离地间隙(mm),-,-
最大马力(Ps),571,571
最大扭矩转速(rpm),1600,1600
最大扭矩(N·m)_y,850,850
最大扭矩(N·m)_x,850,850
最大功率转速(rpm),5000,5000
最大功率(kW)_y,420,420
最大功率(kW)_x,420,420
方向盘记忆,-,-
整车质保,四年不限公里,四年不限公里
整备质量(kg),2750,2750
排量(mL),6749,6749
挡位个数,8,8
感应后备厢,-,-
座位数(个),5,4
工信部综合油耗(L/100km),14.9,14.9
导航路况信息显示,-,-
宽度(mm),2000,2000
实测油耗(L/100km),-,-
实测100-0km/h制动(m),-,-
实测0-100km/h加速(s),-,-
官方0-100km/h加速(s),5.2,5.2
备胎规格,无,无
四驱形式,全时四驱,全时四驱
后轮距(mm),-,-
后轮胎规格,285/40 R22,285/40 R22
后悬架类型,双叉臂式独立悬架,双叉臂式独立悬架
后制动器类型,通风盘式,通风盘式
变速箱类型,自动变速箱(AT),自动变速箱(AT)
变速箱,8挡自动,8挡自动
发动机特有技术,-,-
发动机型号,N74B68A,N74B68A
发动机,6.7T 571马力 V12,6.7T 571马力 V12
压缩比,-,-
厂商指导价(元),610.00万,610.00万
厂商,劳斯莱斯,劳斯莱斯
助力类型,电动助力,电动助力
副驾驶位后排可调节按钮,-,-
前轮距(mm),-,-
前轮胎规格,255/45 R22,255/45 R22
前悬架类型,双叉臂式独立悬架,双叉臂式独立悬架
前大灯雨雾模式,-,-
前制动器类型,通风盘式,通风盘式
内置行车记录仪,-,-
全液晶仪表盘,-,-
供油方式,直喷,直喷
主动降噪,-,-
中央差速器结构,多片离合器,多片离合器
220V/230V电源,-,-
