Feature,38543,40940,41375,41376,41377,43251
高度(mm),1653,1664,1633,1653,1655,1653
驾驶辅助影像,,,-,,,
驾驶模式切换,,,,,,
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车
驱动方式,前置前驱,前置四驱,前置前驱,前置前驱,前置前驱,前置前驱
面部识别,-,-,-,-,-,-
隐藏电动门把手,-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-
限滑差速器/差速锁,-,-,-,-,-,-
长度(mm),4411,4411,4411,4411,4411,4411
长*宽*高(mm),4411*1808*1653,4411*1808*1664,4411*1808*1633,4411*1808*1653,4411*1808*1655,4411*1808*1653
钥匙类型,,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
道路救援呼叫,●,●,●,●,●,●
道路交通标识识别,-,-,-,-,-,-
远程启动功能,,,,,,
远光灯光源,,,,,,
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,,,,
运动风格座椅,●,●,-,●,●,●
运动外观套件,-,-,-,-,-,-
轴距(mm),2640,2640,2640,2640,2640,2640
轮圈材质,,,,,,
转向辅助灯,-,-,-,-,-,-
转向头灯,-,-,-,-,-,-
车顶行李架,●,●,-,-,●,●
车门数(个),5,5,5,5,5,5
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门
车道偏离预警系统,-,●,-,-,●,-
车道保持辅助系统,-,●,-,-,●,-
车载空气净化器,-,-,-,-,-,-
车载智能系统,,,-,,,
车载冰箱,-,-,-,-,-,-
车载CD/DVD,-,-,-,-,-,-
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●
车联网,●,●,-,●,●,●
车窗防夹手功能,●,●,●,●,●,●
车窗一键升降功能,,,,,,
车型名称,创界 2019款 435T Redline CVT两驱驰锐版 国VI,创界 2019款 435T RS 自动四驱悍锐版 国VI,创界 2019款 435T CVT两驱逸锐版 国VI,创界 2019款 435T Redline CVT两驱锋锐版 国VI,创界 2019款 435T RS CVT两驱劲锐版 国VI,创界 2019款 435T RS CVT雪乎蓝限量版 国VI
车前雾灯,-,-,-,-,-,-
车内香氛装置,-,-,-,-,-,-
车内环境氛围灯,-,-,-,-,-,-
车内化妆镜,,,,,,
车内中控锁,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●
车侧脚踏板,,,,,,
车体结构,承载式,承载式,承载式,承载式,承载式,承载式
负离子发生器,-,-,-,-,-,-
语音识别控制系统,,,-,,,
触摸式阅读灯,-,-,-,-,-,-
被动行人保护,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,
行李厢12V电源接口,-,-,-,-,-,-
蓝牙/车载电话,●,●,●,●,●,●
自适应远近光,-,●,-,-,●,-
自动驻车,-,-,-,-,-,-
自动泊车入位,-,-,-,-,-,-
自动头灯,●,●,●,●,●,●
膝部气囊,-,-,-,-,-,-
能源类型,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,,
缺气保用轮胎,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV
简称,CVT无级变速,9挡手自一体,CVT无级变速,CVT无级变速,CVT无级变速,CVT无级变速
第二排独立座椅,-,-,-,-,-,-
第二排座椅调节,-,-,-,-,-,-
第二排座椅电动调节,-,-,-,-,-,-
第二排座椅功能,-,-,-,-,-,-
空调温度控制方式,,,,,,
空气悬架,-,-,-,-,-,-
离去角(°),23,24,23,23,23,23
疲劳驾驶提示,-,-,-,-,-,-
电磁感应悬架,-,-,-,-,-,-
电动扰流板,-,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-,-
