Feature,49141,49142,49143,49144,49145,49146,49147,54918,54919,56674
高度(mm),1610,1610,1610,1610,1610,1610,1610,1610,1610,1590
驾驶辅助影像,,,,,,,,,,-
驾驶模式切换,-,,,,,,,,,-
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车
驱动方式,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱
面部识别,-,-,-,-,-,-,-,-,-,-
隐藏电动门把手,-,-,-,-,-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-,-,-,-,-
限滑差速器/差速锁,-,-,-,-,-,-,-,-,-,-
长度(mm),4328,4328,4328,4328,4328,4328,4328,4328,4328,4380
长*宽*高(mm),4328*1772*1610,4328*1772*1610,4328*1772*1610,4328*1772*1610,4328*1772*1610,4328*1772*1610,4328*1772*1610,4328*1772*1610,4328*1772*1610,4380*1790*1590
钥匙类型,,,,,,,,,,-
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
道路救援呼叫,-,-,-,-,-,-,-,-,-,-
道路交通标识识别,-,-,-,-,-,-,●,-,-,-
远程启动功能,-,-,-,-,-,-,-,-,-,-
远光灯光源,,,,,,,,,,-
进气形式,自然吸气,自然吸气,自然吸气,自然吸气,涡轮增压,涡轮增压,涡轮增压,自然吸气,涡轮增压,自然吸气
近光灯光源,,,,,,,,,,-
运动风格座椅,-,-,-,-,-,-,-,-,-,-
运动外观套件,-,-,-,-,-,-,-,-,-,-
辅助驾驶芯片,-,-,-,-,-,-,-,-,-,-
轴距(mm),2610,2610,2610,2610,2610,2610,2610,2610,2610,2610
轮圈材质,,,,,,,,,,-
转向辅助灯,-,-,-,-,-,-,-,-,-,-
转向头灯,-,-,-,-,-,-,-,-,-,-
车顶行李架,-,-,-,-,-,-,●,-,-,-
车门数(个),5,5,5,5,5,5,5,5,5,5
车道偏离预警系统,-,-,-,-,-,-,●,-,-,-
车道保持辅助系统,-,-,-,-,-,-,●,-,-,-
车载空气净化器,-,-,-,-,-,-,-,-,-,-
车载电视,-,-,-,-,-,-,-,-,-,-
车载冰箱,-,-,-,-,-,-,-,-,-,-
车载CD/DVD,-,-,-,-,-,-,-,-,-,-
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●,-
车联网,-,-,-,-,-,-,-,-,-,-
车窗防夹手功能,●,●,●,●,●,●,●,●,●,-
车窗一键升降功能,,,,,,,,,,-
车型名称,本田XR-V 2021款 1.5L 手动经典版,本田XR-V 2021款 1.5L CVT经典版,本田XR-V 2021款 1.5L CVT舒适版,本田XR-V 2021款 1.5L CVT豪华版,本田XR-V 2021款 220TURBO CVT舒适版,本田XR-V 2021款 220TURBO CVT豪华版,本田XR-V 2021款 220TURBO CVT旗舰版,本田XR-V 2022款 1.5L CVT黑曜石版,本田XR-V 2022款 220TURBO CVT黑曜石版,本田XR-V 2023款 1.5L CVT基本型
车前雾灯,,,,,,,,,,-
车内香氛装置,-,-,-,-,-,-,-,-,-,-
车内环境氛围灯,-,-,-,-,-,-,-,-,-,-
车内化妆镜,,,,,,,,,,-
车内中控锁,●,●,●,●,●,●,●,●,●,-
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●,-
车侧脚踏板,-,-,-,-,-,-,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,-,-,-,-,-,-,-,-,-,-
负离子发生器,-,-,-,-,-,-,-,-,-,-
语音识别控制系统,,,,,,,,,,-
触摸式阅读灯,-,-,-,-,-,-,-,-,-,-
被动行人保护,-,-,-,-,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,,,,,-
行程(mm),89.5,89.5,89.5,89.5,-,-,-,89.5,-,89.5
行李厢容积(L),-,-,-,-,-,-,-,-,-,-
行李厢12V电源接口,●,●,●,●,●,●,●,●,●,-
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,-
芯片总算力,-,-,-,-,-,-,-,-,-,-
自适应远近光,-,-,-,-,-,-,-,-,-,-
自动驻车,●,●,●,●,●,●,●,●,●,-
自动泊车入位,-,-,-,-,-,-,-,-,-,-
自动头灯,-,-,-,-,-,●,●,-,●,-
膝部气囊,-,-,-,-,-,-,-,-,-,-
能源类型,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,,,,,,-
缺气保用轮胎,-,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),73,73,73,73,-,-,-,73,-,73
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV
简称,6挡手动,CVT无级变速,CVT无级变速,CVT无级变速,CVT无级变速,CVT无级变速,CVT无级变速,CVT无级变速,CVT无级变速,CVT无级变速
第二排独立座椅,-,-,-,-,-,-,-,-,-,-
第二排座椅调节,,,,,,,,,,-
空调温度控制方式,,,,,,,,,,-
空气悬架,-,-,-,-,-,-,-,-,-,-
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-
电磁感应悬架,-,-,-,-,-,-,-,-,-,-
电池预加热,-,-,-,-,-,-,-,-,-,-
电动扰流板,-,-,-,-,-,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-
电动吸合车门,-,-,-,-,-,-,-,-,-,-
电动后备厢位置记忆,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-
电动可调踏板,-,-,-,-,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,-
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
灯光特色功能,-,-,-,-,-,-,-,-,-,-
激光雷达数量,-,-,-,-,-,-,-,-,-,-
温度分区控制,-,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,-,-,-,-,-,-,-,-,-,-
涉水感应系统,-,-,-,-,-,-,-,-,-,-
油箱容积(L),50,50,50,50,50,50,50,50,50,-
气罐容积(L),-,-,-,-,-,-,-,-,-,-
气缸数(个),4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L
毫米波雷达数量,-,-,-,-,-,-,-,-,-,-
每缸气门数(个),4,4,4,4,4,4,4,4,4,4
最高车速(km/h),191,187,186,186,200,200,200,186,200,183
最小离地间隙(mm),130,130,130,130,130,130,130,130,130,-
最大马力(Ps),131,131,131,131,177,177,177,131,177,124
最大扭矩转速(rpm),4600,4600,4600,4600,1700-5500,1700-5500,1700-5500,4600,1700-5500,-
最大扭矩(N·m)_y,155,155,155,155,220,220,220,155,220,-
最大扭矩(N·m)_x,155,155,155,155,220,220,220,155,220,-
最大功率转速(rpm),6600,6600,6600,6600,6000,6000,6000,6600,6000,-
最大功率(kW)_y,96,96,96,96,130,130,130,96,130,91
最大功率(kW)_x,96,96,96,96,130,130,130,96,130,91
最大净功率(kW),96,96,96,96,130,130,130,96,130,91
最低荷电状态油耗(L/100km),-,-,-,-,-,-,-,-,-,-
无钥匙进入功能,-,-,,,-,,,,,-
无钥匙启动系统,-,-,●,●,-,●,●,●,●,-
无框设计车门,-,-,-,-,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,-
