Feature,34646,34851,34853,34854,34855,34856
高度(mm),1659,1659,1659,1659,1659,1659
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车
驱动方式,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱
零胎压继续行驶,-,-,-,-,-,-
陡坡缓降,●,●,●,●,●,●
防紫外线玻璃,●,●,●,●,●,●
长度(mm),4765,4765,4753,4765,4753,4765
长*宽*高(mm),4765*1893*1659,4765*1893*1659,4753*1893*1659,4765*1893*1659,4753*1893*1659,4765*1893*1659
铝合金轮圈,●,●,●,●,●,●
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
遮阳板化妆镜,●,●,●,●,●,●
遥控钥匙,●,●,●,●,●,●
道路救援呼叫,●,●,-,●,●,●
远程启动,-,-,-,-,-,-
远光灯,LED,LED,氙气(选装LED),LED,LED,LED
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压
近光灯,LED,LED,氙气(选装LED),LED,LED,LED
运动风格座椅,●,-,-,-,-,●
运动外观套件,●,●,-,●,○,●
轴距(mm),2908,2908,2908,2908,2908,2908
转向辅助灯,-,-,-,-,-,-
转向头灯,●,○,○,○,○,○
车顶行李架,●,●,●,●,●,●
车门数(个),5,5,5,5,5,5
车道偏离预警系统,●,○,○,○,○,○
车载空气净化器,-,-,-,-,-,-
车载电视,-,-,-,-,-,-
车载冰箱,-,-,-,-,-,-
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●
车联网,●,●,-,●,●,●
车窗防夹手功能,●,●,●,●,●,●
车窗一键升降,全车,全车,全车,全车,全车,全车
车型名称,奥迪Q5L 2018款 45 TFSI 尊享豪华运动型,奥迪Q5L 2018款 40 TFSI 荣享时尚型,奥迪Q5L 2018款 40 TFSI 荣享进取型,奥迪Q5L 2018款 45 TFSI 尊享时尚型,奥迪Q5L 2018款 45 TFSI 尊享风雅型,奥迪Q5L 2018款 45 TFSI 尊享运动型
车内空气调节/花粉过滤,●,●,●,●,●,●
车内氛围灯,●,○,-,○,●,●
车内中控锁,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式
行车电脑显示屏,●,●,●,●,●,●
行程(mm),-,-,-,-,-,-
行李厢容积(L),550,550,550,550,550,550
蓝牙/车载电话,●,●,●,●,●,●
自适应远近光,●,○,○,○,○,○
自适应巡航,●,○,-,○,○,○
自动驻车,●,●,●,●,●,●
自动泊车入位,●,○,-,○,○,○
自动头灯,●,●,●,●,●,●
膝部气囊,-,-,-,-,-,-
腰部支撑调节,●,●,●,●,●,●
能源类型,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测装置,●,●,●,●,●,●
肩部支撑调节,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),-,-,-,-,-,-
缸体材料,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁
级别,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV
简称,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合
第二排靠背角度调节,-,-,-,-,-,-
第二排独立座椅,-,-,-,-,-,-
第二排座椅移动,-,-,-,-,-,-
第三排座椅,-,-,-,-,-,-
空调控制方式,自动●,自动●,自动●,自动●,自动●,自动●
空气悬架,-,-,-,-,-,-
皮质方向盘,●,●,●,●,●,●
疲劳驾驶提示,-,-,-,-,-,-
电磁感应悬架,-,-,-,-,-,-
电动座椅记忆,○,○,-,○,○,○
电动天窗,●,●,●,●,●,●
电动吸合门,-,-,-,-,-,-
电动后备厢,●,●,●,●,●,●
环保标准,国V,国V,国V,国V,国V,国V
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油
温度分区控制,●,●,●,●,●,●
流媒体车内后视镜,-,-,-,-,-,-
油箱容积(L),73,73,73,73,73,73
气缸数(个),4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4
最高车速(km/h),231,210,210,231,231,231
最小离地间隙(mm),179,179,179,179,179,179
最大马力(Ps),252,190,190,252,252,252
最大扭矩转速(rpm),1600-4500,-,-,1600-4500,1600-4500,1600-4500
最大扭矩(N·m)_y,370,320,320,370,370,370
最大扭矩(N·m)_x,370,320,320,370,370,370
最大功率转速(rpm),5000-6000,-,-,5000-6000,5000-6000,5000-6000
最大功率(kW)_y,185,140,140,185,185,185
最大功率(kW)_x,185,140,140,185,185,185
无钥匙进入系统,●,○,○,○,●,●
无钥匙启动系统,●,●,●,●,●,●
方向盘调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节
方向盘记忆,-,-,-,-,-,-
方向盘电动调节,-,-,-,-,-,-
方向盘换挡,●,●,●,●,●,●
方向盘加热,-,○,○,○,○,-
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1860,1840,1840,1860,1860,1860
整体主动转向系统,-,-,-,-,-,-
排量(mL),1984,1984,1984,1984,1984,1984
挡位个数,7,7,7,7,7,7
扬声器品牌,Bang & Olufsen,(选装Bang & Olufsen),(选装Bang & Olufsen),(选装Bang & Olufsen),Bang & Olufsen,Bang & Olufsen
扬声器个数,≥12喇叭,10-11喇叭(选装≥12喇叭),10-11喇叭(选装≥12喇叭),10-11喇叭(选装≥12喇叭),≥12喇叭,≥12喇叭
手机无线充电,-,-,-,-,-,-
手机互联/映射功能,●,●,●,●,●,●
感应雨刷,●,●,●,●,●,●
感应后备厢,-,-,-,-,-,-
座椅高低调节,●,●,●,●,●,●
座椅材料,皮/织物混搭(选装真皮),皮/织物混搭(选装真皮),织物,皮/织物混搭(选装真皮),真皮,皮/织物混搭(选装真皮)
座位数(个),5,5,5,5,5,5
并线辅助,●,○,○,○,●,●
工信部综合油耗(L/100km),7.3,6.9,6.9,7.3,7.3,7.3
工信部纯电续航里程(km),-,-,-,-,-,-
导航路况信息显示,●,●,-,●,●,●
宽度(mm),1893,1893,1893,1893,1893,1893
实测油耗(L/100km),-,-,-,-,9.4,-
实测100-0km/h制动(m),-,-,-,-,38.07,-
实测0-100km/h加速(s),-,-,-,-,6.65,-
定速巡航,●,●,●,●,●,●
官方0-100km/h加速(s),6.7,8.6,8.6,6.7,6.7,6.7
安全带未系提示,●,●,●,●,●,●
大灯高度可调,●,●,●,●,●,●
大灯清洗装置,●,●,●,●,●,●
夜视系统,-,-,-,-,-,-
多天窗,-,-,-,-,-,-
多功能方向盘,●,●,●,●,●,●
外接音源接口,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
四驱形式,适时四驱,适时四驱,适时四驱,适时四驱,适时四驱,适时四驱
后风挡遮阳帘,○,○,○,○,○,○
后雨刷,●,●,●,●,●,●
后轮距(mm),1610,1610,1610,1610,1610,1610
后轮胎规格,255/45 R20,235/55 R19,235/60 R18,235/55 R19,255/45 R20,255/45 R20
后视镜记忆,○,○,-,○,○,○
后视镜电动调节,●,●,●,●,●,●
后视镜电动折叠,●,●,○,●,●,●
后视镜加热,●,●,●,●,●,●
后桥限滑差速器/差速锁,-,-,-,-,-,-
后排独立空调,●,●,●,●,●,●
后排液晶屏,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●
后排座椅电动调节,-,-,-,-,-,-
后排座椅放倒方式,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒
后排侧隐私玻璃,-,-,-,-,-,-
后排侧遮阳帘,○,○,○,○,○,○
后悬架类型,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架
后座出风口,●,●,●,●,●,●
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
可变转向比,-,-,-,-,-,-
可变悬架,-,-,-,-,-,-
可加热/制冷杯架,(选装加热),(选装加热),(选装加热),(选装加热),(选装加热),(选装加热)
变速箱类型,双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT)
变速箱,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合
发动机电子防盗,●,●,●,●,●,●
发动机特有技术,-,-,-,-,-,-
发动机型号,EA888,EA888,EA888,EA888,EA888,EA888
发动机启停技术,●,●,●,●,●,●
发动机,2.0T 252马力 L4,2.0T 190马力 L4,2.0T 190马力 L4,2.0T 252马力 L4,2.0T 252马力 L4,2.0T 252马力 L4
压缩比,-,-,-,-,-,-
厂商指导价(元),51.70万,42.38万,39.28万,46.62万,49.20万,48.99万
厂商,一汽-大众奥迪,一汽-大众奥迪,一汽-大众奥迪,一汽-大众奥迪,一汽-大众奥迪,一汽-大众奥迪
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-
前雾灯,-,-,-,-,-,-
前轮距(mm),1616,1616,1616,1616,1616,1616
前轮胎规格,255/45 R20,235/55 R19,235/60 R18,235/55 R19,255/45 R20,255/45 R20
前桥限滑差速器/差速锁,-,-,-,-,-,-
前悬架类型,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架
前大灯雨雾模式,●,●,●,●,●,●
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排座椅通风,前○&nbsp;/&nbsp;后-,-,-,-,-,前○&nbsp;/&nbsp;后-
前/后排座椅按摩,-,-,-,-,-,-
前/后排座椅加热,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,-,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-
内/外后视镜自动防眩目,内●&nbsp;/&nbsp;外●,内○&nbsp;/&nbsp;外○,内○&nbsp;/&nbsp;外○,内○&nbsp;/&nbsp;外○,内●&nbsp;/&nbsp;外●,内●&nbsp;/&nbsp;外●
全液晶仪表盘,●,●,-,●,●,●
全景摄像头,●,○,-,○,○,○
全景天窗,●,●,●,●,●,●
倒车视频影像,●,●,○,●,●,●
侧滑门,-,-,-,-,-,-
供油方式,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射
主动降噪,-,-,-,-,-,-
主动刹车/主动安全系统,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
