Feature,1010006,1010007,1010008,1010009,1010010,1010011,1010012,1010013
高度(mm),1900,2360,2360,1900,1900,2360,2360,1900
驾驶辅助影像,-,-,-,-,-,-,-,-
驱动方式,中置后驱,中置后驱,中置后驱,中置后驱,中置后驱,中置后驱,中置后驱,中置后驱
陡坡缓降,-,-,-,-,-,-,-,-
长度(mm),4765,4765,4565,4645,4765,4765,4565,4645
长*宽*高(mm),4765×1530×1900,4765×1530×2360,4565×1530×2360,4645×1530×1900,4765×1530×1900,4765×1530×2360,4565×1530×2360,4645×1530×1900
钥匙类型,,,,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
道路救援呼叫,-,-,-,-,-,-,-,-
远光灯光源,,,,,,,,
进气形式,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气
近光灯光源,,,,,,,,
运动风格座椅,-,-,-,-,-,-,-,-
运动外观套件,-,-,-,-,-,-,-,-
轴距(mm),-,-,-,-,-,-,-,-
轮圈材质,,,,,,,,
转向辅助灯,-,-,-,-,-,-,-,-
转向头灯,-,-,-,-,-,-,-,-
车门数(个),4,4,4,4,4,4,4,4
车载冰箱,-,-,-,-,-,-,-,-
车载CD/DVD,-,-,-,-,-,-,-,-
车身结构_y,货车,货车,货车,货车,货车,货车,货车,货车
车身结构_x,货车,货车,货车,货车,货车,货车,货车,货车
车身稳定控制(ESC/ESP/DSC等),-,-,-,-,-,-,-,-
车窗防夹手功能,-,-,-,-,-,-,-,-
