Feature,38354,41876,41916,54775,54776,54777
高度(mm),1528,1528,1528,1528,1528,1528
驾驶辅助影像,,,,,,
驾驶模式切换,,,,,,
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车
驱动电机数,单电机,单电机,单电机,单电机,单电机,单电机
驱动方式,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱
面部识别,-,-,-,-,-,-
隐藏电动门把手,-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-
限滑差速器/差速锁,-,-,-,-,-,-
长度(mm),4805,4805,4805,4815,4815,4815
长*宽*高(mm),4805*1835*1528,4805*1835*1528,4805*1835*1528,4815*1835*1528,4815*1835*1528,4815*1835*1528
钥匙类型,,,,,,
道路救援呼叫,●,●,●,●,●,●
道路交通标识识别,-,-,-,-,-,-
远程启动功能,,,,,,
远光灯光源,,,,,,
近光灯光源,,,,,,
运动风格座椅,-,-,-,-,-,-
运动外观套件,-,-,-,-,-,-
辅助驾驶芯片,-,-,-,-,-,-
轴距(mm),2785,2785,2785,2801,2801,2801
轮圈材质,,,,,,
转向辅助灯,-,-,-,-,-,-
转向头灯,-,-,-,-,-,-
车顶行李架,-,-,-,-,-,-
车门数(个),4,4,4,4,4,4
车道偏离预警系统,●,-,-,-,-,●
车道保持辅助系统,-,-,-,-,-,-
车载空气净化器,●,-,-,-,-,●
车载电视,-,-,-,-,-,-
车载冰箱,-,-,-,-,-,-
车载CD/DVD,-,-,-,-,-,-
车身结构_y,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车
车身结构_x,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●
车联网,●,●,●,●,●,●
车窗防夹手功能,-,-,-,-,-,-
车窗一键升降功能,-,-,-,-,-,-
车型名称,北京EU7 2019款 逸潮版,北京EU7 2019款 逸尚版,北京EU7 2019款 逸风版,北京EU7 2022款 逸风版,北京EU7 2022款 逸尚版,北京EU7 2022款 逸潮版
车前雾灯,-,-,-,-,-,-
车内香氛装置,-,-,-,-,-,-
车内环境氛围灯,,-,-,-,-,
车内化妆镜,,,,,,
车内中控锁,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●
车侧脚踏板,-,-,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,-,-,-,-,-,-
负离子发生器,-,-,-,-,-,-
语音识别控制系统,,,,,,
触摸式阅读灯,-,-,-,-,-,-
被动行人保护,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,
行李厢容积(L),-,-,-,-,-,-
行李厢12V电源接口,-,-,-,-,-,-
