Feature,1011527,1011528,1011529,1011530,1014245,1014246,1014247,1014248
高度(mm),1890,1890,1890,1890,1890,1890,1890,1890
驾驶辅助影像,-,-,-,-,-,-,-,-
驱动方式,中置后驱,中置后驱,中置后驱,中置后驱,中置后驱,中置后驱,中置后驱,中置后驱
陡坡缓降,-,-,-,-,-,-,-,-
长度(mm),4005,4005,4005,4005,4005,4005,3980,3980
长*宽*高(mm),4005×1600×1890,4005×1600×1890,4005×1600×1890,4005×1600×1890,4005×1600×1890,4005×1600×1890,3980×1600×1890,3980×1600×1890
钥匙类型,,,,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
道路救援呼叫,-,-,-,-,-,-,-,-
远光灯光源,,,,,,,,
进气形式,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气
近光灯光源,,,,,,,,
运动风格座椅,-,-,-,-,-,-,-,-
运动外观套件,-,-,-,-,-,-,-,-
轴距(mm),2560,2560,2560,2560,2560,2560,2560,2560
轮圈材质,,,,,,,,
转向辅助灯,-,-,-,-,-,-,-,-
转向头灯,-,-,-,-,-,-,-,-
车门数(个),5,5,5,5,5,5,5,5
车载冰箱,-,-,-,-,-,-,-,-
车载CD/DVD,-,-,-,-,-,-,-,-
车身结构_y,货车,客车,货车,客车,货车,客车,货车,客车
车身结构_x,货车,客车,货车,客车,货车,客车,货车,客车
车身稳定控制(ESC/ESP/DSC等),-,-,-,-,-,-,-,-
车窗防夹手功能,-,-,-,-,-,-,-,-
车型名称,长安之星5 2021款 1.4L 标准型厢货国VI EA14MR,长安之星5 2021款 1.4L 标准型客车国VI EA14MR,长安之星5 2021款 1.4L 基本型厢货国VI EA14MR,长安之星5 2021款 1.4L 基本型客车国VI EA14MR,长安之星5 2022款 1.4L经典版厢式JL473Q3,长安之星5 2022款 1.4L经典版客车JL473Q3,长安之星5 2022款 1.4L超值版厢式JL473Q3,长安之星5 2022款 1.4L超值版客车JL473Q3
车前雾灯,-,-,-,-,-,-,-,-
车内环境氛围灯,-,-,-,-,-,-,-,-
车内化妆镜,-,-,-,-,-,-,-,-
车内中控锁,●,●,●,●,●,●,-,-
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
货箱尺寸(mm),-,-,-,-,-,-,-,-
行车电脑显示屏幕,-,-,-,-,-,-,-,-
行程(mm),-,-,-,-,-,-,-,-
蓝牙/车载电话,-,-,-,-,-,-,-,-
自适应远近光,-,-,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-,-,-
自动头灯,-,-,-,-,-,-,-,-
能源类型,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测功能,-,-,-,-,-,,-,
缺气保用轮胎,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),-,-,-,-,-,-,-,-
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,微面,微面,微面,微面,微面,微面,微面,微面
简称,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
第二排座椅调节,-,-,-,-,-,-,-,-
第二排座椅电动调节,-,-,-,-,-,-,-,-
第二排座椅功能,-,-,-,-,-,-,-,-
空调温度控制方式,,,-,-,,,,
空气悬架,-,-,-,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-,-,-,-
电动吸合车门,-,-,-,-,-,-,-,-
电动后备厢位置记忆,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-,-,-
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
温度分区控制,-,-,-,-,-,-,-,-
油箱容积(L),40,40,40,40,40,40,40,40
气缸数(个),4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4
最高车速(km/h),112,112,112,112,-,-,-,-
最小离地间隙(mm),-,-,-,-,-,-,-,-
最大马力(Ps),103,103,103,103,103,103,103,103
最大载重质量(kg),-,-,-,-,-,-,-,-
最大满载质量(kg),-,-,-,-,-,-,-,-
最大扭矩转速(rpm),-,-,-,-,4000-5000,4000-5000,4000-5000,4000-5000
最大扭矩(N·m)_y,-,-,-,-,133,133,133,133
最大扭矩(N·m)_x,-,-,-,-,133,133,133,133
最大功率转速(rpm),-,-,-,-,6000,6000,6000,6000
最大功率(kW)_y,76,76,76,76,76,76,76,76
最大功率(kW)_x,76,76,76,76,76,76,76,76
无钥匙进入功能,-,-,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-
方向盘位置调节,-,-,-,-,-,-,-,-
整车质保,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,-,-,-,-
整备质量(kg),1125,1125,1125,1125,-,-,-,-
