Feature,32539,32540,32541,32542,32543,32544,32567,32568,32569,32570,37472,37473
高度(mm),1890,1890,1890,1890,1890,1880,1890,1890,1890,1880,1890,1890
驻车制动类型,手刹,手刹,手刹,手刹,手刹,手刹,手刹,手刹,手刹,手刹,手刹,手刹
驱动方式,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱
陡坡缓降,●,●,●,●,●,●,●,●,●,●,●,●
长度(mm),4840,4840,4840,4840,4840,4840,5010,5010,5010,5010,4840,5010
长*宽*高(mm),4840*1885*1890,4840*1885*1890,4840*1885*1890,4840*1885*1890,4840*1885*1890,4840*1885*1880,5010*1885*1890,5010*1885*1890,5010*1885*1890,5010*1885*1880,4840*1885*1890,5010*1885*1890
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
道路救援呼叫,-,-,-,-,-,-,-,-,-,-,-,-
道路交通标识识别,-,-,-,-,-,-,-,-,-,-,-,-
进气形式,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气
运动风格座椅,-,-,-,-,-,-,-,-,-,-,-,-
运动外观套件,-,-,-,-,-,-,-,-,-,-,-,-
轴距(mm),2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790
转向辅助灯,-,-,-,-,-,-,-,-,-,-,-,-
转向头灯,-,-,-,-,-,-,-,-,-,-,-,-
车顶行李架,●,●,●,●,●,●,●,●,●,●,●,●
车门数(个),5,5,5,5,5,5,5,5,5,5,5,5
车道偏离预警系统,-,-,-,-,-,-,-,-,-,-,-,-
车道保持辅助系统,-,-,-,-,-,-,-,-,-,-,-,-
车载空气净化器,-,-,-,-,-,-,-,-,-,-,-,-
车载电视,-,-,-,-,-,-,-,-,-,-,-,-
车载冰箱,-,●,●,●,●,●,●,●,●,●,●,●
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门7座SUV,5门7座SUV,5门7座SUV,5门7座SUV,5门7座SUV,5门7座SUV,5门7座SUV,5门7座SUV,5门7座SUV,5门7座SUV,5门7座SUV,5门7座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●,●,●,●
车联网,-,-,-,-,-,-,-,-,-,-,-,-
车窗防夹手功能,●,●,●,●,●,●,●,●,●,●,●,●
车型名称,普拉多 2018款 3.5L 自动SX,普拉多 2018款 3.5L 自动TX,普拉多 2018款 3.5L 自动TX-L,普拉多 2018款 3.5L 自动TX-L NAVI,普拉多 2018款 3.5L 自动VX,普拉多 2018款 3.5L 自动VX NAVI,普拉多 2018款 3.5L 自动TX-L后挂备胎,普拉多 2018款 3.5L 自动TX-L NAVI后挂备胎,普拉多 2018款 3.5L 自动VX后挂备胎,普拉多 2018款 3.5L 自动VX NAVI后挂备胎,普拉多 2019款 3.5L 自动TX-L尊享版,普拉多 2019款 3.5L 自动TX-L尊享版后挂备胎
车内香氛装置,-,-,-,-,-,-,-,-,-,-,-,-
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●,●,●,●
车体结构,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式
负离子发生器,-,-,-,-,-,-,-,-,-,-,-,-
触摸式阅读灯,-,-,-,-,-,-,-,-,-,-,-,-
被动行人保护,-,-,-,-,-,-,-,-,-,-,-,-
行程(mm),83,83,83,83,83,83,83,83,83,83,83,83
行李厢容积(L),-,-,-,-,-,-,-,-,-,-,-,-
行李厢12V电源接口,-,-,-,-,-,-,-,-,-,-,-,-
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,-,-,-,-,-,-,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-,-,-,-,-,-,-
自动泊车入位,-,-,-,-,-,-,-,-,-,-,-,-
自动头灯,-,-,●,●,●,●,●,●,●,●,●,●
膝部气囊,●,●,●,●,●,●,●,●,●,●,●,●
能源类型,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
缺气保用轮胎,-,-,-,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),94,94,94,94,94,94,94,94,94,94,94,94
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV
简称,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体
第二排独立座椅,-,-,-,-,-,-,-,-,-,-,-,-
空气悬架,-,-,-,-,-,●,-,-,-,●,-,-
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-,-
电磁感应悬架,-,-,-,-,-,-,-,-,-,-,-,-
电池预加热,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢位置记忆,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-,-
电动可调踏板,-,-,-,-,-,-,-,-,-,-,-,-
环保标准_y,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V
环保标准_x,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
温度分区控制,●,●,●,●,●,●,●,●,●,●,●,●
涉水感应系统,-,-,-,-,-,-,-,-,-,-,-,-
油箱容积(L),87,87,87,87,87,87,87,87,87,87,87,87
气缸数(个),6,6,6,6,6,6,6,6,6,6,6,6
气缸排列形式,V,V,V,V,V,V,V,V,V,V,V,V
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),175,175,175,175,175,175,175,175,175,175,175,175
最小离地间隙(mm),215,215,215,215,215,215,215,215,215,215,215,215
最大马力(Ps),280,280,280,280,280,280,280,280,280,280,280,280
最大扭矩转速(rpm),4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500
最大扭矩(N·m)_y,365,365,365,365,365,365,365,365,365,365,365,365
最大扭矩(N·m)_x,365,365,365,365,365,365,365,365,365,365,365,365
最大功率转速(rpm),6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000
最大功率(kW)_y,206,206,206,206,206,206,206,206,206,206,206,206
最大功率(kW)_x,206,206,206,206,206,206,206,206,206,206,206,206
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,●,●,-,-,●,●,-,-
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,●,●,-,-,●,●,-,-
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),2285,2285,2285,2285,2305,2305,2285,2285,2305,2305,2285,2285
整体主动转向系统,-,-,-,-,-,-,-,-,-,-,-,-
排量(mL),3456,3456,3456,3456,3456,3456,3456,3456,3456,3456,3456,3456
挡位个数,6,6,6,6,6,6,6,6,6,6,6,6
手势控制,-,-,-,-,-,-,-,-,-,-,-,-
感应后备厢,-,-,-,-,-,-,-,-,-,-,-,-
座位数(个),7,7,7,7,7,7,7,7,7,7,7,7
并线辅助,-,-,-,-,●,●,-,-,●,●,-,-
工信部综合油耗(L/100km),11,11,11,11,11,11,11,11,11,11,11,11
尾门玻璃独立开启,●,●,●,●,●,●,-,-,-,-,●,-
导航路况信息显示,-,-,-,-,-,-,-,-,-,-,-,-
宽度(mm),1885,1885,1885,1885,1885,1885,1885,1885,1885,1885,1885,1885
实测油耗(L/100km),-,-,-,-,-,-,-,-,-,-,-,-
实测100-0km/h制动(m),-,-,-,-,-,42.38,-,-,-,-,-,-
实测0-100km/h加速(s),-,-,-,-,-,8.97,-,-,-,-,-,-
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,-,-,-,-,-,-,-,-,-,-,-,-
夜视系统,-,-,-,-,-,-,-,-,-,-,-,-
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●
备胎规格,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸
四驱形式,分时四驱,分时四驱,分时四驱,分时四驱,分时四驱,分时四驱,分时四驱,分时四驱,分时四驱,分时四驱,分时四驱,分时四驱
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-
后雨刷,●,●,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585
后轮胎规格,265/60 R18 ,265/60 R18 ,265/60 R18 ,265/60 R18 ,265/60 R18 ,265/60 R18 ,265/60 R18 ,265/60 R18 ,265/60 R18 ,265/60 R18 ,265/60 R18 ,265/60 R18 
后排独立空调,●,●,●,●,●,●,●,●,●,●,●,●
后排杯架,●,●,●,●,●,●,●,●,●,●,●,●
后排控制多媒体,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅电动调节,-,-,●,●,●,●,●,●,●,●,●,●
后排座椅电动放倒,-,-,-,-,-,-,-,-,-,-,-,-
后排小桌板,-,-,-,-,-,-,-,-,-,-,-,-
后排安全带式气囊,-,-,-,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-,-,-,-,-,-,-
后排中央安全气囊,-,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,四连杆式非独立悬架,四连杆式非独立悬架,四连杆式非独立悬架,四连杆式非独立悬架,四连杆式非独立悬架,四连杆式非独立悬架,四连杆式非独立悬架,四连杆式非独立悬架,四连杆式非独立悬架,四连杆式非独立悬架,四连杆式非独立悬架,四连杆式非独立悬架
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
可变转向比,-,-,-,-,-,-,-,-,-,-,-,-
可加热喷水嘴,-,-,-,-,-,-,-,-,-,-,-,-
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●
发动机特有技术,VVT-i,VVT-i,VVT-i,VVT-i,VVT-i,VVT-i,VVT-i,VVT-i,VVT-i,VVT-i,VVT-i,VVT-i
发动机型号,7GR-FKS,7GR-FKS,7GR-FKS,7GR-FKS,7GR-FKS,7GR-FKS,7GR-FKS,7GR-FKS,7GR-FKS,7GR-FKS,7GR-FKS,7GR-FKS
发动机启停技术,●,●,●,●,●,●,●,●,●,●,●,●
发动机,3.5L 280马力 V6,3.5L 280马力 V6,3.5L 280马力 V6,3.5L 280马力 V6,3.5L 280马力 V6,3.5L 280马力 V6,3.5L 280马力 V6,3.5L 280马力 V6,3.5L 280马力 V6,3.5L 280马力 V6,3.5L 280马力 V6,3.5L 280马力 V6
压缩比,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8
厂商指导价(元),43.58万,45.08万,48.98万,50.88万,56.88万,59.58万,49.98万,51.88万,57.88万,60.48万,49.48万,50.48万
厂商,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田
助力类型,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-
前轮距(mm),1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585
前轮胎规格,265/60 R18 ,265/60 R18 ,265/60 R18 ,265/60 R18 ,265/60 R18 ,265/60 R18 ,265/60 R18 ,265/60 R18 ,265/60 R18 ,265/60 R18 ,265/60 R18 ,265/60 R18 
前悬架类型,双叉臂独立悬架 ,双叉臂独立悬架 ,双叉臂独立悬架 ,双叉臂独立悬架 ,双叉臂独立悬架 ,双叉臂独立悬架 ,双叉臂独立悬架 ,双叉臂独立悬架 ,双叉臂独立悬架 ,双叉臂独立悬架 ,双叉臂独立悬架 ,双叉臂独立悬架 
前大灯雨雾模式,-,-,-,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,-,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-,-,-
倒车车侧预警系统,-,-,-,-,●,●,-,-,●,●,-,-
供油方式,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射
主动降噪,-,-,-,-,-,-,-,-,-,-,-,-
主动闭合式进气格栅,-,-,-,-,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-,-,-,-,-,-,-,-,-
中央差速器锁止功能,-,-,-,-,-,-,-,-,-,-,-,-
上市时间,2017.11,2017.11,2017.11,2017.11,2017.11,2017.11,2017.11,2017.11,2017.11,2017.11,2019.01,2019.01
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●
LED日间行车灯,-,-,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-,-,-,-,-,-,-
GPS导航系统,-,-,-,●,-,●,-,●,-,●,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●
220V/230V电源,-,-,●,●,●,●,●,●,●,●,●,●
