Feature,49917,49918,49919,49920,49921,49922,49923,49924,49925,49926,49927,49928
高度(mm),1679,1679,1679,1679,1679,1689,1679,1689,1679,1679,1679,1679
驾驶辅助影像,-,-,,,,,,,,,,
驾驶模式切换,,,,,,,,,,,,
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车
驱动电机数,-,-,-,-,-,-,-,-,单电机,单电机,单电机,单电机
驱动方式,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置四驱,前置前驱,前置四驱,前置前驱,前置前驱,前置前驱,前置前驱
面部识别,-,-,-,-,-,-,-,-,-,-,-,-
隐藏电动门把手,-,-,-,-,-,-,-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-,-,-,-,-,-,-
限滑差速器/差速锁,-,-,-,-,-,-,-,-,-,-,-,-
长度(mm),4634,4634,4634,4634,4634,4634,4634,4634,4634,4634,4634,4634
长*宽*高(mm),4634*1855*1679,4634*1855*1679,4634*1855*1679,4634*1855*1679,4634*1855*1679,4634*1855*1689,4634*1855*1679,4634*1855*1689,4634*1855*1679,4634*1855*1679,4634*1855*1679,4634*1855*1679
钥匙类型,,,,,,,,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
道路救援呼叫,-,-,-,-,●,●,●,●,-,-,-,●
道路交通标识识别,-,-,●,●,●,●,●,●,●,●,●,●
远程启动功能,-,-,,,,,,,,,,
远光灯光源,,,,,,,,,,,,
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,自然吸气,自然吸气,自然吸气,自然吸气
近光灯光源,,,,,,,,,,,,
运动风格座椅,-,-,-,-,-,-,-,-,-,-,-,-
运动外观套件,-,-,-,-,-,-,-,-,-,-,-,-
辅助驾驶芯片,-,-,-,-,-,-,-,-,-,-,-,-
轴距(mm),2661,2661,2661,2661,2661,2660,2661,2660,2661,2661,2661,2661
轮圈材质,,,,,,,,,,,,
转向辅助灯,-,-,-,-,-,●,-,●,-,-,-,●
转向头灯,-,-,-,-,-,-,-,-,-,-,-,-
车顶行李架,-,-,-,-,-,-,-,-,-,-,-,-
车门数(个),5,5,5,5,5,5,5,5,5,5,5,5
车道偏离预警系统,-,-,●,●,●,●,●,●,●,●,●,●
车道保持辅助系统,-,-,●,●,●,●,●,●,●,●,●,●
车载空气净化器,-,-,-,-,-,●,-,●,-,-,-,●
车载电视,-,-,-,-,-,-,-,-,-,-,-,-
车载冰箱,-,-,-,-,-,-,-,-,-,-,-,-
车载CD/DVD,-,-,-,-,-,-,-,-,-,-,-,-
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●,●,●,●
车联网,-,-,-,-,●,●,●,●,-,-,-,●
车窗防夹手功能,●,●,●,●,●,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,,,,,,
车型名称,皓影 2021款 240TURBO 手动两驱精英版,皓影 2021款 240TURBO CVT两驱精英版,皓影 2021款 240TURBO CVT两驱豪华版,皓影 2021款 240TURBO CVT两驱智享版,皓影 2021款 240TURBO CVT两驱尊贵版,皓影 2021款 240TURBO CVT四驱尊享版,皓影 2021款 240TURBO CVT两驱幻夜版,皓影 2021款 240TURBO CVT四驱幻夜版,皓影 2021款 锐·混动 2.0L 两驱锐·精英版,皓影 2021款 锐·混动 2.0L 两驱锐·豪华版,皓影 2021款 锐·混动 2.0L 两驱锐·尊贵版,皓影 2021款 锐·混动 2.0L 两驱锐·幻夜版
车前雾灯,,,,,,,,,-,,,
车内香氛装置,-,-,-,-,-,-,-,-,-,-,-,-
车内环境氛围灯,-,-,-,-,-,,,,-,-,-,
车内化妆镜,,,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,-,-,-,-,-,●,-,●,-,-,-,●
车侧脚踏板,-,-,-,-,-,-,-,-,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,-,-,-,-,-,-,-,-,-,-,-,-
负离子发生器,-,-,-,-,-,●,-,●,-,-,-,●
语音识别控制系统,-,-,,,,,,,-,,,
触摸式阅读灯,-,-,-,-,-,-,-,-,-,-,-,-
被动行人保护,-,-,-,-,-,-,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,,,,,,,
行程(mm),-,-,-,-,-,-,-,-,-,-,-,-
行李厢容积(L),-,-,-,-,-,-,-,-,-,-,-,-
行李厢12V电源接口,-,-,-,-,-,-,-,-,-,-,-,-
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●,●
芯片总算力,-,-,-,-,-,-,-,-,-,-,-,-
自适应远近光,-,-,●,●,●,●,●,●,●,●,●,●
自动驻车,●,●,●,●,●,●,●,●,●,●,●,●
