Feature,61937,61938,61939
高度(mm),1967,1967,1967
驾驶辅助影像,,,
驾驶模式切换,,,
驻车制动类型,电子驻车,电子驻车,电子驻车
驱动方式,前置四驱,前置四驱,前置四驱
首任车主质保政策,-,-,-
陡坡缓降,●,●,●
限滑差速器/差速锁,,,
长度(mm),5018,5018,5018
长*宽*高(mm),5018*2110*1967,5018*2110*1967,5018*2110*1967
钥匙类型,,,
配气机构,DOHC,DOHC,DOHC
道路救援呼叫,●,●,●
道路交通标识识别,●,●,●
远光灯光源,,,
进气形式,涡轮增压+电动增压,涡轮增压+电动增压,机械增压
近光灯光源,,,
轴距(mm),3022,3022,3022
轮圈材质,,,
转向辅助灯,●,●,●
车顶行李架,●,●,●
车门数(个),5,5,5
车门开启方式,平开门,平开门,平开门
车道偏离预警系统,●,●,●
车道保持辅助系统,●,●,●
车载空气净化器,●,●,●
车身结构_y,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●
车联网,●,●,●
车窗防夹手功能,●,●,●
车窗一键升降功能,,,
车型名称,LUMMA CLR LD 2023款 挑战者 3.0T L6 桂冠绿 堡垒版,LUMMA CLR LD 2023款 挑战者 3.0T L6 基本型,LUMMA CLR LD 2023款 超级挑战者 5.0T V8 黑武士
车前雾灯,-,-,-
车内环境氛围灯,,,
车内化妆镜,,,
车内中控锁,●,●,●
车内PM2.5过滤装置,●,●,●
车侧脚踏板,,,
车体结构,承载式,承载式,承载式
负离子发生器,●,●,●
语音识别控制系统,,,
触摸式阅读灯,●,●,●
行车电脑显示屏幕,,,
行程(mm),92.29,92.29,-
行李厢12V电源接口,●,●,●
蓝牙/车载电话,●,●,●
自适应远近光,●,●,●
自动驻车,●,●,●
自动头灯,●,●,●
能源类型,汽油+48V轻混系统,汽油+48V轻混系统,汽油
胎压监测功能,,,
缺气保用轮胎,-,-,-
缸盖材料,铝合金,铝合金,铝合金
缸径(mm),83,83,-
缸体材料,铝合金,铝合金,铝合金
级别,中大型SUV,中大型SUV,中大型SUV
简称,8挡手自一体,8挡手自一体,8挡手自一体
第二排座椅调节,-,-,-
空调温度控制方式,,,
空气悬架,●,●,●
疲劳驾驶提示,●,●,●
电动座椅记忆功能,-,-,-
电动后备厢,-,-,-
环保标准_y,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●
燃油标号,95号,95号,95号
燃料形式,汽油+48V轻混系统,汽油+48V轻混系统,汽油
灯光特色功能,,,
满载最小离地间隙(mm),218,218,218
温度分区控制,●,●,●
液晶仪表尺寸,,,
涉水感应系统,●,●,●
油箱容积(L),90,90,90
气缸数(个),6,6,8
气缸排列形式,L,L,V
每缸气门数(个),4,4,4
最高车速(km/h),215,215,255
最大马力(Ps),480,480,598
最大扭矩转速(rpm),2000-5000,2000-5000,-
最大扭矩(N·m)_y,650,650,770
最大扭矩(N·m)_x,650,650,770
最大功率转速(rpm),5500-6500,5500-6500,-
最大功率(kW)_y,353,353,440
最大功率(kW)_x,353,353,440
最大净功率(kW),353,353,440
无钥匙进入功能,,,
无钥匙启动系统,●,●,●
方向盘记忆,-,-,-
方向盘材质,,,
方向盘换挡,-,-,-
方向盘加热,-,-,-
方向盘位置调节,,,
整车质保,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),2460,2460,2603
排量(mL),2996,2996,4999
换挡形式,,,
挡位个数,8,8,8
扬声器数量,,,
扬声器品牌名称,-,-,-
手机无线充电功能,-,-,-
手机互联/映射,,,
感应雨刷功能,,,
座椅材质,,,
座位数(个),5,5,5
并线辅助,●,●,●
巡航系统,,,
导航路况信息显示,●,●,●
宽度(mm),2110,2110,2110
官方0-100km/h加速(s),5.5,5.5,4.9
安全带未系提醒,,,
天窗类型,-,-,-
大灯高度可调,●,●,●
大灯延时关闭,●,●,●
多媒体/充电接口,,,
多功能方向盘,●,●,●
外后视镜功能,,,
备胎规格,非全尺寸,非全尺寸,非全尺寸
四驱形式,全时四驱,全时四驱,全时四驱
后雨刷,●,●,●
后轮距(mm),1702,1702,1702
后轮胎规格,275/50 R20,305/40 R22,305/35 R23
后排独立空调,●,●,●
后排液晶屏幕,,,
后排杯架,●,●,●
后排座椅放倒形式,,,
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●
后备厢容积(L),972-2277,972-2277,972-2277
后制动器类型,通风盘式,通风盘式,通风盘式
可变悬架功能,,,
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
