Feature,1013287,1013669,1013670,1013747
高度(mm),1870,1980,1980,1870
驾驶辅助影像,,-,-,
驱动电机数,单电机,单电机,单电机,单电机
驱动方式,后置后驱,后置后驱,后置后驱,后置后驱
陡坡缓降,-,-,-,-
限滑差速器/差速锁,-,-,-,-
长度(mm),5340,5310,5310,5340
长*宽*高(mm),5340×1940×1870,5310×1860×1980,5310×1860×1980,5340×1940×1870
钥匙类型,,,,
道路救援呼叫,-,-,-,-
远光灯光源,,,,
近光灯光源,,,,
运动风格座椅,-,-,-,-
运动外观套件,-,-,-,-
轴距(mm),3110,3105,3105,3110
轮圈材质,,,,
转向辅助灯,-,-,-,-
转向头灯,-,-,-,-
车顶行李架,-,-,-,-
车门数(个),4,4,4,4
车载冰箱,-,-,-,-
车载CD/DVD,-,-,-,-
车身结构_y,皮卡,皮卡,皮卡,皮卡
车身结构_x,皮卡,皮卡,皮卡,皮卡
车身稳定控制(ESC/ESP/DSC等),●,-,-,●
车窗防夹手功能,-,●,●,-
车型名称,将军EV皮卡 2022款 盛世版多用途货车,将军EV皮卡 2022款 智蓝舒适版多用途乘用车,将军EV皮卡 2022款 智蓝精英版多用途乘用车,将军EV皮卡 2022款 民族华章版多用途货车
车前雾灯,,,,
车内环境氛围灯,-,-,-,-
车内化妆镜,-,-,-,-
车内中控锁,●,●,●,●
车体结构,非承载式,非承载式,非承载式,非承载式
货箱尺寸(mm),1520x1580x440,-,-,1520x1580x440
行车电脑显示屏幕,,,,
蓝牙/车载电话,●,-,●,●
自适应远近光,-,-,-,-
自动驻车,-,-,-,-
自动头灯,-,-,-,-
膝部气囊,-,-,-,-
能源类型,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,-,-,
缺气保用轮胎,-,-,-,-
级别,皮卡,皮卡,皮卡,皮卡
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-,-
第二排座椅电动调节,-,-,-,-
第二排座椅功能,-,-,-,-
空调温度控制方式,,,,
空气悬架,-,-,-,-
百公里耗电量(kWh/100km),-,-,-,-
电池组质保,待查,待查,待查,待查
电池类型,待查,三元锂电池,三元锂电池,待查
电池容量(kWh),-,67.89,67.89,-
电池充电时间,-,-,-,-
电机类型,永磁 / 同步,永磁 / 同步,永磁 / 同步,永磁 / 同步
电机布局,后置,后置,后置,后置
电动机总扭矩(N·m),330,360,360,330
电动机总功率(kW),130,100,100,130
电动机(Ps),177,136,136,177
电动座椅记忆功能,-,-,-,-
电动吸合车门,-,-,-,-
电动后备厢位置记忆,-,-,-,-
电动后备厢,-,-,-,-
牵引力控制(ASR/TCS/TRC等),●,-,-,●
温度分区控制,-,-,-,-
最高车速(km/h),-,-,-,-
最小离地间隙(mm),-,-,-,-
最大载重质量(kg),-,-,-,-
最大满载质量(kg),-,-,-,-
最大扭矩(N·m),330,360,360,330
最大功率(kW),130,100,100,130
无钥匙进入功能,,-,-,
无钥匙启动系统,●,-,-,●
方向盘记忆,-,-,-,-
方向盘材质,,,,
方向盘换挡,-,-,-,-
方向盘加热,-,-,-,-
方向盘位置调节,,-,-,
整车质保,-,-,-,-
整备质量(kg),-,-,-,-
挡位个数,1,1,1,1
扬声器数量,,,,
扬声器品牌名称,-,-,-,-
慢充时间(小时),-,9.5,9.5,-
感应雨刷功能,-,-,-,-
感应后备厢,-,-,-,-
快充电量百分比,-,80,80,-
快充电量(%),-,80,80,-
快充时间(小时),-,1.2,1.2,-
座椅材质,,,,
座位数(个),5,5,5,5
并线辅助,-,-,-,-
工信部续航里程(km),536,305,305,536
工信部纯电续航里程(km),536,305,305,536
巡航系统,,-,-,
宽度(mm),1940,1860,1860,1940
安全带未系提醒,,-,-,
天窗类型,-,-,-,-
大灯高度可调,●,●,●,●
大灯清洗装置,-,-,-,-
多媒体/充电接口,,,,
多功能方向盘,●,-,-,●
外后视镜功能,,,,
