Feature,1006694
高度(mm),1820
驱动电机数,单电机
驱动方式,未知
陡坡缓降,-
长度(mm),4420
长*宽*高(mm),4420×1685×1820
道路救援呼叫,-
运动风格座椅,-
运动外观套件,-
轴距(mm),2750
转向辅助灯,-
转向头灯,-
车顶行李架,-
车门数(个),5
车载电视,-
车载冰箱,-
车身结构_y,客车
车身结构_x,客车
车身稳定控制(ESC/ESP/DSC等),-
车窗防夹手功能,-
车型名称,欧诺新能源 2018款 欧诺S EV
车内中控锁,●
车体结构,承载式
货箱尺寸(mm),-
蓝牙/车载电话,-
自适应远近光,-
自动驻车,-
自动头灯,-
膝部气囊,-
能源类型,纯电动
缺气保用轮胎,-
级别,微面
简称,电动车单速变速箱
空气悬架,-
百公里耗电量(kWh/100km),-
电池组质保,-
电池类型,三元锂电池
电池容量(kWh),44.85
电池充电时间,-
电机类型,-
电机布局,-
电动机总扭矩(N·m),260
电动机总功率(kW),65
电动机(Ps),88
电动后备厢,-
牵引力控制(ASR/TCS/TRC等),●
温度分区控制,-
油箱容积(L),-
最高车速(km/h),105
最小离地间隙(mm),165
最大载重质量(kg),-
最大扭矩(N·m),260
最大功率(kW),65
无钥匙启动系统,-
方向盘记忆,-
方向盘换挡,-
方向盘加热,-
整车质保,八年或12万公里
整备质量(kg),-
挡位个数,1
慢充时间(小时),8
感应后备厢,-
快充电量百分比,80
快充电量(%),80
快充时间(小时),1
座位数(个),5
并线辅助,-
工信部续航里程(km),310
工信部纯电续航里程(km),310
宽度(mm),1685
大灯高度可调,-
大灯清洗装置,-
多功能方向盘,-
后风挡遮阳帘,-
后雨刷,-
后轮距(mm),1435
后轮胎规格,185/70 R14
后电动机最大扭矩(N·m),-
后电动机最大功率(kW),-
后排车门开启方式,侧滑门
后排独立空调,-
后排杯架,-
后排座椅电动调节,-
后排侧隐私玻璃,-
后悬架类型,扭力梁式非独立悬架
后座出风口,-
后制动器类型,盘式
可变转向比,-
变速箱类型,固定齿比变速箱
厂商指导价(元),17.58万
厂商,长安汽车
助力类型,电动助力
前轮距(mm),1425
前轮胎规格,185/70 R14
前电动机最大扭矩(N·m),-
前电动机最大功率(kW),-
前悬架类型,麦弗逊式独立悬架
前制动器类型,通风盘式
前/后驻车雷达,-
前/后电动车窗,-
前/后排头部气囊(气帘),-
前/后排侧气囊,-
前/后中央扶手,-
刹车辅助(EBA/BAS/BA等),●
制动力分配(EBD/CBC等),●
主/副驾驶座电动调节,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副-
上市时间,2018.08
上坡辅助,-
LED日间行车灯,-
ISOFIX儿童座椅接口,-
GPS导航系统,-
ABS防抱死,●
220V/230V电源,-
