Feature,38078,38577,38578,38728,38729
方向盘换挡,-,-,-,-,-
方向盘加热,-,-,-,-,-
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1640,1690,1690,1640,1640
整体主动转向系统,-,-,-,-,-
排量(mL),1499,1997,1997,1499,1499
挡位个数,5,6,6,5,无级变速
手势控制,-,-,-,-,-
感应后备厢,-,-,-,-,-
座位数(个),5,5,5,5,5
并线辅助,-,-,-,-,-
工信部综合油耗(L/100km),7.3,8.8,8.8,7.3,7.8
尾门玻璃独立开启,-,-,-,-,-
导航路况信息显示,-,-,-,-,-
宽度(mm),1875,1875,1875,1875,1875
实测油耗(L/100km),-,-,-,-,-
实测100-0km/h制动(m),-,-,-,-,-
实测0-100km/h加速(s),-,-,-,-,-
官方0-100km/h加速(s),14,14,14,14,15
大灯高度可调,●,●,●,●,●
大灯清洗装置,-,-,-,-,-
大灯延时关闭,●,●,●,●,●
夜视系统,-,-,-,-,-
多功能方向盘,●,●,●,●,●
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
后风挡遮阳帘,-,-,-,-,-
后雨刷,●,●,●,●,●
后轮距(mm),1625,1625,1625,1625,1625
后轮胎规格,225/60 R18,225/60 R18,225/60 R18,225/60 R18,225/60 R18
后排独立空调,-,-,-,-,-
后排杯架,●,●,●,●,●
后排控制多媒体,-,-,-,-,-
后排座椅电动调节,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-
后排小桌板,-,-,-,-,-
后排安全带式气囊,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-
后排中央安全气囊,-,-,-,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●,●
后制动器类型,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-
可加热喷水嘴,-,-,-,-,-
变速箱类型,手动变速箱(MT),双离合变速箱(DCT),双离合变速箱(DCT),手动变速箱(MT),无级变速箱(CVT)
变速箱,5挡手动,6挡双离合,6挡双离合,5挡手动,CVT无级变速
发动机电子防盗,●,●,●,●,●
发动机特有技术,-,-,-,-,-
发动机型号,CF4G15T,4G63S4T,4G63S4T,CF4G15T,CF4G15T
发动机启停技术,●,●,●,●,●
发动机,1.5T 150马力 L4,2.0T 177马力 L4,2.0T 177马力 L4,1.5T 150马力 L4,1.5T 150马力 L4
压缩比,-,-,-,-,-
厂商指导价(元),7.98万,10.98万,11.98万,8.98万,9.98万
厂商,猎豹汽车,猎豹汽车,猎豹汽车,猎豹汽车,猎豹汽车
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-
前轮距(mm),1625,1625,1625,1625,1625
前轮胎规格,225/60 R18,225/60 R18,225/60 R18,225/60 R18,225/60 R18
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-,-
前/后排侧气囊,-,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),-,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●
内置行车记录仪,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-
倒车车侧预警系统,-,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
主动降噪,-,-,-,-,-
主动闭合式进气格栅,-,-,-,-,-
主动刹车/主动安全系统,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-,-
中央差速器锁止功能,-,-,-,-,-
上市时间,2019.04,2019.04,2019.04,2019.04,2019.04
上坡辅助,-,●,●,●,●
LED日间行车灯,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-
GPS导航系统,-,-,●,-,●
ABS防抱死,●,●,●,●,●
220V/230V电源,-,-,-,-,-
