Feature,25733,25734,31827,31828
高度(mm),1455,1455,1455,1455
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车
驱动方式,前置后驱,前置后驱,前置后驱,前置后驱
零胎压继续行驶,-,-,-,-
陡坡缓降,-,-,-,-
防紫外线玻璃,●,●,●,●
长度(mm),4880,4880,4880,4880
长*宽*高(mm),4880*1840*1455,4880*1840*1455,4880*1840*1455,4880*1840*1455
铝合金轮圈,●,●,●,●
配气机构,DOHC,DOHC,DOHC,DOHC
遮阳板化妆镜,●,●,●,●
遥控钥匙,●,●,●,●
道路救援呼叫,-,●,-,-
远程启动,-,-,-,-
远光灯,LED,LED,LED,LED
进气形式,自然吸气,自然吸气,涡轮增压,涡轮增压
近光灯,LED,LED,LED,LED
运动风格座椅,-,-,-,-
运动外观套件,-,-,-,●
轴距(mm),2850,2850,2850,2850
转向辅助灯,-,-,-,-
转向头灯,-,-,-,-
车顶行李架,-,-,-,-
车门数(个),4,4,4,4
车道偏离预警系统,●,●,●,●
车载空气净化器,-,-,-,-
车载电视,-,-,-,-
车载冰箱,-,-,-,-
车身结构_y,三厢车,三厢车,三厢车,三厢车
车身结构_x,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●
车联网,-,-,-,-
车窗防夹手功能,●,●,●,●
车窗一键升降,全车,全车,全车,全车
车型名称,雷克萨斯GS 2016款 300h 领先版,雷克萨斯GS 2016款 300h 豪华版,雷克萨斯GS 2017款 300 领先版,雷克萨斯GS 2017款 300 F SPORT
车内空气调节/花粉过滤,●,●,●,●
车内氛围灯,●,●,●,●
车内中控锁,●,●,●,●
车体结构,承载式,承载式,承载式,承载式
行车电脑显示屏,●,●,●,●
行程(mm),98,98,86,86
行李厢容积(L),450,450,520,520
蓝牙/车载电话,●,●,●,●
自适应远近光,●,●,●,●
自适应巡航,●,●,●,●
自动驻车,●,●,●,●
自动泊车入位,-,-,-,-
自动头灯,●,●,●,●
膝部气囊,●,●,●,●
腰部支撑调节,●,●,●,●
能源类型,油电混合,油电混合,汽油,汽油
胎压监测装置,●,●,●,●
肩部支撑调节,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金
缸径(mm),90,90,86,86
缸体材料,铝合金,铝合金,铝合金,铝合金
级别,中大型车,中大型车,中大型车,中大型车
简称,E-CVT无级变速,E-CVT无级变速,8挡手自一体,8挡手自一体
第二排靠背角度调节,-,-,-,-
第二排独立座椅,-,-,-,-
第二排座椅移动,-,-,-,-
第三排座椅,-,-,-,-
空调控制方式,自动●,自动●,自动●,自动●
空气悬架,-,-,-,-
皮质方向盘,●,●,●,●
疲劳驾驶提示,-,-,-,-
电磁感应悬架,-,-,-,-
电池容量(kWh),-,-,-,-
电动机总扭矩(N·m),300,300,-,-
电动机总功率(kW),105,105,-,-
电动座椅记忆,●,●,●,●
电动天窗,●,●,●,●
电动吸合门,-,-,-,-
电动后备厢,-,●,-,-
环保标准,国V,国V,国V,国V
牵引力控制(ASR/TCS/TRC等),●,●,●,●
燃油标号,92号,92号,95号,95号
燃料形式,油电混合,油电混合,汽油,汽油
温度分区控制,●,●,●,●
流媒体车内后视镜,-,-,-,-
油箱容积(L),66,66,66,66
气缸数(个),4,4,4,4
气缸排列形式,L,L,L,L
每缸气门数(个),4,4,4,4
最高车速(km/h),190,190,230,230
最小离地间隙(mm),-,-,-,-
最大马力(Ps),181,181,245,245
最大扭矩转速(rpm),4200-5400,4200-5400,1650-4400,1650-4400
最大扭矩(N·m)_y,221,221,350,350
最大扭矩(N·m)_x,-,-,350,350
最大功率转速(rpm),6000,6000,5800,5800
最大功率(kW)_y,133,133,180,180
最大功率(kW)_x,-,-,180,180
无钥匙进入系统,●,●,●,●
无钥匙启动系统,●,●,●,●
方向盘调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节
方向盘记忆,●,●,●,●
方向盘电动调节,●,●,●,●
方向盘换挡,●,●,●,●
方向盘加热,-,-,-,-
整车质保,六年或15万公里,六年或15万公里,四年或10万公里,四年或10万公里
整备质量(kg),1735,1780,1660,1705
整体主动转向系统,-,-,-,-
排量(mL),2494,2494,1998,1998
挡位个数,无级变速,无级变速,8,8
扬声器品牌,-,Mark Levinson马克莱文森,-,-
扬声器个数,≥12喇叭,≥12喇叭,≥12喇叭,≥12喇叭
手机无线充电,-,-,-,-
手机互联/映射功能,-,-,-,-
感应雨刷,●,●,●,●
感应后备厢,-,-,-,-
座椅高低调节,●,●,●,●
座椅材料,仿皮,真皮,仿皮,真皮
座位数(个),5,5,5,5
并线辅助,-,●,-,-
工信部综合油耗(L/100km),5.6,5.6,7.3,7.6
工信部续航里程(km),-,-,-,-
导航路况信息显示,-,-,-,-
宽度(mm),1840,1840,1840,1840
实测油耗(L/100km),-,-,-,-
实测100-0km/h制动(m),-,-,-,-
实测0-100km/h加速(s),-,-,-,-
定速巡航,●,●,●,●
官方0-100km/h加速(s),9.2,9.2,7.3,7.3
安全带未系提示,●,●,●,●
大灯高度可调,●,●,●,●
大灯清洗装置,●,●,●,●
夜视系统,-,-,-,-
多功能方向盘,●,●,●,●
外接音源接口,USB+AUX,USB+AUX,USB+AUX,USB+AUX
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸
后风挡遮阳帘,-,●,-,●
后雨刷,-,-,-,-
后轮距(mm),1590,1590,1590,1590
后轮胎规格,225/50 R17,235/45 R18,225/50 R17,235/45 R18
后视镜记忆,●,●,●,●
后视镜电动调节,●,●,●,●
后视镜电动折叠,●,●,●,●
后视镜加热,●,●,●,●
后电动机最大扭矩(N·m),300,300,-,-
后电动机最大功率(kW),105,105,-,-
后桥限滑差速器/差速锁,-,-,-,-
后排独立空调,-,●,-,-
后排液晶屏,-,-,-,-
后排杯架,●,●,●,●
后排座椅电动调节,-,-,-,-
后排座椅放倒方式,-,-,-,-
后排侧隐私玻璃,-,-,-,-
后排侧遮阳帘,-,●,-,-
后悬架类型,多连杆悬架带横向稳定杆,多连杆悬架+横向稳定杆带AVS适应式可调悬架,多连杆悬架带横向稳定杆,多连杆悬架+横向稳定杆带AVS适应式可调悬架
后座出风口,●,●,●,●
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式
可变转向比,-,-,-,-
可变悬架,-,软硬调节,-,软硬调节
可加热/制冷杯架,-,-,-,-
变速箱类型,电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,E-CVT无级变速,E-CVT无级变速,8挡手自一体,8挡手自一体
发动机电子防盗,●,●,●,●
发动机特有技术,双VVT-i,双VVT-i,双VVT-i,双VVT-i
发动机型号,2AR-FSE,2AR-FSE,8AR-FTS,8AR-FTS
发动机启停技术,-,-,●,●
发动机,2.5L 181马力 L4,2.5L 181马力 L4,2.0T 245马力 L4,2.0T 245马力 L4
压缩比,13,13,10,10
厂商指导价(元),45.70万,56.00万,43.80万,46.50万
厂商,雷克萨斯,雷克萨斯,雷克萨斯,雷克萨斯
助力类型,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,●,-,-
前雾灯,●,●,●,●
前轮距(mm),1575,1575,1575,1575
前轮胎规格,225/50 R17,235/45 R18,225/50 R17,235/45 R18
前电动机最大扭矩(N·m),-,-,-,-
前电动机最大功率(kW),-,-,-,-
前桥限滑差速器/差速锁,-,-,-,-
前悬架类型,独立双叉式悬架+横向稳定杆,双叉臂悬架+横向稳定杆带AVS适应式可调悬架,独立双叉式悬架+横向稳定杆,双叉臂悬架+横向稳定杆带AVS适应式可调悬架
前大灯雨雾模式,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排座椅通风,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排座椅按摩,-,-,-,-
前/后排座椅加热,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
