Feature,1015642,1015643,1015644,1015645,1015646,1015647,1015648
后排杯架,-,-,-,-,-,-,-
后排座椅放倒形式,,,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-,-
后排侧窗遮阳帘,-,-,-,-,-,-,-
后悬架类型,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架
后座出风口,○,●,○,●,○,○,○
后制动器类型,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式
可变转向比,-,-,-,-,-,-,-
可变悬架功能,-,-,-,-,-,-,-
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
发动机电子防盗,-,-,-,-,-,-,-
发动机型号,SWC15M,SWC15M,SWC15M,SWC15M,SWD16M,SWD16M,SWD16M
发动机启停技术,-,-,-,-,-,-,-
发动机,1.5L 102马力 L4,1.5L 102马力 L4,1.5L 102马力 L4,1.5L 102马力 L4,1.6L 116马力 L4,1.6L 116马力 L4,1.6L 116马力 L4
厂商指导价(元),5.29万,5.59万,5.29万,5.49万,5.49万,5.69万,6.19万
厂商,华晨鑫源,华晨鑫源,华晨鑫源,华晨鑫源,华晨鑫源,华晨鑫源,华晨鑫源
卫星导航系统,-,-,-,-,-,-,-
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副座椅调节方式,,,,,,,
前轮距(mm),1460,1460,1460,1460,1460,1460,1460
前轮胎规格,195/65 R15,195/65 R15,195/65 R15,195/65 R15,195/65 R15,195/65 R15,195/65 R15
前排座椅功能,-,-,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式
前/后驻车雷达,-,-,-,-,-,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-
制动力分配(EBD/CBC等),-,-,-,-,-,-,-
内后视镜功能,-,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-,-
侧滑门形式,,,,,,,
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
主座椅调节方式,,,,,,,
主/副驾驶座电动调节,-,-,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-,-,-
中控彩色屏幕,,,,,,,
上市时间,2023.03,2023.03,2023.03,2023.03,2023.03,2023.03,2023.03
上坡辅助,-,-,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-,-
