Feature,25783,29872,29873,29874,29875,31395,35207
高度(mm),1792,1792,1792,1792,1792,1792,1792
驻车制动类型,脚刹,脚刹,脚刹,脚刹,脚刹,脚刹,脚刹
驱动方式,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱
零胎压继续行驶,-,-,-,-,-,-,-
陡坡缓降,●,●,●,●,●,●,●
防紫外线玻璃,●,●,●,●,●,●,●
长度(mm),4875,4828,4828,4828,4828,4824,4828
长*宽*高(mm),4875*1943*1792,4828*1943*1792,4828*1943*1792,4828*1943*1792,4828*1943*1792,4824*1973*1792,4828*1943*1792
铝合金轮圈,●,●,●,●,●,●,●
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
遮阳板化妆镜,●,●,●,●,●,●,●
遥控钥匙,●,●,●,●,●,●,●
道路救援呼叫,-,-,-,-,-,-,-
远程启动,●,-,-,●,●,-,●
远光灯,氙气,氙气,氙气,氙气,氙气,氙气,氙气
进气形式,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,涡轮增压,自然吸气
近光灯,氙气,氙气,氙气,氙气,氙气,氙气,氙气
运动风格座椅,-,-,-,-,-,-,-
运动外观套件,-,-,-,-,-,-,-
轴距(mm),2915,2915,2915,2915,2915,2915,2915
转向辅助灯,-,-,-,-,-,-,-
转向头灯,●,-,-,-,-,-,-
车顶行李架,●,●,●,●,●,●,●
车门数(个),5,5,5,5,5,5,5
车道偏离预警系统,●,-,-,-,●,-,-
车载空气净化器,-,-,-,-,-,-,-
车载电视,-,-,-,-,-,-,-
车载冰箱,-,-,-,-,-,-,-
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●
车联网,-,-,-,-,-,-,-
车窗防夹手功能,●,●,●,●,●,●,●
车窗一键升降,前排,前排,前排,前排,前排,前排,前排
车型名称,大切诺基(进口) 2017款 3.6L 旗舰尊耀版,大切诺基(进口) 2017款 3.0L 舒享导航版,大切诺基(进口) 2017款 3.0L 精英导航版,大切诺基(进口) 2017款 3.6L 精英导航版,大切诺基(进口) 2017款 3.6L 豪华导航版,大切诺基(进口) 2017款 3.0TD 柴油 高性能四驱版 国V,大切诺基(进口) 2018款 3.6L 高性能四驱版
车内空气调节/花粉过滤,-,-,-,-,-,-,-
车内氛围灯,-,-,-,-,-,-,-
车内中控锁,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式
行车电脑显示屏,●,●,●,●,●,●,●
行程(mm),-,-,-,-,-,-,-
行李厢容积(L),-,-,-,-,-,-,-
蓝牙/车载电话,●,●,●,●,●,●,●
自适应远近光,●,●,●,●,●,●,●
自适应巡航,●,-,-,-,●,-,-
自动驻车,-,-,-,-,-,-,-
自动泊车入位,●,-,-,-,●,-,-
自动头灯,●,●,●,●,●,●,●
膝部气囊,●,●,●,●,●,●,●
腰部支撑调节,●,●,●,●,●,●,●
能源类型,汽油,汽油,汽油,汽油,汽油,柴油,汽油
胎压监测装置,●,●,●,●,●,●,●
肩部支撑调节,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),-,-,-,-,-,-,-
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,未知,铝合金
级别,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV
简称,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
第二排靠背角度调节,●,●,●,●,●,●,●
第二排独立座椅,-,-,-,-,-,-,-
