Feature,16937,32969
高度(mm),1299,1282
驻车制动类型,电子驻车,电子驻车
驱动电机数,-,-
驱动方式,中置四驱,中置四驱
零胎压继续行驶,●,●
陡坡缓降,-,-
防紫外线玻璃,-,-
长度(mm),4689,4689
长*宽*高(mm),4689*1942*1299,4689*1942*1282
铝合金轮圈,●,●
配气机构,DOHC,DOHC
遮阳板化妆镜,●,●
遥控钥匙,●,●
道路救援呼叫,●,●
远程启动,-,-
远光灯,LED(选装激光),LED(选装激光)
进气形式,双涡轮增压,双涡轮增压
近光灯,LED,LED
运动风格座椅,●,●
运动外观套件,●,●
轴距(mm),2800,2800
转向辅助灯,-,-
转向头灯,●,●
车顶行李架,-,-
车门数(个),2,2
车道偏离预警系统,-,●
车载空气净化器,-,-
车载电视,-,-
车载冰箱,-,-
车身结构_y,硬顶跑车,软顶敞篷车
车身结构_x,2门4座硬顶跑车,2门2座软顶敞篷车
车身稳定控制(ESC/ESP/DSC等),●,●
车联网,●,●
车窗防夹手功能,●,●
车窗一键升降,全车,全车
车型名称,宝马i8 2014款 标准型,宝马i8 2019款 敞篷跑车
车内空气调节/花粉过滤,●,●
车内氛围灯,-,-
车内中控锁,●,●
车体结构,非承载式,非承载式
行车电脑显示屏,●,●
行程(mm),94.6,94.6
行李厢容积(L),154,88
蓝牙/车载电话,●,●
自适应远近光,-,-
自适应巡航,-,-
自动驻车,-,-
自动泊车入位,-,-
自动头灯,●,●
膝部气囊,-,-
腰部支撑调节,-,-
能源类型,插电式混合动力,插电式混合动力
胎压监测装置,●,●
肩部支撑调节,-,-
缸盖材料,铝合金,铝合金
缸径(mm),82,82
缸体材料,铝合金,铝合金
级别,跑车,跑车
系统综合扭矩(N·m),-,-
系统综合功率(kW),-,-
简称,6挡手自一体,6挡手自一体
第二排靠背角度调节,-,-
第二排独立座椅,-,-
第二排座椅移动,-,-
第三排座椅,-,-
空调控制方式,自动●,自动●
空气悬架,-,-
皮质方向盘,●,●
百公里耗电量(kWh/100km),-,-
疲劳驾驶提示,-,-
电磁感应悬架,-,-
电池能量(kWh),7.1,11.6
电池组质保,8年或10万公里,8年或10万公里
电池类型,-,-
