Feature,23103
高度(mm),1759
驻车制动类型,手刹
驱动方式,前置后驱
长度(mm),4806
长*宽*高(mm),4806*2057*1759
配气机构,DOHC
进气形式,自然吸气
轴距(mm),2921
车门数(个),2
车身结构_y,SUV
车身结构_x,2门4座SUV
车型名称,RALLY FIGHTER 2015款 6.2L 标准型
车体结构,未知
行程(mm),-
行李厢容积(L),-
能源类型,汽油
缸盖材料,铝合金
缸径(mm),-
缸体材料,铝合金
级别,中大型SUV
简称,4挡自动
环保标准,国V
燃油标号,95号
燃料形式,汽油
油箱容积(L),-
气缸数(个),8
气缸排列形式,V
每缸气门数(个),4
最高车速(km/h),-
最小离地间隙(mm),-
最大马力(Ps),437
最大扭矩转速(rpm),4600
最大扭矩(N·m)_y,575
最大扭矩(N·m)_x,575
最大功率转速(rpm),5900
最大功率(kW)_y,321
最大功率(kW)_x,321
整车质保,待查
整备质量(kg),-
排量(mL),-
挡位个数,4
座位数(个),4
工信部综合油耗(L/100km),-
宽度(mm),2057
实测油耗(L/100km),-
实测100-0km/h制动(m),-
实测0-100km/h加速(s),-
官方0-100km/h加速(s),-
备胎规格,未知
后轮距(mm),1765
后轮胎规格,285/70 R17
后悬架类型,多连杆独立悬架
后制动器类型,通风盘式
变速箱类型,自动变速箱(AT)
变速箱,4挡自动
发动机特有技术,-
发动机型号,-
发动机,6.2L 437马力 V8
压缩比,-
厂商指导价(元),158.00万
厂商,LOCAL MOTORS
助力类型,机械液压助力
前轮距(mm),1765
前轮胎规格,285/70 R17
前悬架类型,双叉臂独立悬架 
前制动器类型,通风盘式
供油方式,未知
上市时间,2015.06
