Feature,1014439,1014440,1014441,1014442,1014443,1014444
高度(mm),2430,2430,2345,2345,1825,1825
驾驶辅助影像,-,-,-,-,-,-
驱动方式,中置后驱,中置后驱,中置后驱,中置后驱,中置后驱,中置后驱
陡坡缓降,-,-,-,-,-,-
长度(mm),4380,4580,4380,4580,4350,4550
长*宽*高(mm),4380×1600×2430,4580×1600×2430,4380×1600×2345,4580×1600×2345,4350×1600×1825,4550×1600×1825
钥匙类型,,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
道路救援呼叫,-,-,-,-,-,-
远光灯光源,,,,,,
进气形式,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气
近光灯光源,,,,,,
运动风格座椅,-,-,-,-,-,-
运动外观套件,-,-,-,-,-,-
轴距(mm),2500,2700,2500,2700,2500,2700
轮圈材质,,,,,,
转向辅助灯,-,-,-,-,-,-
转向头灯,-,-,-,-,-,-
车门数(个),2,2,2,2,2,2
车载冰箱,-,-,-,-,-,-
车载CD/DVD,-,-,-,-,-,-
车身结构_y,货车,货车,货车,货车,货车,货车
车身结构_x,货车,货车,货车,货车,货车,货车
车身稳定控制(ESC/ESP/DSC等),-,-,-,-,-,-
车窗防夹手功能,-,-,-,-,-,-
车型名称,华凯VB06 2022款 1.5L厢式运输车标轴JL473QH,华凯VB06 2022款 1.5L厢式运输车长轴JL473QH,华凯VB06 2022款 1.5L仓栅式运输车标轴JL473QH,华凯VB06 2022款 1.5L仓栅式运输车长轴JL473QH,华凯VB06 2022款 1.5L载货汽车标轴JL473QH,华凯VB06 2022款 1.5L载货汽车长轴JL473QH
车前雾灯,,,,,,
车内环境氛围灯,-,-,-,-,-,-
车内化妆镜,-,-,-,-,-,-
车内中控锁,○,○,○,○,○,○
车体结构,承载式,承载式,承载式,承载式,承载式,承载式
货箱尺寸(mm),2460x1465x1655,2660x1465x1655,2500x1510x368,2700x1510x368,2500x1510x368,2700x1510x368
行车电脑显示屏幕,-,-,-,-,-,-
行程(mm),88.4,88.4,88.4,88.4,88.4,88.4
蓝牙/车载电话,-,-,-,-,-,-
自适应远近光,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-
自动头灯,-,-,-,-,-,-
能源类型,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测功能,-,-,-,-,-,-
缺气保用轮胎,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),73,73,73,73,73,73
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,微卡,微卡,微卡,微卡,微卡,微卡
简称,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
第二排座椅调节,-,-,-,-,-,-
第二排座椅电动调节,-,-,-,-,-,-
第二排座椅功能,-,-,-,-,-,-
空调温度控制方式,,,,,,
空气悬架,-,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-,-
电动吸合车门,-,-,-,-,-,-
电动后备厢位置记忆,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-
燃油标号,92号,92号,92号,92号,92号,92号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油
温度分区控制,-,-,-,-,-,-
油箱容积(L),40,40,40,40,40,40
气缸数(个),4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4
最高车速(km/h),-,-,-,-,-,-
最小离地间隙(mm),155,155,155,155,155,155
最大马力(Ps),107,107,107,107,107,107
最大载重质量(kg),745,745,745,745,745,745
最大满载质量(kg),-,-,-,-,-,-
最大扭矩转速(rpm),4000-5000,4000-5000,4000-5000,4000-5000,4000-5000,4000-5000
最大扭矩(N·m)_y,140,140,140,140,140,140
最大扭矩(N·m)_x,140,140,140,140,140,140
最大功率转速(rpm),6000,6000,6000,6000,6000,6000
最大功率(kW)_y,78.5,78.5,78.5,78.5,78.5,78.5
最大功率(kW)_x,78.5,78.5,78.5,78.5,78.5,78.5
无钥匙进入功能,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-
方向盘材质,,,,,,
方向盘换挡,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-
方向盘位置调节,-,-,-,-,-,-
整车质保,-,-,-,-,-,-
整备质量(kg),-,-,-,-,-,-
排量(mL),1480,1480,1480,1480,1480,1480
挡位个数,5,5,5,5,5,5
扬声器数量,,,,,,
扬声器品牌名称,-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-
感应后备厢,-,-,-,-,-,-
座椅材质,,,,,,
座位数(个),2,2,2,2,2,2
并线辅助,-,-,-,-,-,-
工信部综合油耗(L/100km),-,-,-,-,-,-
巡航系统,-,-,-,-,-,-
宽度(mm),1600,1600,1600,1600,1600,1600
安全带未系提醒,,,,,,
天窗类型,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-
多媒体/充电接口,,,,,,
多功能方向盘,-,-,-,-,-,-
外后视镜功能,-,-,-,-,-,-
后风挡遮阳帘,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-
后轮距(mm),1300,1300,1300,1300,1300,1300
后轮胎规格,165/70 R14,165/70 R14,165/70 R14,165/70 R14,165/70 R14,165/70 R14
后排车门开启方式,-,-,-,-,-,-
后排独立空调,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-
后排侧窗遮阳帘,-,-,-,-,-,-
后悬架类型,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架
后座出风口,-,-,-,-,-,-
后制动器类型,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式
可变转向比,-,-,-,-,-,-
可变悬架功能,-,-,-,-,-,-
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
发动机电子防盗,-,-,-,-,-,-
发动机型号,JL473QH,JL473QH,JL473QH,JL473QH,JL473QH,JL473QH
发动机启停技术,-,-,-,-,-,-
发动机,1.5L 107马力 L4,1.5L 107马力 L4,1.5L 107马力 L4,1.5L 107马力 L4,1.5L 107马力 L4,1.5L 107马力 L4
压缩比,10.5,10.5,10.5,10.5,10.5,10.5
厂商指导价(元),5.18万,5.28万,4.98万,5.08万,4.68万,4.78万
厂商,明君汽车,明君汽车,明君汽车,明君汽车,明君汽车,明君汽车
卫星导航系统,-,-,-,-,-,-
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副座椅调节方式,,,,,,
前轮距(mm),1290,1290,1290,1290,1290,1290
前轮胎规格,165/70 R14,165/70 R14,165/70 R14,165/70 R14,165/70 R14,165/70 R14
前排座椅功能,-,-,-,-,-,-
前悬架类型,独立悬架,独立悬架,独立悬架,独立悬架,独立悬架,独立悬架
前制动器类型,盘式,盘式,盘式,盘式,盘式,盘式
前/后驻车雷达,-,-,-,-,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●
准拖挂车总质量(kg),-,-,-,-,-,-
内后视镜功能,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
主座椅调节方式,,,,,,
主/副驾驶座电动调节,-,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-,-
中控彩色屏幕,-,-,-,-,-,-
上市时间,2022.09,2022.09,2022.09,2022.09,2022.09,2022.09
上坡辅助,-,-,-,-,-,-
LED日间行车灯,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-
