Feature,50427,50428,50429,55925,55994
高度(mm),1618,1618,1618,1618,1618
驾驶辅助影像,,,,,
驾驶模式切换,,,,,
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车
驱动电机数,双电机,双电机,双电机,单电机,单电机
驱动方式,双电机四驱,双电机四驱,双电机四驱,后置后驱,后置后驱
面部识别,●,●,○,●,-
隐藏电动门把手,-,-,-,-,-
陡坡缓降,●,●,●,●,●
限滑差速器/差速锁,-,-,-,-,-
长度(mm),5200,5200,5200,5200,5200
长*宽*高(mm),5200*2062*1618,5200*2062*1618,5200*2062*1618,5200*2062*1618,5200*2062*1618
钥匙类型,,,,,
遥控泊车,●,●,○,○,○
道路救援呼叫,●,●,●,●,●
道路交通标识识别,●,●,●,●,●
透明底盘/540度影像,●,●,●,●,●
远程启动功能,,,,,
远光灯光源,,,,,
近光灯光源,,,,,
运动风格座椅,-,-,-,-,-
运动外观套件,-,-,-,-,-
辅助驾驶芯片,,,,,
辅助驾驶系统,,,,,
辅助驾驶等级,,,,,
轴距(mm),3150,3150,3150,3150,3150
轮圈材质,,,,,
转向辅助灯,●,●,○,●,-
转向头灯,●,●,●,●,●
车顶行李架,-,-,-,-,-
车门数(个),5,5,5,5,5
车门开启方式,对开门+展翼门,对开门+展翼门,对开门+展翼门,对开门+展翼门,对开门+展翼门
车道偏离预警系统,●,●,●,●,●
车道保持辅助系统,●,●,●,●,●
车载空气净化器,●,●,●,●,●
车载智能系统,,,,,
车载冰箱,-,●,-,-,-
车载CD/DVD,-,-,-,-,-
车身结构_y,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门6座SUV,5门4座SUV,5门6座SUV,5门6座SUV,5门6座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●
车联网,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●
车窗一键升降功能,,,,,
车型名称,高合HiPhi X 2021款 旗舰版6座,高合HiPhi X 2021款 旗舰版4座,高合HiPhi X 2021款 豪华版6座,高合HiPhi X 2022款 创远版6座 长续航版,高合HiPhi X 2022款 智远版6座 长续航版
车前雾灯,-,-,-,-,-
车内香氛装置,●,●,●,●,●
车内环境氛围灯,,,,,
车内化妆镜,,,,,
车内中控锁,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,
负离子发生器,●,●,●,●,●
语音识别控制系统,,,,,
触摸式阅读灯,●,●,●,●,●
被动行人保护,-,-,-,-,-
行车电脑显示屏幕,,,,,
行李厢12V电源接口,●,●,●,●,●
蓝牙/车载电话,●,●,●,●,●
芯片总算力,,,,,
自适应远近光,●,●,●,-,●
自动驻车,●,●,●,●,●
自动泊车入位,●,●,●,●,●
自动头灯,●,●,●,●,●
自动变道辅助,●,●,●,●,●
膝部气囊,-,-,-,-,-
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,
缺气保用轮胎,-,-,-,-,-
级别,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排独立座椅,●,●,●,●,●
第二排座椅调节,,,,,
第二排座椅电动调节,●,●,●,●,●
第二排座椅功能,,,,,
空调温度控制方式,,,,,
空气悬架,●,●,●,●,●
离去角(°),18,18,18,18,18
百公里耗电量(kWh/100km),17.8,17.8,17.8,16,16
疲劳驾驶提示,●,●,●,●,●
电芯品牌,宁德时代,宁德时代,宁德时代,宁德时代,宁德时代
电能当量燃料消耗量(L/100km),2.01,2.01,2.01,1.81,1.81
电磁感应悬架,-,-,-,-,-
电池预加热,●,●,●,●,●
电池能量密度(Wh/kg),180.83,180.83,180.83,180.83,180.83
电池能量(kWh),97,97,97,97,97
电池组质保,八年或24万公里,八年或24万公里,八年或24万公里,八年或24万公里,八年或24万公里
电池类型,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池
电池冷却方式,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置+后置,前置+后置,前置+后置,后置,后置
电动机总扭矩(N·m),820,820,820,410,410
电动机总功率(kW),440,440,440,220,220
电动机总功率(Ps),598,598,598,299,299
电动机(Ps),598,598,598,299,299
电动扰流板,-,-,-,-,-
电动座椅记忆功能,,,,,
电动吸合车门,,,,,
电动后备厢位置记忆,●,●,●,●,●
电动后备厢,●,●,●,●,●
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●
热泵空调,●,●,●,●,●
灯光特色功能,,,,,-
温度分区控制,●,●,●,●,●
液晶仪表尺寸,,,,,
