Feature,34555,34942,34943,34944,34945
高度(mm),1554,1554,1554,1554,1554
驻车制动类型,手刹,手刹,手刹,手刹,手刹
驱动方式,后置后驱,后置后驱,后置后驱,后置后驱,后置后驱
陡坡缓降,-,-,-,-,-
长度(mm),3495,3495,3495,3495,3495
长*宽*高(mm),3495*1665*1554,3495*1665*1554,3495*1665*1554,3495*1665*1554,3495*1665*1554
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC
道路救援呼叫,-,-,-,-,-
道路交通标识识别,-,-,-,-,-
进气形式,涡轮增压,自然吸气,自然吸气,涡轮增压,涡轮增压
运动风格座椅,-,-,-,-,-
运动外观套件,-,-,-,-,-
轴距(mm),2494,2494,2494,2494,2494
转向辅助灯,-,-,-,-,-
转向头灯,-,-,-,-,-
车顶行李架,-,-,-,-,-
车门数(个),5,5,5,5,5
车道偏离预警系统,-,-,-,○,○
车道保持辅助系统,-,-,-,-,-
车载空气净化器,-,-,-,-,-
车载电视,-,-,-,-,-
车载冰箱,-,-,-,-,-
车身结构_y,两厢车,两厢车,两厢车,两厢车,两厢车
车身结构_x,5门4座两厢车,5门4座两厢车,5门4座两厢车,5门4座两厢车,5门4座两厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●
车联网,-,-,-,-,-
车窗防夹手功能,-,-,-,-,-
车型名称,smart forfour 2018款 0.9T 66千瓦风尚型,smart forfour 2018款 1.0L 52千瓦灵动版,smart forfour 2018款 1.0L 52千瓦激情版,smart forfour 2018款 0.9T 66千瓦先锋版,smart forfour 2018款 0.9T 66千瓦锋型版
车内香氛装置,-,-,-,-,-
车内中控锁,●,●,●,●,●
车内PM2.5过滤装置,-,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式
负离子发生器,-,-,-,-,-
触摸式阅读灯,-,-,-,-,-
被动行人保护,-,-,-,-,-
行程(mm),73.1,81.3,81.3,73.1,73.1
行李厢容积(L),185-975,185-975,185-975,185-975,185-975
行李厢12V电源接口,-,-,-,-,-
蓝牙/车载电话,○,-,○,●,●
自适应远近光,-,-,-,-,-
自动驻车,-,-,-,-,-
自动泊车入位,-,-,-,-,-
自动头灯,-,-,-,○,●
膝部气囊,-,-,-,-,-
能源类型,汽油,汽油,汽油,汽油,汽油
缺气保用轮胎,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金
