Feature,60605,62476,62477,62478,62479
高度(mm),1684,1681,1681,1684,1684
驾驶辅助影像,,,,,
驾驶模式切换,,,,,
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车
驱动电机数,单电机,单电机,单电机,单电机,双电机
驱动方式,前置前驱,前置前驱,前置前驱,前置前驱,双电机四驱
首任车主质保政策,-,-,-,-,-
面部识别,○,-,-,○,○
隐藏电动门把手,●,●,●,●,●
陡坡缓降,-,-,-,-,-
长度(mm),4892,4892,4892,4892,4892
长*宽*高(mm),4892*1905*1684,4892*1905*1681,4892*1905*1681,4892*1905*1684,4892*1905*1684
钥匙类型,,,,,
道路救援呼叫,●,●,●,●,●
道路交通标识识别,-,-,-,-,-
远程启动功能,,,,,
远光灯光源,,,,,
近光灯光源,,,,,
运动风格座椅,-,-,-,-,-
运动外观套件,-,-,-,-,-
辅助驾驶系统,,,,,
辅助驾驶等级,,,,,
轴距(mm),2954,2954,2954,2954,2954
轮圈材质,,,,,
转向辅助灯,-,-,-,-,-
转向头灯,-,-,-,-,-
车顶行李架,●,●,●,●,●
车门数(个),5,5,5,5,5
车门开启方式,平开门,平开门,平开门,平开门,平开门
车道居中保持,●,●,●,●,●
车道偏离预警系统,●,●,●,●,●
车道保持辅助系统,●,●,●,●,●
车载空气净化器,-,-,-,-,-
车载智能系统,,,,,
车载冰箱,-,-,-,-,-
车载CD/DVD,-,-,-,-,-
车身结构_y,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●
车联网,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●
车窗一键升降功能,,,,,
车机智能芯片,,,,,
车型名称,2023款 臻享标准续航版,别克E5 2023款 智享标准续航版,别克E5 2023款 智享长续航版,别克E5 2023款 臻享长续航版,别克E5 2023款 艾维亚四驱版
车前雾灯,-,-,-,-,-
车内香氛装置,-,-,-,-,-
车内环境氛围灯,,-,-,,
车内化妆镜,,,,,
车内中控锁,●,●,●,●,●
车内PM2.5过滤装置,-,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,
负离子发生器,-,-,-,-,-
语音识别控制系统,,,,,
触摸式阅读灯,-,-,-,-,-
被动行人保护,-,-,-,-,-
行车电脑显示屏幕,,,,,
行李厢12V电源接口,-,-,-,-,-
蓝牙/车载电话,●,●,●,●,●
自适应远近光,●,●,●,●,●
自动驻车,●,●,●,●,●
自动泊车入位,●,-,-,●,●
自动头灯,●,●,●,●,●
自动变道辅助,○,-,-,○,○
能量回收系统,●,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,
缺气保用轮胎,-,-,-,-,●
级别,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排独立座椅,-,-,-,-,-
第二排座椅调节,-,-,-,-,-
第二排座椅电动调节,-,-,-,-,-
第二排座椅功能,-,-,-,-,-
空调温度控制方式,,,,,
空气悬架,-,-,-,-,-
离去角(°),19,19,19,19,19
百公里耗电量(kWh/100km),13.5,13.5,13.5,13.5,14.1
疲劳驾驶提示,○,-,-,○,○
电芯品牌,时代上汽,时代上汽,时代上汽,时代上汽,时代上汽
电能当量燃料消耗量(L/100km),1.53,1.53,1.53,1.53,1.59
电磁感应悬架,-,-,-,-,-
电池预加热,●,●,●,●,●
电池能量(kWh),68,68,80,80,80
电池组质保,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里
电池类型,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池
电池冷却方式,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,前永磁/同步 后感应/异步
电机布局,前置,前置,前置,前置,前置+后置
电动机总扭矩(N·m),330,330,330,330,465
电动机总功率(kW),180,180,150,150,211
电动机总功率(Ps),245,245,204,204,287
电动机(Ps),245,245,204,204,287
电动扰流板,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-
电动吸合车门,-,-,-,-,-
电动后备厢位置记忆,●,-,-,●,●
电动后备厢,●,-,-,●,●
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●
灯光特色功能,-,-,-,-,
温度分区控制,●,●,●,●,●
液晶仪表尺寸,-,-,-,-,-
模拟声浪,●,●,●,●,●
最高车速(km/h),180,180,180,180,180
最大满载质量(kg),2570,2570,2665,2665,-
最大扭矩(N·m),330,330,330,330,465
最大功率(kW),180,180,150,150,211
无钥匙进入功能,,,,,
无钥匙启动系统,●,●,●,●,●
方向盘记忆,-,-,-,-,-
方向盘离手检测,●,●,●,●,●
方向盘材质,,,,,
