Feature,59577,59578,59579,59580,59581,59582
高度(mm),1515,1515,1515,1515,1515,1515
驾驶辅助影像,-,-,,-,-,
驾驶模式切换,-,-,-,-,-,-
驻车制动类型,手刹,手刹,手刹,手刹,手刹,手刹
驱动电机数,单电机,单电机,单电机,单电机,单电机,单电机
驱动方式,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱
面部识别,-,-,-,-,-,-
隐藏电动门把手,-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-
限滑差速器/差速锁,-,-,-,-,-,-
长度(mm),3732,3732,3732,3732,3732,3732
长*宽*高(mm),3732*1579*1515,3732*1579*1515,3732*1579*1515,3732*1579*1515,3732*1579*1515,3732*1579*1515
钥匙类型,,,,,,
道路救援呼叫,-,-,-,-,-,-
道路交通标识识别,-,-,-,-,-,-
远程启动功能,-,-,-,-,-,-
远光灯光源,,,,,,
近光灯光源,,,,,,
运动风格座椅,-,-,-,-,-,-
运动外观套件,-,-,-,-,-,-
轴距(mm),2423,2423,2423,2423,2423,2423
轮圈材质,,,,,,
转向辅助灯,-,-,-,-,-,-
转向头灯,-,-,-,-,-,-
车顶行李架,●,●,●,●,●,●
车门数(个),5,5,5,5,5,5
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门
车道偏离预警系统,-,-,-,-,-,-
车道保持辅助系统,-,-,-,-,-,-
车载空气净化器,-,-,-,-,-,-
车载冰箱,-,-,-,-,-,-
车载CD/DVD,-,-,-,-,-,-
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门4座SUV,5门4座SUV,5门4座SUV,5门4座SUV,5门4座SUV,5门4座SUV
车身稳定控制(ESC/ESP/DSC等),-,-,-,-,-,-
车联网,-,-,-,-,-,-
车窗防夹手功能,-,-,-,-,-,-
车窗一键升降功能,-,-,-,-,-,-
车型名称,东风EV新能源EX1 2022款 改款 PRO 悦享型,东风EV新能源EX1 2022款 改款 PRO 悦世型,东风EV新能源EX1 2022款 改款 PRO 悦骋型,东风EV新能源EX1 2022款 改款 PRO 虎曜版标准型,东风EV新能源EX1 2022款 改款 PRO 虎曜版进阶型,东风EV新能源EX1 2022款 改款 PRO 虎曜版豪华型
车前雾灯,-,-,-,-,-,-
车内香氛装置,-,-,-,-,-,-
车内环境氛围灯,-,-,-,-,-,-
车内化妆镜,,,,,,
车内中控锁,●,●,●,●,●,●
车内PM2.5过滤装置,-,-,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式,承载式
负离子发生器,-,-,-,-,-,-
语音识别控制系统,-,,,-,,
触摸式阅读灯,-,-,-,-,-,-
被动行人保护,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,
行李厢12V电源接口,-,-,-,-,-,-
蓝牙/车载电话,-,●,●,-,●,●
自适应远近光,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-
自动泊车入位,-,-,-,-,-,-
自动头灯,-,-,-,-,-,-
膝部气囊,-,-,-,-,-,-
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,,
缺气保用轮胎,-,-,-,-,-,-
级别,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排独立座椅,-,-,-,-,-,-
第二排座椅调节,-,-,-,-,-,-
第二排座椅电动调节,-,-,-,-,-,-
第二排座椅功能,-,-,-,-,-,-
空调温度控制方式,,,,,,
空气悬架,-,-,-,-,-,-
离去角(°),32,32,32,32,32,32
百公里耗电量(kWh/100km),9.3,9.3,9.3,9.3,9.3,9.3
疲劳驾驶提示,-,-,-,-,-,-
电芯品牌,力神动力,力神动力,力神动力,力神动力,力神动力,力神动力
电能当量燃料消耗量(L/100km),1.05,1.05,1.05,1.05,1.05,1.05
电磁感应悬架,-,-,-,-,-,-
电池预加热,●,●,●,●,●,●
电池能量密度(Wh/kg),151,151,151,151,151,151
电池能量(kWh),27.17,27.17,27.17,27.17,27.17,27.17
电池组质保,八年或12万公里,八年或12万公里,八年或12万公里,八年或12万公里,八年或12万公里,八年或12万公里
电池类型,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池
电池冷却方式,风冷,风冷,风冷,风冷,风冷,风冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置,前置,前置
电动机总扭矩(N·m),125,125,125,125,125,125
电动机总功率(kW),33,33,33,33,33,33
电动机总功率(Ps),45,45,45,45,45,45
电动机(Ps),45,45,45,45,45,45
电动扰流板,-,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-,-
电动吸合车门,-,-,-,-,-,-
电动后备厢位置记忆,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-
灯光特色功能,-,-,-,-,-,-
满载最小离地间隙(mm),150,150,150,150,150,150
温度分区控制,-,-,-,-,-,-
液晶仪表尺寸,-,-,-,-,-,-
最高车速(km/h),100,100,100,100,100,100
最大满载质量(kg),1240,1240,1240,1240,1240,1240
最大扭矩(N·m),125,125,125,125,125,125
最大功率(kW),33,33,33,33,33,33
无钥匙进入功能,-,-,-,-,-,-
