Feature,53074,53873,56463
高度(mm),1637,1637,1637
驾驶辅助影像,,,-
驾驶模式切换,,,
驻车制动类型,手刹,手刹,手刹
驱动电机数,单电机,单电机,单电机
驱动方式,后置后驱,后置后驱,后置后驱
首任车主质保政策,不限年限/不限里程（责任免除条款以官方为准）,不限年限/不限里程（责任免除条款以官方为准）,不限年限/不限里程（责任免除条款以官方为准）
面部识别,-,-,-
隐藏电动门把手,-,-,-
陡坡缓降,-,-,-
限滑差速器/差速锁,-,-,-
长度(mm),2980,2980,2980
长*宽*高(mm),2980*1496*1637,2980*1496*1637,2980*1496*1637
钥匙类型,,,
道路救援呼叫,-,-,-
道路交通标识识别,-,-,-
远程启动功能,-,-,-
远光灯光源,,,
近光灯光源,,,
运动风格座椅,-,-,-
运动外观套件,-,-,-
辅助驾驶芯片,-,-,-
轴距(mm),1960,1960,1960
轮圈材质,,,
转向辅助灯,-,-,-
转向头灯,-,-,-
车顶行李架,-,-,-
车门数(个),3,3,3
车道偏离预警系统,-,-,-
车道保持辅助系统,-,-,-
车载空气净化器,-,-,-
车载电视,-,-,-
车载冰箱,-,-,-
车载CD/DVD,-,-,-
车身结构_y,两厢车,两厢车,两厢车
车身结构_x,3门4座两厢车,3门4座两厢车,3门4座两厢车
车身稳定控制(ESC/ESP/DSC等),-,-,-
车联网,-,-,-
车窗防夹手功能,-,-,-
车窗一键升降功能,-,-,-
车型名称,QQ冰淇淋 2022款 圣代,QQ冰淇淋 2022款 甜筒,QQ冰淇淋 2022款 奶昔
车前雾灯,-,-,-
车内香氛装置,-,-,-
车内环境氛围灯,-,-,-
车内化妆镜,-,-,-
车内中控锁,●,●,●
车内PM2.5过滤装置,-,-,-
车侧脚踏板,-,-,-
车体结构,承载式,承载式,承载式
超声波雷达数量,-,-,-
负离子发生器,-,-,-
语音识别控制系统,-,-,-
触摸式阅读灯,-,-,-
被动行人保护,-,-,-
行车电脑显示屏幕,,,
行李厢容积(L),-,-,-
行李厢12V电源接口,-,-,-
蓝牙/车载电话,●,●,-
芯片总算力,-,-,-
自适应远近光,-,-,-
自动驻车,-,-,-
自动泊车入位,-,-,-
自动头灯,-,-,-
膝部气囊,-,-,-
能源类型,纯电动,纯电动,纯电动
胎压监测功能,,,
缺气保用轮胎,-,-,-
纯电续航里程(km),170,120,120
级别,微型车,微型车,微型车
系统综合扭矩(N·m),-,-,-
系统综合功率(kW),-,-,-
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排独立座椅,-,-,-
第二排座椅调节,-,-,-
空调温度控制方式,,,
空气悬架,-,-,-
百公里耗电量(kWh/100km),9.3,8.8,8.8
