Feature,1014259,1014553,1014554
高度(mm),2035,2035,2035
驾驶辅助影像,-,-,-
驱动电机数,单电机,单电机,单电机
驱动方式,后置后驱,后置后驱,后置后驱
陡坡缓降,-,-,-
限滑差速器/差速锁,-,-,-
长度(mm),4890,4890,4890
长*宽*高(mm),4890×1715×2035,4890×1715×2035,4890×1715×2035
钥匙类型,,,
道路救援呼叫,-,-,-
远光灯光源,,,
近光灯光源,,,
运动风格座椅,-,-,-
运动外观套件,-,-,-
轴距(mm),3050,3050,3050
轮圈材质,,,
转向辅助灯,-,-,-
转向头灯,-,-,-
车顶行李架,-,-,-
车门数(个),5,5,5
车载冰箱,-,-,-
车载CD/DVD,-,-,-
车身结构_y,货车,货车,货车
车身结构_x,货车,货车,货车
车身稳定控制(ESC/ESP/DSC等),-,-,-
车窗防夹手功能,-,-,-
车型名称,万象T01 2022款 纯电动厢式运输车38.016kWh,万象T01 2022款 纯电动厢式运输车41.472kWh,万象T01 2022款 纯电动厢式运输车41.932kWh
车前雾灯,,,
车内环境氛围灯,-,-,-
车内化妆镜,,,
车内中控锁,●,●,●
车体结构,承载式,承载式,承载式
货箱尺寸(mm),2670x1550x1350,2670x1550x1350,2670x1550x1350
行车电脑显示屏幕,-,-,-
蓝牙/车载电话,-,-,-
自适应远近光,-,-,-
自动驻车,-,-,-
自动头灯,-,-,-
膝部气囊,-,-,-
能源类型,纯电动,纯电动,纯电动
胎压监测功能,-,-,-
缺气保用轮胎,-,-,-
级别,微面,微面,微面
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-
第二排座椅电动调节,-,-,-
第二排座椅功能,-,-,-
空调温度控制方式,,,
空气悬架,-,-,-
百公里耗电量(kWh/100km),-,-,-
电池组质保,五年或20万公里,五年或20万公里,五年或20万公里
电池类型,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池
电池容量(kWh),38.016,41.472,41.932
电池充电时间,-,-,-
电机类型,永磁 / 同步,永磁 / 同步,永磁 / 同步
电机布局,后置,后置,后置
电动机总扭矩(N·m),230,230,230
电动机总功率(kW),70,70,70
电动机(Ps),95,95,95
电动座椅记忆功能,-,-,-
电动吸合车门,-,-,-
电动后备厢位置记忆,-,-,-
电动后备厢,-,-,-
牵引力控制(ASR/TCS/TRC等),-,-,-
温度分区控制,-,-,-
油箱容积(L),-,-,-
最高车速(km/h),90,90,90
最小离地间隙(mm),-,-,-
最大载重质量(kg),1410,1410,1410
最大满载质量(kg),3150,-,-
最大扭矩(N·m),230,230,230
最大功率(kW),70,70,70
无钥匙进入功能,-,-,-
无钥匙启动系统,-,-,-
方向盘记忆,-,-,-
方向盘材质,,,
方向盘换挡,-,-,-
方向盘加热,-,-,-
方向盘位置调节,-,-,-
整车质保,-,-,-
整备质量(kg),1610,1610,1610
挡位个数,1,1,1
扬声器数量,,,
扬声器品牌名称,-,-,-
慢充时间(小时)_y,11,11,11
慢充时间(小时)_x,11,11,11
感应雨刷功能,-,-,-
感应后备厢,-,-,-
快充电量百分比,-,-,-
快充电量(%),-,-,-
快充时间(小时)_y,1.5,1.5,1.5
快充时间(小时)_x,1.5,1.5,1.5
座椅材质,,,
座位数(个),2,2,2
并线辅助,-,-,-
工信部续航里程(km),240,250,250
工信部纯电续航里程(km),240,250,250
巡航系统,-,-,-
宽度(mm),1715,1715,1715
安全带未系提醒,,,
天窗类型,-,-,-
大灯高度可调,●,●,●
大灯清洗装置,-,-,-
多媒体/充电接口,,,
多功能方向盘,-,-,-
外后视镜功能,-,-,-
后风挡遮阳帘,-,-,-
后雨刷,-,-,-
后轮距(mm),1450,1450,1450
后轮胎规格,195 R14,195 R14,195 R14
后电动机最大扭矩(N·m),230,230,230
后电动机最大功率(kW),70,70,70
后排车门开启方式,侧滑门,侧滑门,侧滑门
后排独立空调,-,-,-
后排杯架,-,-,-
后排座椅放倒形式,-,-,-
后排侧隐私玻璃,-,-,-
后排侧窗遮阳帘,-,-,-
