Feature,55959,55974,56361,56362
高度(mm),1535,1535,1535,1535
驾驶辅助影像,,,-,-
驾驶模式切换,,,,
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车
驱动电机数,单电机,单电机,单电机,单电机
驱动方式,前置前驱,前置前驱,前置前驱,前置前驱
首任车主质保政策,-,-,-,-
陡坡缓降,-,-,-,-
长度(mm),4718,4718,4718,4718
长*宽*高(mm),4718*1838*1535,4718*1838*1535,4718*1838*1535,4718*1838*1535
钥匙类型,,,,
道路救援呼叫,●,●,-,-
远程启动功能,,,,
远光灯光源,,,,
近光灯光源,,,,
轴距(mm),2810,2810,2810,2810
轮圈材质,,,,
车门数(个),4,4,4,4
车门开启方式,平开门,平开门,平开门,平开门
车道偏离预警系统,-,-,-,-
车道保持辅助系统,-,-,-,-
车载空气净化器,-,-,-,-
车身结构_y,三厢车,三厢车,三厢车,三厢车
车身结构_x,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●,-,-
车联网,●,●,●,●
车窗防夹手功能,●,●,●,●
车窗一键升降功能,,,,
车型名称,威马E.5 2022款 Pro,威马E.5 2022款 智客行,威马E.5 2021款 改款 400 即客行,威马E.5 2021款 改款 500 即客行
车前雾灯,-,-,-,-
车内环境氛围灯,-,-,-,-
车内化妆镜,,,-,-
车内中控锁,●,●,●,●
车内PM2.5过滤装置,●,●,●,●
车体结构,承载式,承载式,承载式,承载式
语音识别控制系统,,,-,-
语音分区域唤醒识别,,,-,-
行车电脑显示屏幕,,,,
蓝牙/车载电话,●,●,-,-
自适应远近光,-,-,-,-
自动驻车,●,●,-,-
自动头灯,●,●,●,●
能量回收系统,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,
缺气保用轮胎,-,-,-,-
级别,中型车,中型车,中型车,中型车
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-,-
空调温度控制方式,,,,
离去角(°),19,19,19,19
百公里耗电量(kWh/100km),13.1,13.1,13,13.1
疲劳驾驶提示,-,-,-,-
电芯品牌,-,-,国轩高科,-
电能当量燃料消耗量(L/100km),1.5,1.5,1.5,1.5
电池预加热,●,●,●,○
电池能量密度(Wh/kg),160.85,160.85,140.3,160.85
电池能量(kWh),58.589,58.589,49.92,58.589
电池组质保,八年或15万公里,八年或15万公里,五年或50万公里,五年或50万公里
电池类型,三元锂电池,三元锂电池,磷酸铁锂电池,三元锂电池
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置
电动机总扭矩(N·m),240,240,240,240
电动机总功率(kW),120,120,120,120
电动机总功率(Ps),163,163,163,163
电动机(Ps),163,163,163,163
电动座椅记忆功能,-,-,-,-
电动后备厢,-,-,-,-
牵引力控制(ASR/TCS/TRC等),●,●,-,-
满载最小离地间隙(mm),116,116,116,116
温度分区控制,-,-,-,-
液晶仪表尺寸,,,,
最高车速(km/h),170,170,170,170
最大满载质量(kg),2024,2024,2013,2024
最大扭矩(N·m),240,240,240,240
最大功率(kW),120,120,120,120
无钥匙进入功能,,,-,-
无钥匙启动系统,●,●,●,●
方向盘记忆,-,-,-,-
方向盘材质,,,,
方向盘换挡,-,-,-,-
方向盘加热,-,-,-,-
方向盘位置调节,,,,
整车质保,四年或12万公里,四年或12万公里,-,-
整备质量(kg),1649,1649,1638,1649
接近角(°),15,15,15,15
换挡形式,,,,
挡位个数,1,1,1,1
扬声器数量,,,,
扬声器品牌名称,-,-,-,-
手机无线充电功能,-,-,-,-
手机互联/映射,,,-,-
手机APP远程功能,,,-,-
慢充时间(小时)_y,9.5,9.5,9,9.5
慢充时间(小时)_x,9.5,9.5,9,9.5
感应雨刷功能,-,-,-,-
快充电量百分比,80,80,80,80
快充电量(%),80,80,80,80
快充时间(小时)_y,0.65,0.65,0.55,0.65
快充时间(小时)_x,0.65,0.65,0.55,0.65
快充功能,支持,支持,支持,支持
座椅材质,,,,
座位数(个),5,5,5,5
并线辅助,-,-,-,-
巡航系统,,,-,-
导航路况信息显示,●,●,-,-
宽度(mm),1838,1838,1838,1838
官方0-100km/h加速(s),8.9,8.9,8.9,8.9
安全带未系提醒,,,,
天窗类型,,,-,-
大灯高度可调,●,●,●,●
大灯延时关闭,●,●,●,●
多媒体/充电接口,,,,
多功能方向盘,●,●,-,-
外后视镜功能,,,,
备胎规格,无,无,无,无
地图品牌,,,-,-
四驱形式,-,-,-,-
后雨刷,-,-,-,-
后轮距(mm),1570,1570,1570,1570
后轮胎规格,225/50 R18,225/50 R18,215/60 R17,215/60 R17
后排独立空调,-,-,-,-
后排杯架,●,●,-,-
后排座椅放倒形式,-,-,-,-
后悬架类型,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架
后座出风口,●,●,-,-
后备厢容积(L),425,425,425,425
后制动器类型,盘式,盘式,盘式,盘式
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),20.51万,21.51万,17.51万,19.51万
厂商,威马汽车,威马汽车,威马汽车,威马汽车
卫星导航系统,●,●,-,-
助力类型,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-
副座椅调节方式,,,,
前轮距(mm),1570,1570,1570,1570
前轮胎规格,225/50 R18,225/50 R18,215/60 R17,215/60 R17
前电动机最大扭矩(N·m),240,240,240,240
前电动机最大功率(kW),120,120,120,120
前方碰撞预警,-,●,-,-
前排座椅功能,,,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-
前/后排侧气囊,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,-,-
制动力分配(EBD/CBC等),●,●,●,●
内后视镜功能,,,,
全液晶仪表盘,●,●,●,●
主座椅调节方式,,,,
主动刹车/主动安全系统,-,●,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,-,-
中控屏幕尺寸,,,-,-
中央差速器结构,-,-,-,-
上市时间,2022.04,2022.04,2022.03,2022.03
上坡辅助,●,●,-,-
USB/Type-C接口数量,,,,
OTA升级,●,●,-,-
NEDC纯电续航里程(km)_y,505,505,410,505
NEDC纯电续航里程(km)_x,505,505,410,505
LED日间行车灯,●,●,-,-
ISOFIX儿童座椅接口,●,●,●,●
ABS防抱死,●,●,●,●
4G/5G网络,,,,
