Feature,1008950,1008951,1010274,1010275
高度(mm),1960,1960,1975,1975
驾驶辅助影像,,-,,
驱动方式,中置后驱,中置后驱,中置后驱,中置后驱
陡坡缓降,-,-,-,-
限滑差速器/差速锁,-,-,-,-
长度(mm),4965,4965,5180,5180
长*宽*高(mm),4965×1720×1960,4965×1720×1960,5180×1750×1975,5180×1750×1975
钥匙类型,,,,
配气机构,未知,未知,未知,未知
道路救援呼叫,-,-,-,-
远光灯光源,,,,
进气形式,自然吸气,自然吸气,自然吸气,自然吸气
近光灯光源,,,,
运动风格座椅,-,-,-,-
运动外观套件,-,-,-,-
轴距(mm),3050,3050,3200,3200
轮圈材质,,,,
转向辅助灯,-,-,-,-
转向头灯,-,-,-,-
车顶行李架,-,-,-,-
车门数(个),2,2,2,2
车载电视,-,-,-,-
车载冰箱,-,-,-,-
车载CD/DVD,-,-,-,-
车身结构_y,货车,货车,货车,货车
车身结构_x,货车,货车,货车,货车
车身稳定控制(ESC/ESP/DSC等),-,-,-,-
车窗防夹手功能,-,-,-,-
车型名称,东风小康C51 2020款 1.5L 豪华型国VI DK15,东风小康C51 2020款 1.5L 标准型国VI DK15,东风小康C51 2021款 1.6L C51L 豪华型国VI SFG16C,东风小康C51 2021款 1.6L C51L 标准型国VI SFG16C
车前雾灯,,,,
车内环境氛围灯,-,-,-,-
车内化妆镜,-,-,-,-
车内中控锁,●,●,●,●
车体结构,承载式,承载式,承载式,承载式
货箱尺寸(mm),3000x1650x370,3000x1650x370,3200x1650x370,3200x1650x370
行车电脑显示屏幕,-,-,-,-
行程(mm),-,-,-,-
蓝牙/车载电话,●,-,●,○
自适应远近光,-,-,-,-
自动驻车,-,-,-,-
自动头灯,-,-,-,-
膝部气囊,-,-,-,-
能源类型,汽油,汽油,汽油,汽油
胎压监测功能,-,-,-,-
缺气保用轮胎,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金
缸径(mm),-,-,-,-
缸体材料,未知,未知,未知,未知
级别,微卡,微卡,微卡,微卡
简称,5挡手动,5挡手动,5挡手动,5挡手动
第二排座椅调节,-,-,-,-
空调温度控制方式,,,,
空气悬架,-,-,-,-
电动座椅记忆功能,-,-,-,-
电动吸合车门,-,-,-,-
电动后备厢位置记忆,-,-,-,-
电动后备厢,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),-,-,-,-
燃油标号,92号,92号,92号,92号
燃料形式,汽油,汽油,汽油,汽油
温度分区控制,-,-,-,-
油箱容积(L),-,-,-,-
气缸数(个),4,4,4,4
气缸排列形式,L,L,L,L
每缸气门数(个),未知,未知,未知,未知
最高车速(km/h),100,100,120,120
最小离地间隙(mm),-,-,-,-
最大马力(Ps),112,112,122,122
最大载重质量(kg),1015,1015,950,950
最大扭矩转速(rpm),-,-,-,-
最大扭矩(N·m)_y,-,-,158,158
最大扭矩(N·m)_x,-,-,158,158
最大功率转速(rpm),-,-,-,-
最大功率(kW)_y,82,82,90,90
最大功率(kW)_x,82,82,90,90
无钥匙进入功能,-,-,-,-
无钥匙启动系统,-,-,-,-
方向盘记忆,-,-,-,-
方向盘材质,,,,
方向盘换挡,-,-,-,-
方向盘加热,-,-,-,-
方向盘位置调节,-,-,-,-
整车质保,七年或20万公里,七年或20万公里,-,-
整备质量(kg),-,-,-,-
排量(mL),1498,1498,1597,1597
挡位个数,5,5,5,5
扬声器数量,,,,
扬声器品牌名称,-,-,-,-
感应雨刷功能,-,-,-,-
感应后备厢,-,-,-,-
座椅材质,,,,
座位数(个),2,2,2,2
并线辅助,-,-,-,-
工信部综合油耗(L/100km),-,-,-,-
巡航系统,-,-,-,-
宽度(mm),1720,1720,1750,1750
安全带未系提醒,-,-,-,-
天窗类型,-,-,-,-
大灯高度可调,●,●,●,●
大灯清洗装置,-,-,-,-
多媒体/充电接口,,,,
多功能方向盘,●,-,●,-
外后视镜功能,,-,,-
后风挡遮阳帘,-,-,-,-
后雨刷,-,-,-,-
后轮距(mm),1410,1410,1435,1435
后轮胎规格,185 R14,185 R14,175 R14LT,175 R14LT
后排车门开启方式,-,-,-,-
后排独立空调,-,-,-,-
后排杯架,-,-,-,-
后排座椅电动调节,-,-,-,-
后排座椅放倒形式,-,-,-,-
后排座椅功能,-,-,-,-
后排侧隐私玻璃,-,-,-,-
后排侧窗遮阳帘,-,-,-,-
后悬架类型,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架
后座出风口,-,-,-,-
后制动器类型,鼓式,鼓式,鼓式,鼓式
可变转向比,-,-,-,-
可变悬架功能,-,-,-,-
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,5挡手动,5挡手动,5挡手动,5挡手动
发动机电子防盗,-,-,-,-
发动机型号,DK15,DK15,SFG16C,SFG16C
发动机启停技术,-,-,-,-
发动机,1.5L 112马力 L4,1.5L 112马力 L4,1.6L 122马力 L4,1.6L 122马力 L4
压缩比,-,-,-,-
厂商指导价(元),5.09万,4.69万,4.99万,4.79万
