Feature,43756
高度(mm),1767
驻车制动类型,电子驻车
驱动电机数,-
驱动方式,前置四驱
面部识别,-
陡坡缓降,●
长度(mm),4930
长*宽*高(mm),4930*2004*1767
配气机构,DOHC
道路救援呼叫,●
道路交通标识识别,○
进气形式,涡轮增压
运动风格座椅,-
运动外观套件,●
轴距(mm),2975
转向辅助灯,-
转向头灯,-
车顶行李架,●
车门数(个),5
车道偏离预警系统,○
车道保持辅助系统,○
车载空气净化器,-
车载电视,-
车载冰箱,-
车身结构_y,SUV
车身结构_x,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●
车联网,●
车窗防夹手功能,●
车型名称,宝马X5新能源 2020款 xDrive45e M运动套装
车内香氛装置,○
车内中控锁,●
车内PM2.5过滤装置,●
车体结构,承载式
负离子发生器,-
触摸式阅读灯,-
被动行人保护,-
行程(mm),94.6
行李厢容积(L),-
行李厢12V电源接口,●
蓝牙/车载电话,●
自适应远近光,○
自动驻车,●
自动泊车入位,●
自动头灯,●
膝部气囊,-
能源类型,插电式混合动力
缺气保用轮胎,●
缸盖材料,铝合金
缸径(mm),82
缸体材料,铝合金
级别,中大型SUV
系统综合扭矩(N·m),600
系统综合功率(kW),290
简称,8挡手自一体
第二排独立座椅,-
空气悬架,●
百公里耗电量(kWh/100km),-
疲劳驾驶提示,●
电磁感应悬架,-
电池预加热,-
电池能量(kWh),24
电池组质保,待查
电池类型,锂离子电池
电机类型,永磁 / 同步
电机布局,-
电动机总扭矩(N·m),265
电动机总功率(kW),82
电动机(Ps),112
电动扰流板,-
电动后备厢位置记忆,●
电动后备厢,●
电动可调踏板,-
环保标准_y,国VI
环保标准_x,国VI
牵引力控制(ASR/TCS/TRC等),●
燃油标号,95号
燃料形式,插电式混合动力
温度分区控制,●
涉水感应系统,-
油箱容积(L),69
气缸数(个),6
气缸排列形式,L
每缸气门数(个),4
最高车速(km/h),235
最小离地间隙(mm),-
最大马力(Ps),286
最大扭矩转速(rpm),1500-3500
最大扭矩(N·m)_y,450
最大扭矩(N·m)_x,600
最大功率转速(rpm),5000-6000
最大功率(kW)_y,210
最大功率(kW)_x,290
无钥匙启动系统,●
方向盘记忆,●
方向盘换挡,●
方向盘加热,○
整车质保,三年或10万公里
整备质量(kg),-
整体主动转向系统,○
排量(mL),2998
挡位个数,8
手势控制,○
慢充时间(小时)_y,6.5
慢充时间(小时)_x,6.5
感应后备厢,○
快充电量百分比,-
快充电量(%),-
快充时间(小时)_y,-
快充时间(小时)_x,-
座位数(个),5
并线辅助,○
工信部综合油耗(L/100km),2.2
工信部纯电续航里程(km)_y,85
工信部纯电续航里程(km)_x,85
尾门玻璃独立开启,-
导航路况信息显示,●
宽度(mm),2004
实测续航里程(km),-
实测油耗(L/100km),-
实测慢充时间(小时),-
实测快充时间(小时),-
实测100-0km/h制动(m),-
实测0-100km/h加速(s),-
官方0-100km/h加速(s),5.6
大灯高度可调,●
大灯清洗装置,-
大灯延时关闭,●
夜视系统,-
多功能方向盘,●
备胎规格,无
四驱形式,适时四驱
后风挡遮阳帘,-
后雨刷,●
后轮距(mm),1698
后轮胎规格,305/40 R20
后电动机最大扭矩(N·m),-
后电动机最大功率(kW),-
后排独立空调,○
后排杯架,●
后排控制多媒体,○
后排座椅防下滑气囊,-
后排座椅电动调节,-
后排座椅电动放倒,-
后排小桌板,-
后排安全带式气囊,-
后排侧隐私玻璃,-
后排中央安全气囊,-
后悬架类型,多连杆式独立悬架
后座出风口,●
后制动器类型,通风盘式
可变转向比,-
可加热喷水嘴,-
变速箱类型,手自一体变速箱(AT)
变速箱,8挡手自一体
发动机电子防盗,●
发动机特有技术,-
发动机型号,-
发动机启停技术,●
发动机,3.0T 286马力 L6
压缩比,11
厂商指导价(元),84.99万
厂商,宝马(进口)
助力类型,电动助力
副驾驶座垫式气囊,-
副驾驶位后排可调节按钮,-
前轮距(mm),1678
前轮胎规格,275/45 R20
前电动机最大扭矩(N·m),-
前电动机最大功率(kW),-
前悬架类型,双叉臂式独立悬架
前大灯雨雾模式,-
前制动器类型,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●
制动力分配(EBD/CBC等),●
内置行车记录仪,○
全液晶仪表盘,●
倒车车侧预警系统,-
供油方式,直喷
主动降噪,-
主动闭合式进气格栅,●
主动刹车/主动安全系统,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-
中央差速器锁止功能,-
中央差速器结构,多片离合器
上市时间,2020.02
上坡辅助,●
OTA升级,●
LED日间行车灯,●
ISOFIX儿童座椅接口,●
HUD抬头数字显示,●
GPS导航系统,●
ABS防抱死,●
220V/230V电源,-
