Feature,59026,61646
NEDC纯电续航里程(km)_y,105,50
NEDC纯电续航里程(km)_x,105,50
LED日间行车灯,●,●
ISOFIX儿童座椅接口,●,●
HUD抬头数字显示,●,○
ETC装置,○,○
DOW开门预警,●,-
ABS防抱死,●,●
4G/5G网络,,
220V/230V电源,-,-
