Feature,1005174,1005175,1005176,1005177
高度(mm),2055,2075,2055,2075
驱动方式,中置后驱,中置后驱,中置后驱,中置后驱
零胎压继续行驶,-,-,-,-
陡坡缓降,-,-,-,-
防紫外线玻璃,-,-,-,-
长度(mm),5445,5495,5445,5495
长*宽*高(mm),5445×1780×2055,5495×1880×2075,5445×1780×2055,5495×1880×2075
铝合金轮圈,-,-,-,-
配气机构,DOHC,DOHC,DOHC,DOHC
遮阳板化妆镜,-,-,-,-
遥控钥匙,-,-,-,-
道路救援呼叫,-,-,-,-
远光灯,卤素,卤素,卤素,卤素
进气形式,自然吸气,自然吸气,自然吸气,自然吸气
近光灯,卤素,卤素,卤素,卤素
运动风格座椅,-,-,-,-
运动外观套件,-,-,-,-
轴距(mm),3400,3400,3400,3400
转向辅助灯,-,-,-,-
转向头灯,-,-,-,-
车顶行李架,-,-,-,-
车门数(个),2,4,2,4
车载电视,-,-,-,-
车载冰箱,-,-,-,-
车身结构_y,货车,货车,货车,货车
车身结构_x,货车,货车,货车,货车
车身稳定控制(ESC/ESP/DSC等),-,-,-,-
车窗防夹手功能,-,-,-,-
车型名称,跨越王 2017款 1.5L后双轮CNG单排DK15,跨越王 2017款 1.5L后双轮CNG双排DK15,跨越王 2017款 1.5L后双轮单排DK15,跨越王 2017款 1.5L后双轮双排DK15
车内空气调节/花粉过滤,-,-,-,-
车内氛围灯,-,-,-,-
车内中控锁,-,-,-,-
车体结构,非承载式,非承载式,非承载式,非承载式
货箱尺寸(mm),3400x1680x380,2550x1680x380,3400x1680x380,2550x1680x380
行车电脑显示屏,-,-,-,-
行程(mm),-,-,-,-
蓝牙/车载电话,-,-,-,-
自适应远近光,-,-,-,-
自动驻车,-,-,-,-
自动头灯,-,-,-,-
膝部气囊,-,-,-,-
腰部支撑调节,-,-,-,-
能源类型,汽油,汽油,汽油,汽油
胎压监测装置,-,-,-,-
肩部支撑调节,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金
缸径(mm),-,-,-,-
缸体材料,未知,未知,未知,未知
级别,微卡,微卡,微卡,微卡
