Feature,54433,57602,59629,59667,59668,59669,59728,59729
高精地图,●,●,●,●,●,●,●,●
高度(mm),1670,1680,1680,1680,1670,1670,1680,1680
高压快充,支持高压快充,支持高压快充,支持高压快充,支持高压快充,支持高压快充,支持高压快充,支持高压快充,支持高压快充
驾驶辅助影像,,,,,,,,
驾驶模式切换,,,,,,,,
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车
驱动电机数,双电机,单电机,单电机,单电机,双电机,双电机,单电机,单电机
驱动方式,双电机四驱,后置后驱,后置后驱,后置后驱,双电机四驱,双电机四驱,后置后驱,后置后驱
风阻系数(Cd),0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272
面部识别,-,-,-,-,-,-,-,-
隐藏电动门把手,●,●,●,●,●,●,●,●
陡坡缓降,●,●,●,●,●,●,●,●
限滑差速器/差速锁,-,-,-,-,-,-,-,-
长度(mm),4891,4891,4891,4891,4891,4891,4891,4891
长*宽*高(mm),4891*1937*1670,4891*1937*1680,4891*1937*1680,4891*1937*1680,4891*1937*1670,4891*1937*1670,4891*1937*1680,4891*1937*1680
钥匙类型,,,,,,,,
遥控泊车,●,●,●,●,●,●,●,●
道路救援呼叫,-,-,-,-,-,-,-,-
道路交通标识识别,●,●,●,●,●,●,●,●
透明底盘/540度影像,●,●,●,●,●,●,●,●
远程启动功能,,,,,,,,
远程召唤,●,●,●,●,●,●,●,●
远光灯光源,,,,,,,,
近光灯光源,,,,,,,,
运动风格座椅,-,-,-,-,-,-,-,-
运动外观套件,-,-,-,-,-,-,-,-
辅助驾驶芯片,,,,,,,,
辅助驾驶系统,,,,,,,,
辅助驾驶等级,,,,,,,,
轴距(mm),2998,2998,2998,2998,2998,2998,2998,2998
轮圈材质,,,,,,,,
转向辅助灯,-,-,-,-,-,-,-,-
转向头灯,-,-,-,-,-,-,-,-
车顶行李架,●,●,●,●,●,●,●,●
车门数(个),5,5,5,5,5,5,5,5
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门
车道居中保持,●,●,●,●,●,●,●,●
车道偏离预警系统,●,●,●,●,●,●,●,●
车道保持辅助系统,●,●,●,●,●,●,●,●
车载空气净化器,●,●,●,●,●,●,●,●
车载智能系统,,,,,,,,
车载冰箱,-,-,-,-,-,-,-,-
车载CD/DVD,-,-,-,-,-,-,-,-
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●
车联网,●,●,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●,●,●
