Feature,1003566,1003567,1003568,1003569,1003570,1003571
高度(mm),1850,1850,1850,1850,1850,1850
驱动电机数,-,-,-,-,-,-
驱动方式,前置后驱,前置后驱,前置后驱,前置后驱,前置后驱,前置后驱
零胎压继续行驶,-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-
防紫外线玻璃,-,-,-,-,-,-
长度(mm),5165,5165,5480,5480,5480,5480
长*宽*高(mm),5165×1840×1850,5165×1840×1850,5480×1840×1850,5480×1840×1850,5480×1840×1850,5480×1840×1850
铝合金轮圈,-,-,-,-,-,-
配气机构,未知,未知,未知,未知,未知,未知
遮阳板化妆镜,-,-,-,-,-,-
遥控钥匙,-,-,-,-,-,-
道路救援呼叫,-,-,-,-,-,-
远光灯,卤素,卤素,卤素,卤素,卤素,卤素
进气形式,自然吸气,自然吸气,涡轮增压,自然吸气,涡轮增压,自然吸气
近光灯,卤素,卤素,卤素,卤素,卤素,卤素
运动风格座椅,-,-,-,-,-,-
运动外观套件,-,-,-,-,-,-
轴距(mm),3035,3035,3350,3350,3350,3350
转向辅助灯,-,-,-,-,-,-
转向头灯,-,-,-,-,-,-
车顶行李架,-,-,-,-,-,-
车门数(个),4,4,4,4,4,4
车载电视,-,-,-,-,-,-
车载冰箱,-,-,-,-,-,-
车身结构_y,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡
车身结构_x,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡
车身稳定控制(ESC/ESP/DSC等),-,-,-,-,-,-
车窗防夹手功能,-,-,-,-,-,-
车型名称,越铃 2014款 2.2L标准轴创业版4G22B,越铃 2014款 2.2L标准轴财富版4G22B,越铃 2014款 2.8T长轴创业版JE493ZLQ4CB,越铃 2014款 2.2L长轴创业版4G22B,越铃 2014款 2.8T长轴财富版JE493ZLQ4CB,越铃 2014款 2.2L长轴财富版4G22B
车内空气调节/花粉过滤,-,-,-,-,-,-
车内氛围灯,-,-,-,-,-,-
车内中控锁,●,●,●,●,●,●
