Feature,20923,21161,21546,24616,24675
高度(mm),1490,1490,1490,1490,1490
驻车制动类型,手刹,手刹,手刹,手刹,手刹
驱动方式,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱
零胎压继续行驶,-,-,-,-,-
陡坡缓降,-,-,-,-,-
防紫外线/隔热玻璃,●,●,●,●,●
长度(mm),4570,4570,4570,4570,4570
长*宽*高(mm),4570*1760*1490,4570*1760*1490,4570*1760*1490,4570*1760*1490,4570*1760*1490
铝合金轮圈,●,●,●,●,●
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC
遮阳板化妆镜,●,●,●,●,●
遥控钥匙,●,●,●,●,●
远光灯,卤素,卤素,卤素,卤素,卤素
进气形式,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气
近光灯,卤素,卤素,卤素,卤素,卤素
运动风格座椅,-,-,-,-,-
运动外观套件,-,-,-,-,-
轴距(mm),2635,2635,2635,2635,2635
转向辅助灯,-,-,-,-,-
转向头灯,-,-,-,-,-
车顶行李架,-,-,-,-,-
车门数(个),4,4,4,4,4
车道偏离预警系统,-,-,-,-,-
车载电视,-,-,-,-,-
车载冰箱,-,-,-,-,-
车身结构_y,三厢车,三厢车,三厢车,三厢车,三厢车
车身结构_x,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●,-,●,-,-
车窗防夹手功能,●,-,●,-,●
车型名称,翼神 2015款 2.0L CVT旗舰版,翼神 2015款 1.6L 手动时尚版,翼神 2015款 1.8L CVT致尚版 国V,翼神 2016款 1.8L CVT黑白复刻版,翼神 2016款 1.8L 手动黑白复刻版
车内空气调节/花粉过滤,●,●,●,●,●
车内氛围灯,-,-,-,-,-
车内中控锁,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式
行车电脑显示屏,●,●,●,●,●
行程(mm),-,-,-,-,-
行李厢容积(L),-,-,-,-,-
蓝牙/车载电话,-,-,-,-,-
自适应远近光,-,-,-,-,-
自适应巡航,-,-,-,-,-
自动驻车,-,-,-,-,-
自动泊车入位,-,-,-,-,-
