Feature,35092,37260,37261,37262
高度(mm),1380,1380,1380,1380
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车
驱动电机数,单电机,单电机,单电机,单电机
驱动方式,前置前驱,前置前驱,前置前驱,前置前驱
零胎压继续行驶,-,-,-,-
陡坡缓降,-,-,-,-
防紫外线玻璃,-,-,-,-
长度(mm),4075,4075,4075,4075
长*宽*高(mm),4075*1760*1380,4075*1760*1380,4075*1760*1380,4075*1760*1380
铝合金轮圈,●,●,●,●
遮阳板化妆镜,●,●,●,●
遥控钥匙,●,●,●,●
道路救援呼叫,-,-,-,-
远程启动,●,●,●,●
远光灯,LED,LED,LED,LED
近光灯,LED,LED,LED,LED
运动风格座椅,-,-,-,-
运动外观套件,-,-,-,-
轴距(mm),2500,2500,2500,2500
转向辅助灯,-,-,-,-
转向头灯,-,-,-,-
车顶行李架,-,-,-,-
车门数(个),3,3,3,3
车道偏离预警系统,●,●,●,●
车载空气净化器,-,-,-,-
车载电视,-,-,-,-
车载冰箱,-,-,-,-
车身结构_y,掀背车,掀背车,掀背车,掀背车
车身结构_x,3门4座掀背车,3门4座掀背车,3门4座掀背车,3门4座掀背车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●
车联网,●,●,●,●
车窗防夹手功能,●,●,●,●
车窗一键升降,全车,全车,全车,全车
车型名称,零跑S01 2019款 460 Pro,零跑S01 2019款 380 标准版,零跑S01 2019款 380 Pro,零跑S01 2019款 460 标准版
车内空气调节/花粉过滤,●,●,●,●
车内氛围灯,●,-,●,-
车内中控锁,●,●,●,●
车体结构,承载式,承载式,承载式,承载式
行车电脑显示屏,●,●,●,●
行李厢容积(L),237-690,237-690,237-690,237-690
蓝牙/车载电话,●,●,●,●
自适应远近光,-,-,-,-
自适应巡航,●,-,●,-
自动驻车,●,●,●,●
自动泊车入位,●,●,●,●
自动头灯,●,●,●,●
膝部气囊,-,-,-,-
腰部支撑调节,-,-,-,-
能源类型,纯电动,纯电动,纯电动,纯电动
胎压监测装置,●,●,●,●
肩部支撑调节,-,-,-,-
级别,小型车,小型车,小型车,小型车
系统综合扭矩(N·m),-,-,-,-
系统综合功率(kW),-,-,-,-
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排靠背角度调节,-,-,-,-
第二排独立座椅,-,-,-,-
第二排座椅移动,-,-,-,-
第三排座椅,-,-,-,-
空调控制方式,自动●,自动●,自动●,自动●
空气悬架,-,-,-,-
皮质方向盘,●,-,●,-
百公里耗电量(kWh/100km),-,-,-,-
疲劳驾驶提示,●,●,●,●
电磁感应悬架,-,-,-,-
电池能量(kWh),48,35.6,35.6,48
电池组质保,8年或12万公里,8年或12万公里,8年或12万公里,8年或12万公里
电池类型,三元锂电池,三元锂电池,三元锂电池,三元锂电池
电机类型,永磁 / 同步,永磁 / 同步,永磁 / 同步,永磁 / 同步
电机布局,前置,前置,前置,前置
电动机总扭矩(N·m),250,250,250,250
电动机总功率(kW),125,125,125,125
电动座椅记忆,●,-,●,-
电动天窗,-,-,-,-
电动吸合门,-,-,-,-
电动后备厢,-,-,-,-
牵引力控制(ASR/TCS/TRC等),●,●,●,●
温度分区控制,-,-,-,-
油箱容积(L),-,-,-,-
最高车速(km/h),140,140,140,140
最小离地间隙(mm),120,120,120,120
最大扭矩(N·m),250,250,250,250
最大功率(kW),125,125,125,125
无钥匙进入系统,●,●,●,●
无钥匙启动系统,●,●,●,●
方向盘调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节
方向盘记忆,-,-,-,-
方向盘电动调节,-,-,-,-
方向盘换挡,-,-,-,-
方向盘加热,-,-,-,-
整车质保,四年或12万公里,四年或12万公里,四年或12万公里,四年或12万公里
整备质量(kg),-,-,-,-
挡位个数,1,1,1,1
扬声器品牌,-,-,-,-
扬声器个数,4-5喇叭,4-5喇叭,4-5喇叭,4-5喇叭
手机无线充电,-,-,-,-
手机互联/映射功能,●,●,●,●
慢充时间(小时)_y,8,6,6,8
慢充时间(小时)_x,8,6,6,8
感应雨刷,●,●,●,●
感应后备厢,-,-,-,-
快充电量百分比,80,80,80,80
快充电量(%),80,80,80,80
快充时间(小时)_y,1,1,1,1
快充时间(小时)_x,1,1,1,1
座椅高低调节,●,●,●,●
座椅材料,真皮,仿皮,真皮,仿皮
座位数(个),4,4,4,4
并线辅助,●,-,●,-
工信部纯电续航里程(km)_y,380,300,300,380
工信部纯电续航里程(km)_x,380,300,300,380
导航路况信息显示,●,●,●,●
宽度(mm),1760,1760,1760,1760
实测续航里程(km),-,-,-,-
实测慢充时间(小时),-,-,-,-
实测快充时间(小时),-,-,-,-
实测100-0km/h制动(m),-,-,-,-
实测0-100km/h加速(s),-,-,-,-
定速巡航,●,●,●,●
官方0-100km/h加速(s),-,-,-,-
安全带未系提示,●,●,●,●
大灯高度可调,●,●,●,●
大灯清洗装置,-,-,-,-
夜视系统,-,-,-,-
多天窗,-,-,-,-
多功能方向盘,●,-,●,-
外接音源接口,USB,USB,USB,USB
备胎规格,无,无,无,无
后风挡遮阳帘,-,-,-,-
后雨刷,-,-,-,-
后轮距(mm),1500,1500,1500,1500
后轮胎规格,195/50 R16,195/50 R16,195/50 R16,195/50 R16
后视镜记忆,●,-,●,-
后视镜电动调节,●,●,●,●
后视镜电动折叠,-,-,-,-
后视镜加热,●,●,●,●
后电动机最大扭矩(N·m),-,-,-,-
后电动机最大功率(kW),-,-,-,-
后排独立空调,-,-,-,-
后排液晶屏,-,-,-,-
后排杯架,-,-,-,-
后排座椅电动调节,-,-,-,-
后排座椅放倒方式,整体放倒,整体放倒,整体放倒,整体放倒
后排侧隐私玻璃,-,-,-,-
后排侧遮阳帘,-,-,-,-
后悬架类型,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架
后座出风口,-,-,-,-
后制动器类型,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-
可变悬架,-,-,-,-
可加热/制冷杯架,-,-,-,-
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),22.99万,18.99万,20.99万,20.99万
厂商,零跑汽车,零跑汽车,零跑汽车,零跑汽车
助力类型,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-
前雾灯,-,-,-,-
