Feature,33288,33289,33290,33291,33292,33293,33294,33295
高度(mm),1810,1810,1810,1810,1810,1810,1810,1810
驻车制动类型,手刹,手刹,手刹,手刹,手刹,手刹,手刹,手刹
驱动方式,前置后驱,前置四驱,前置后驱,前置四驱,前置后驱,前置四驱,前置后驱,前置四驱
零胎压继续行驶,-,-,-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-,-,-
防紫外线玻璃,-,-,-,-,-,-,-,-
长度(mm),4636,4636,4636,4636,4636,4636,4636,4636
长*宽*高(mm),4636*1865*1810,4636*1865*1810,4636*1865*1810,4636*1865*1810,4636*1865*1810,4636*1865*1810,4636*1865*1810,4636*1865*1810
铝合金轮圈,●,●,●,●,●,●,●,●
配气机构,未知,未知,未知,未知,DOHC,DOHC,DOHC,DOHC
遮阳板化妆镜,●,●,●,●,●,●,●,●
遥控钥匙,●,●,●,●,●,●,●,●
道路救援呼叫,-,-,-,-,-,-,-,-
远程启动,-,-,-,-,-,-,-,-
远光灯,卤素(选装氙气),卤素(选装氙气),氙气,氙气,卤素(选装氙气),卤素(选装氙气),氙气,氙气
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压
近光灯,卤素(选装氙气),卤素(选装氙气),氙气,氙气,卤素(选装氙气),卤素(选装氙气),氙气,氙气
运动风格座椅,-,-,-,-,-,-,-,-
运动外观套件,-,-,-,-,-,-,-,-
轴距(mm),2760,2760,2760,2760,2760,2760,2760,2760
转向辅助灯,-,-,-,-,-,-,-,-
转向头灯,-,-,-,-,-,-,-,-
车顶行李架,●,●,●,●,●,●,●,●
车门数(个),5,5,5,5,5,5,5,5
车道偏离预警系统,-,-,-,-,-,-,-,-
车载空气净化器,-,-,-,-,-,-,-,-
车载电视,-,-,-,-,-,-,-,-
车载冰箱,-,-,-,-,-,-,-,-
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),-,-,-,-,-,-,-,-
车联网,-,-,-,-,-,-,-,-
车窗防夹手功能,-,-,-,-,-,-,-,-
车窗一键升降,-,-,-,-,-,-,-,-
车型名称,陆风X8 2018款 1.8T 汽油4X2豪华型,陆风X8 2018款 1.8T 汽油4X4豪华型,陆风X8 2018款 1.8T 汽油4X2超豪华型,陆风X8 2018款 1.8T 汽油4X4超豪华型,陆风X8 2018款 2.0T 柴油4X2豪华型,陆风X8 2018款 2.0T 柴油4X4豪华型,陆风X8 2018款 2.0T 柴油4X2超豪华型,陆风X8 2018款 2.0T 柴油4X4超豪华型
车内空气调节/花粉过滤,-,-,-,-,-,-,-,-
车内氛围灯,-,-,-,-,-,-,-,-
车内中控锁,●,●,●,●,●,●,●,●
车体结构,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式
行车电脑显示屏,●,●,●,●,●,●,●,●
行程(mm),-,-,-,-,-,-,-,-
行李厢容积(L),-,-,-,-,-,-,-,-
蓝牙/车载电话,●,●,●,●,●,●,●,●
自适应远近光,-,-,-,-,-,-,-,-
自适应巡航,-,-,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-,-,-
自动泊车入位,-,-,-,-,-,-,-,-
自动头灯,-,-,-,-,-,-,-,-
膝部气囊,-,-,-,-,-,-,-,-
腰部支撑调节,-,-,-,-,-,-,-,-
能源类型,汽油,汽油,汽油,汽油,柴油,柴油,柴油,柴油
胎压监测装置,●,●,●,●,●,●,●,●
肩部支撑调节,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),-,-,-,-,-,-,-,-
缸体材料,未知,未知,未知,未知,铸铁,铸铁,铸铁,铸铁
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV
简称,6挡手动,6挡手动,6挡手动,6挡手动,5挡手动,5挡手动,5挡手动,5挡手动
第二排靠背角度调节,●,●,●,●,●,●,●,●
第二排独立座椅,-,-,-,-,-,-,-,-
第二排座椅移动,-,-,-,-,-,-,-,-
第三排座椅,-,-,-,-,-,-,-,-
空调控制方式,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●
空气悬架,-,-,-,-,-,-,-,-
皮质方向盘,-,-,●,●,-,-,●,●
疲劳驾驶提示,-,-,-,-,-,-,-,-
电磁感应悬架,-,-,-,-,-,-,-,-
电动座椅记忆,-,-,-,-,-,-,-,-
电动天窗,-,-,●,●,-,-,●,●
电动吸合门,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-
环保标准,国V,国V,国V,国V,国V,国V,国V,国V
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-,-,-
燃油标号,92号,92号,92号,92号,0号,0号,0号,0号
燃料形式,汽油,汽油,汽油,汽油,柴油,柴油,柴油,柴油
温度分区控制,-,-,-,-,-,-,-,-
流媒体车内后视镜,-,-,-,-,-,-,-,-
油箱容积(L),70,70,70,70,70,70,70,70
气缸数(个),4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4
最高车速(km/h),160,160,160,160,160,160,160,160
最小离地间隙(mm),200,200,200,200,200,200,200,200
最大马力(Ps),177,177,177,177,136,136,136,136
最大扭矩转速(rpm),-,-,-,-,-,-,-,-
最大扭矩(N·m)_y,280,280,280,280,320,320,320,320
最大扭矩(N·m)_x,280,280,280,280,320,320,320,320
最大功率转速(rpm),-,-,-,-,-,-,-,-
最大功率(kW)_y,130,130,130,130,100,100,100,100
最大功率(kW)_x,130,130,130,130,100,100,100,100
