Feature,45010,45219
高度(mm),1658,1658
驻车制动类型,电子驻车,电子驻车
驱动电机数,单电机,单电机
驱动方式,前置前驱,前置前驱
面部识别,-,-
陡坡缓降,-,-
长度(mm),4603,4603
长*宽*高(mm),4603*1860*1658,4603*1860*1658
配气机构,DOHC,DOHC
道路救援呼叫,-,-
道路交通标识识别,-,-
进气形式,涡轮增压,涡轮增压
运动风格座椅,-,-
运动外观套件,-,-
轴距(mm),2730,2730
转向辅助灯,-,-
转向头灯,●,●
车顶行李架,●,●
车门数(个),5,5
车道偏离预警系统,●,-
车道保持辅助系统,●,-
车载空气净化器,-,-
车载电视,-,-
车载冰箱,-,-
车身结构_y,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●
车联网,-,-
车窗防夹手功能,●,●
车型名称,探岳GTE 2020款 1.4T 尊贵型,探岳GTE 2020款 1.4T 豪华型
车内香氛装置,-,-
车内中控锁,●,●
车内PM2.5过滤装置,●,●
车体结构,承载式,承载式
负离子发生器,-,-
触摸式阅读灯,-,-
被动行人保护,-,-
行程(mm),80,80
行李厢容积(L),413,413
行李厢12V电源接口,●,●
蓝牙/车载电话,●,●
自适应远近光,-,-
自动驻车,●,●
自动泊车入位,●,-
自动头灯,●,●
膝部气囊,●,●
能源类型,插电式混合动力,插电式混合动力
缺气保用轮胎,-,-
缸盖材料,铝合金,铝合金
缸径(mm),74.5,74.5
缸体材料,铝合金,铝合金
级别,中型SUV,中型SUV
系统综合扭矩(N·m),400,400
系统综合功率(kW),155,155
简称,6挡双离合,6挡双离合
第二排独立座椅,-,-
空气悬架,-,-
百公里耗电量(kWh/100km),16,16
疲劳驾驶提示,-,-
电磁感应悬架,-,-
电池预加热,-,-
电池能量(kWh),13,13
电池组质保,八年或12万公里,八年或12万公里
电池类型,三元锂电池,三元锂电池
电机类型,-,-
电机布局,前置,前置
电动机总扭矩(N·m),330,330
电动机总功率(kW),85,85
电动机(Ps),116,116
电动扰流板,-,-
电动后备厢位置记忆,●,●
电动后备厢,●,●
电动可调踏板,-,-
环保标准_y,国VI,国VI
环保标准_x,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●
燃油标号,95号,95号
燃料形式,插电式混合动力,插电式混合动力
温度分区控制,●,●
涉水感应系统,-,-
油箱容积(L),47,47
气缸数(个),4,4
气缸排列形式,L,L
每缸气门数(个),4,4
最高车速(km/h),200,200
最小离地间隙(mm),-,-
最大马力(Ps),150,150
最大扭矩转速(rpm),1750-3000,1750-3000
最大扭矩(N·m)_y,250,250
最大扭矩(N·m)_x,400,400
最大功率转速(rpm),5500-6000,5500-6000
最大功率(kW)_y,110,110
最大功率(kW)_x,155,155
无钥匙启动系统,●,●
方向盘记忆,-,-
方向盘换挡,●,-
方向盘加热,●,-
整车质保,三年或10万公里,三年或10万公里
整备质量(kg),1835,1835
整体主动转向系统,-,-
排量(mL),1395,1395
挡位个数,6,6
手势控制,-,-
慢充时间(小时)_y,-,-
慢充时间(小时)_x,-,-
感应后备厢,●,●
快充电量百分比,-,-
快充电量(%),-,-
快充时间(小时)_y,-,-
快充时间(小时)_x,-,-
座位数(个),5,5
并线辅助,●,-
工信部综合油耗(L/100km),2,2
工信部纯电续航里程(km)_y,54,54
工信部纯电续航里程(km)_x,54,54
尾门玻璃独立开启,-,-
导航路况信息显示,●,●
宽度(mm),1860,1860
实测续航里程(km),-,-
实测油耗(L/100km),4.74,-
实测慢充时间(小时),-,-
实测快充时间(小时),-,-
实测100-0km/h制动(m),42.57,-
实测0-100km/h加速(s),7.87,-
官方0-100km/h加速(s),8.4,8.4
大灯高度可调,●,●
大灯清洗装置,-,-
大灯延时关闭,●,●
夜视系统,-,-
多功能方向盘,●,●
备胎规格,无,无
后风挡遮阳帘,-,-
后雨刷,●,●
后轮距(mm),-,-
后轮胎规格,235/55 R18,235/55 R18
后电动机最大扭矩(N·m),-,-
后电动机最大功率(kW),-,-
后排独立空调,●,●
后排杯架,●,●
后排控制多媒体,-,-
后排座椅防下滑气囊,-,-
后排座椅电动调节,-,-
后排座椅电动放倒,-,-
后排小桌板,-,-
后排安全带式气囊,-,-
后排侧隐私玻璃,-,-
后排中央安全气囊,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●
后制动器类型,盘式,盘式
可变转向比,-,-
可加热喷水嘴,●,●
变速箱类型,双离合变速箱(DCT),双离合变速箱(DCT)
变速箱,6挡双离合,6挡双离合
发动机电子防盗,●,●
发动机特有技术,-,-
发动机型号,EA211-DUK,EA211-DUK
发动机启停技术,●,●
发动机,1.4T 150马力 L4,1.4T 150马力 L4
压缩比,10,10
厂商指导价(元),25.98万,24.98万
厂商,一汽-大众,一汽-大众
助力类型,电动助力,电动助力
副驾驶座垫式气囊,-,-
副驾驶位后排可调节按钮,-,-
前轮距(mm),-,-
前轮胎规格,235/55 R18,235/55 R18
前电动机最大扭矩(N·m),330,330
前电动机最大功率(kW),85,85
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-
前制动器类型,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●
制动力分配(EBD/CBC等),●,●
内置行车记录仪,-,-
全液晶仪表盘,●,●
倒车车侧预警系统,●,-
供油方式,直喷,直喷
主动降噪,-,-
主动闭合式进气格栅,-,-
主动刹车/主动安全系统,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
