Feature,1001959,1001960,1001961,1001962,1001963,1001964
高度(mm),1892,1892,1892,1892,1892,1892
驱动电机数,-,-,-,-,-,-
驱动方式,中置后驱,中置后驱,中置后驱,中置后驱,中置后驱,中置后驱
防紫外线玻璃,-,-,-,-,-,-
长度(mm),4580,4580,4580,4580,4580,4580
长*宽*高(mm),4580×1615×1892,4580×1615×1892,4580×1615×1892,4580×1615×1892,4580×1615×1892,4580×1615×1892
铝合金轮圈,-,-,-,-,-,-
配气机构,未知,未知,未知,未知,未知,未知
遮阳板化妆镜,-,-,-,-,-,-
遥控钥匙,-,-,-,-,-,-
远光灯,卤素,卤素,卤素,卤素,卤素,卤素
进气形式,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气
近光灯,卤素,卤素,卤素,卤素,卤素,卤素
轴距(mm),2800,2800,2800,2800,2800,2800
车顶行李架,-,-,-,-,-,-
车门数(个),2,2,2,2,2,2
车载电视,-,-,-,-,-,-
车载冰箱,-,-,-,-,-,-
车身结构_y,货车,货车,货车,货车,货车,货车
车身结构_x,货车,货车,货车,货车,货车,货车
车身稳定控制(ESC/ESP/DSC等),-,-,-,-,-,-
车窗防夹手功能,-,-,-,-,-,-
车型名称,力帆T11 2013款 1.0L标准型LF465Q5A,力帆T11 2013款 1.0L标准型LF66Q,力帆T11 2013款 1.3L标准型LF479Q5-1,力帆T11 2013款 1.0L舒适型LF465Q5A,力帆T11 2013款 1.0L舒适型LF66Q,力帆T11 2013款 1.3L舒适型LF479Q5-1
车内中控锁,-,-,-,-,-,-
车体结构,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式
货箱尺寸(mm),-,-,-,-,-,-
行车电脑显示屏,-,-,-,-,-,-
行程(mm),-,-,-,-,-,-
腰部支撑调节,-,-,-,-,-,-
能源类型,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测装置,-,-,-,-,-,-
缸盖材料,未知,未知,未知,未知,未知,未知
缸径(mm),-,-,-,-,-,-
缸体材料,铁,铁,铁,铁,铁,铁
级别,微卡,微卡,微卡,微卡,微卡,微卡
简称,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
第二排靠背角度调节,-,-,-,-,-,-
第二排座椅移动,-,-,-,-,-,-
第三排座椅,-,-,-,-,-,-
空调控制方式,手动●,手动●,手动●,手动○,手动○,手动○
皮质方向盘,-,-,-,-,-,-
百公里耗电量(kWh/100km),-,-,-,-,-,-
电池组质保,-,-,-,-,-,-
电池类型,-,-,-,-,-,-
电池容量(kWh),-,-,-,-,-,-
电池充电时间,-,-,-,-,-,-
电机类型,-,-,-,-,-,-
电机布局,-,-,-,-,-,-
电动机总扭矩(N·m),-,-,-,-,-,-
电动机总功率(kW),-,-,-,-,-,-
电动天窗,-,-,-,-,-,-
电动吸合门,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-
环保标准,国IV,国IV,国IV,国IV,国IV,国IV
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-
燃油标号,92号,92号,92号,92号,92号,92号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油
温度分区控制,-,-,-,-,-,-
油箱容积(L),40,40,40,40,40,40
气缸数(个),4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4
最高车速(km/h),98,98,120,98,98,120
最小离地间隙(mm),-,-,-,-,-,-
最大马力(Ps),50,68,90,50,68,90
最大载重质量(kg),-,-,-,-,-,-
最大扭矩转速(rpm),3000-4000,3000-5000,3000-5000,3000-4000,3000-5000,3000-5000
最大扭矩(N·m)_y,75,87,108,75,87,108
最大扭矩(N·m)_x,-,-,-,-,-,-
最大功率转速(rpm),5500,6000,6000,5500,6000,6000
最大功率(kW)_y,37,50,66.5,37,50,66.5
最大功率(kW)_x,-,-,-,-,-,-
无钥匙进入系统,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-
方向盘调节,-,-,-,-,-,-
方向盘电动调节,-,-,-,-,-,-
整车质保,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里
整备质量(kg),1000,1000,1000,1000,1000,1000
排量(mL),997,999,1299,997,999,1299
挡位个数,5,5,5,5,5,5
扬声器品牌,-,-,-,-,-,-
扬声器个数,-,-,-,-,-,-
快充电量(%),-,-,-,-,-,-
座椅高低调节,-,-,-,-,-,-
座椅材料,织物,织物,织物,织物,织物,织物
座位数(个),2,2,2,2,2,2
工信部综合油耗(L/100km),7,7.2,7.6,7,7.2,7.6
工信部续航里程(km),-,-,-,-,-,-
宽度(mm),1615,1615,1615,1615,1615,1615
定速巡航,-,-,-,-,-,-
安全带未系提示,-,-,-,-,-,-
大灯高度可调,-,-,-,-,-,-
多功能方向盘,-,-,-,-,-,-
外接音源接口,AUX,AUX,AUX,AUX,AUX,AUX
后风挡遮阳帘,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-
后轮距(mm),1320,1320,1320,1320,1320,1320
后轮胎规格,175/70 R14,175/70 R14,175/70 R14,175/70 R14,175/70 R14,175/70 R14
后视镜电动调节,-,-,-,-,-,-
后视镜加热,-,-,-,-,-,-
后电动机最大扭矩(N·m),-,-,-,-,-,-
后电动机最大功率(kW),-,-,-,-,-,-
后排车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门
后排独立空调,-,-,-,-,-,-
后排液晶屏,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-
后排座椅电动调节,-,-,-,-,-,-
后排座椅放倒方式,-,-,-,-,-,-
